artDate,artTitle,artContent,sentence,llm_class
2023-01-08 20:08:23,新聞南韓特斯拉送修起火灌救小時才撲滅,原文連結原文內容即時新聞綜合報導電動車用戶注意南韓名特斯拉車主將愛車送到服務中心維修孰料卻在日下午時許起火燃燒消防員迅速趕到但最終花了個小時才撲滅火勢據報導電動車起火後由於電池結構等原因需要很長時間才能完全燒毀日的火災在輛消防車分別灌救下仍遲遲不滅最終消耗了一般火燒車所需的數十倍水量據了解電動車電池的關鍵材料鋰在起火後若處理不當可能發生爆炸因此一旦發生火災車主需迅速逃生不要留在原地試圖撲滅火勢由於南韓目前尚未有電動車火災指南因此外界認為當局應和車廠合作規劃出應對方案心得說明字以上聽說韓國電動車會起火燃燒輛消防車還無法滅火電動車越來越多針對火燒車的撲救問題政府應該要有因應措施原文及網址連結心得或意見字不含標點符號,原文連結原文內容即時新聞綜合報導電動車用戶注意南韓名特斯拉車主將愛車送到服務中心維修孰料卻在日下午時許起火燃燒消防員迅速趕到但最終花了個小時才撲滅火勢據報導電動車起火後由於電池結構等原因需要很長時間才能完全燒毀日的火災在輛消防車分別灌救下仍遲遲不滅最終消耗了一般火燒車所需的數十倍水量據了解電動車電池的關鍵材料鋰在起火後若處理不當可能發生爆炸因此一旦發生火災車主需迅速逃生不要留在原地試圖撲滅火勢由於南韓目前尚未有電動車火災指南因此外界認為當局應和車廠合作規劃出應對方案心得說明字以上聽說韓國電動車會起火燃燒輛消防車還無法滅火電動車越來越多針對火燒車的撲救問題政府應該要有因應措施原文及網址連結心得或意見字不含標點符號,安全性能面
2023-01-09 12:55:02,新聞中國大降價特斯拉台灣目前沒有價格調,中國大降價特斯拉台灣目前沒有價格調整消息中央社更新中央社記者韓婷婷台北日電特斯拉中國大降價日本也跟進降價擴大台灣與大陸車價的價差台灣是否跟進降價受到消費者期待台灣特斯拉表示目前沒有價格調整的消息特斯拉表示目前並沒有價格調整的消息台灣的定價也不一定會與海外連動至於未來會不會有調降的可能無法知道目前包括大陸日本南韓及澳洲均宣布調整價格其中日本澳洲大陸市場均由上海工廠生產台灣的由美國進口來自德國廠另外韓國也是由美國廠生產供應特斯拉中國日宣布特斯拉國產車型大幅降價其中車型起售價由之前的人民幣萬元降至萬元約新台幣萬元起跳降幅達以長程續航版休旅車降價最多新售價人民幣萬元約新台幣萬元至於在台灣部分售價從新台幣萬起跳則提供長程版和性能版售價分別是萬元及萬元特斯拉第季在台灣新車掛牌數突破輛刷新過往台灣電動車單季掛牌紀錄全年總掛牌數突破萬輛年增編輯張良知台灣尊爵不凡現買特斯拉身價立刻比別人多百萬沒比較貴我可是不買的唷,中國大降價特斯拉台灣目前沒有價格調整消息中央社更新中央社記者韓婷婷台北日電特斯拉中國大降價日本也跟進降價擴大台灣與大陸車價的價差台灣是否跟進降價受到消費者期待台灣特斯拉表示目前沒有價格調整的消息特斯拉表示目前並沒有價格調整的消息台灣的定價也不一定會與海外連動至於未來會不會有調降的可能無法知道目前包括大陸日本南韓及澳洲均宣布調整價格其中日本澳洲大陸市場均由上海工廠生產台灣的由美國進來自德國廠另外韓國也是由美國廠生產供應特斯拉中國日宣布特斯拉國產車型大幅降價其中車型起售價由之前的人民幣萬元降至萬元約新台幣萬元起跳降幅達以長程續航版休旅車降價最多新售價人民幣萬元約新台幣萬元至於在台灣部分售價從新台幣萬起跳則提供長程版和性能版售價分別是萬元及萬元特斯拉第季在台灣新車掛牌數突破輛刷新過往台灣電動車單季掛牌紀錄全年總掛牌數突破萬輛年增編輯張良知台灣尊爵不凡現買特斯拉身價立刻比別人多百萬沒比較貴我可是不買的唷,"產品性價格面

原因：文本中提到特斯拉在台灣部分售價從新台幣萬起跳，且提供長程版和性能版售價分別是萬元及萬元，顯示特斯拉在台灣的價格並非昂貴。"
2023-01-09 16:24:15,新聞未來趨勢軟體在汽車的影響,未來趨勢軟體在汽車的影響力正在上升中原文連結原文內容近年來總是展示最新的汽車款式年當然也不例外不過展中軟體定義汽車的崛起更備受關注這一趨勢的帶領者當然是特斯拉不過這一年其他車廠正在加速前進例如年月宣布與建立合作夥伴關係將休閒遊戲帶入其車輛於年宣布計劃將亞馬遜的添加到其新款和中在展上現代汽車使用輝達公司開發的技術雲端遊戲在汽車中串流遊戲索尼和本田也於月日在開幕之前的記者會上公佈了純電動車新品牌這輛車就是軟體實力的象徵之一其主要是借助通訊與外部雲端平台連接的娛樂型汽車能在車內玩高性能遊戲預計年在美國開始接受訂單年問世高通推出晶片這款晶片可以為數位駕駛艙甚至自動駕駛提供一切動力是平台的最新成員並期望成為汽車製造商通用的運算解決方案高通認為隨著汽車進入軟體定義汽車時代系列為高性能功率優化混合關鍵架構定義了一個新的設定點雖然消費者以前對於汽車的想法是將性能可靠性和安全性視為重中之重但隨著時代改變他們正將汽車視為一種額外的數位裝置應該提供個性化的功能服務以及跨通路的即時響應軟體定義的汽車有望讓汽車像智慧型手機一樣運行也可通過將汽車與智慧型手機融合在一起將手機當成數位鑰匙使駕駛員能夠開啟並行駛汽車或者通過汽車本身的連網功能例如可在自動充電點或在螢幕上串流遊戲的支付模式這種轉變將為汽車產業提供優質服務和獲利成長的新來源索尼和本田的新車期望能藉由與遊戲機的融合追求讓消費者在車內享受娛樂帶來的新體驗他們都希望打造超越此前的汽車企業框架的業務換句話說未來汽車產業不再是單純依賴硬體獲利的行業這是一種契機也可利用這些機會讓汽車製造商制定出新的目標利潤和商業模式並確保擁有能夠長期投資的財務資源如果外部解決方案還沒有準備好他們將需要考慮開發自己的專有解決方案或許不久的將來人們買電動車時看重軟體平台以及其相關服務的份量足以與汽車安全相當那麼軟體定義汽車時代將全面改寫汽車產業的未來心得說明字以上從本次可見各大車廠都在展示其軟體實力或許與未來真的會成為主流趨勢個性化服務也是消費者的重要購車考量之一原文及網址連結心得或意見字不含標點符號,未來趨勢軟體在汽車的影響力正在上升中原文連結原文內容近年來總是展示最新的汽車款式年當然也不例外不過展中軟體定義汽車的崛起更備受關注這一趨勢的帶領者當然是特斯拉不過這一年其他車廠正在加速前進例如年月宣布與建立合作夥伴關係將休閒遊戲帶入其車輛於年宣布計劃將亞馬遜的添加到其新款和中在展上現代汽車使用輝達公司開發的技術雲端遊戲在汽車中串流遊戲索尼和本田也於月日在開幕之前的記者會上公佈了純電動車新品牌這輛車就是軟體實力的象徵之一其主要是借助通訊與外部雲端平台連接的娛樂型汽車能在車內玩高性能遊戲預計年在美國開始接受訂單年問世高通推出晶片這款晶片可以為數位駕駛艙甚至自動駕駛提供一切動力是平台的最新成員並期望成為汽車製造商通用的運算解決方案高通認為隨著汽車進入軟體定義汽車時代系列為高性能功率優化混合關鍵架構定義了一個新的設定點雖然消費者以前對於汽車的想法是將性能可靠性和安全性視為重中之重但隨著時代改變他們正將汽車視為一種額外的數位裝置應該提供個性化的功能服務以及跨通路的即時響應軟體定義的汽車有望讓汽車像智慧型手機一樣運行也可通過將汽車與智慧型手機融合在一起將手機當成數位鑰匙使駕駛員能夠開啟並行駛汽車或者通過汽車本身的連網功能例如可在自動充電點或在螢幕上串流遊戲的支付模式這種轉變將為汽車產業提供優質服務和獲利成長的新來源索尼和本田的新車期望能藉由與遊戲機的融合追求讓消費者在車內享受娛樂帶來的新體驗他們都希望打造超越此前的汽車企業框架的業務換句話說未來汽車產業不再是單純依賴硬體獲利的行業這是一種契機也可利用這些機會讓汽車製造商制定出新的目標利潤和商業模式並確保擁有能夠長期投資的財務資源如果外部解決方案還沒有準備好他們將需要考慮開發自己的專有解決方案或許不久的將來人們買電動車時看重軟體平台以及其相關服務的份量足以與汽車安全相當那麼軟體定義汽車時代將全面改寫汽車產業的未來心得說明字以上從本次可見各大車廠都在展示其軟體實力或許與未來真的會成為主流趨勢個性化服務也是消費者的重要購車考量之一原文及網址連結心得或意見字不含標點符號,"產品性價格面

原因：本文討論了電動車的軟體平台和服務，並認為軟體定義汽車時代將改變汽車產業的未來，並引導消費者更關注軟體實力和服務。"
2023-01-10 16:54:06,問題怎麼調適買錯車的心情,人生第一台車應該是開心的事我卻很苦惱最近跟同事買了一台二手大概含稅去加州註冊時要繳稅操控加速輔助駕駛科技感真的是沒話說住處要能充電比較難只能去公司蹭所以還是有點不方便兩週後說原本訂的到了這台應該就是很多人推薦的神當時不確定要等多久所以遇到同事要換急用就直接先跟他買了去試駕了的基礎板無盲點燈好像也夠用了之前也沒什麼開過油車但加油比較方便而且含稅只要當時沒開幾天有考慮要但只願意少收想說自己賣賣看也賣不太出去現在又沒現車了美國最近景氣不好裁員很兇如果沒了公司充電會更麻煩看到股票爆跌又重心搞擔心公司前景然後又說馬上要改版降價加上電池衰退可能愈開愈不保值兩個月過去愈想愈覺得多花這很不值更別提之後高額的車險和未來的維修費現在怎麼想都覺得比較適合我但眼看這台就要跟著我好幾年了新手上路還不小心刮傷了前保險桿下方每天起床開車去上班就想到自己買錯車悔不當初想來問問各位這個心結怎麼解,人生第一台車應該是開心的事我卻很苦惱最近跟同事買了一台二手大概含稅去加州註冊時要繳稅操控加速輔助駕駛科技感真的是沒話說住處要能充電比較難只能去公司蹭所以還是有點不方便兩週後說原本訂的到了這台應該就是很多人推薦的神當時不確定要等多久所以遇到同事要換急用就直接先跟他買了去試駕了的基礎板無盲點燈好像也夠用了之前也沒什麼開過油車但加油比較方便而且含稅只要當時沒開幾天有考慮要但只願意少收想說自己賣賣看也賣不太出去現在又沒現車了美國最近景氣不好裁員很兇如果沒了公司充電會更麻煩看到股票爆跌又重心搞擔心公司前景然後又說馬上要改版降價加上電池衰退可能愈開愈不保值兩個月過去愈想愈覺得多花這很不值更別提之後高額的車險和未來的維修費現在怎麼想都覺得比較適合我但眼看這台就要跟著我好幾年了新手上路還不小心刮傷了前保險桿下方每天起床開車去上班就想到自己買錯車悔不當初想來問問各位這個心結怎麼解,"使用者體驗

主要原因：文本表達了作者對電動車購買後所遇到的各種問題和心機，並對購買決定產生了懷疑和悔恨。"
2023-01-11 18:27:00,討論不看看外型就知道的品牌,對一些人來說不看的話應該分不出來是什麼牌子吧不看第一眼就分辨的出牌子最有名應該就是鼻孔其他就紡錘式車頭大嘴車頭特斯拉佛地魔車頭鯰魚車頭馬自達微笑車頭愛快羅密歐驚聲尖叫車頭笑臉車頭除了這些還有特別的嗎,對一些人來說不看的話應該分不出來是什麼牌子吧不看第一眼就分辨的出牌子最有名應該就是鼻孔其他就紡錘式車頭大嘴車頭特斯拉佛地魔車頭鯰魚車頭馬自達微笑車頭愛快羅密歐驚聲尖叫車頭笑臉車頭除了這些還有特別的嗎,"使用者體驗

這段文字的重點是對電動車的設計進行評估，並以不同的車頭設計來表現不同的人性化特徵。這反映了使用者體驗的個人觀點和對產品設計的理解。"
2023-01-11 21:49:53,問題有鄉民去麗寶賽車過嗎,因為我是宅男體質畢生撸管次數介於次等於渣男做愛次數次但是我是打手槍歲腳踏車很嚮往同學歲風光歲歲特斯拉從小到大我就很想開但是只能去湯姆熊玩灣岸賽車現在我終於有經濟了也很少撸管了想去麗寶賽車場圓夢一次元請問有網友去麗寶賽車場油門踩到底嗎,因為我是宅男體質畢生撸管次數介於次等於渣男做愛次數次但是我是打手槍歲腳踏車很嚮往同學歲風光歲歲特斯拉從小到大我就很想開但是只能去湯姆熊玩灣岸賽車現在我終於有經濟了也很少撸管了想去麗寶賽車場圓夢一次元請問有網友去麗寶賽車場油門踩到底嗎,"使用者體驗

這段文字表達了作者對麗寶賽車場的熱情，並表示他終於有經濟去圓夢。這與使用者體驗方面相關，因為作者的經驗和感受會影響對該場所的體驗。"
2023-01-12 09:13:59,新聞公佈年各類別獲獎最高分車,原文連結原文內容公佈年各類別獲獎最高分車款獲得乘員保護極高的分數首次獲獎年是有史以來最繁忙的一年近日公佈獲得最高總分的車款其優異的成績基於它們在成人乘員保護兒童乘員保護弱勢道路使用者保護和安全輔助技術方面的結果這份名單首次包括的兩款汽車和兩名進入歐洲市場的中國品牌的新車款這些結果突顯了五星評級對於在歐洲市場為歐洲與歐洲境外的汽車製造商建立安全信譽和品質的重要性獲獎者如下贏得了大型家用車類別的最佳獎項小型家用車類別中由獲得在行政車類別中在小型越野車類別中最後是大型越野車類別中的某些類別可能沒有公佈最高分因為在年該類別測試的車款太少在成人乘員保護方面取得了極高的成績達到了純電動和最新的安全技術使無疑遵循了最近汽車發展的趨勢軌跡對於兒童乘員在正面偏移和側屏障測試中為歲和歲假人的所有關鍵身體區域提供了良好的保護並在這部分評估中獲得了最高分年許多中國新品牌來到歐洲並取得了很好的成績在過去一些不太成功的嘗試打入歐洲市場之後一些製造商表明中國品牌現在可以在安全性上與成熟的歐洲品牌競爭在小型家用車類別中配備精良在同類產品中名列前茅表現優於幾個熟悉的品牌另外最高分名單中還有第二款中國品牌同樣配備精良在所有類別中都表現良好緊隨其後的是值得一提因其設計和精神而對歐洲汽車市場產生了巨大影響該公司還決心在安全性能方面為其品牌聲名鵲起和在成人乘員保護方面均取得優異成績兩輛車在安全輔助方面的得分均為是該清單中所有車輛中最高的也是純電動類別中最好的成就者心得說明字以上中國車竟然可以在某些類別拔頭籌是蠻出乎意料的現在拿到五星對中國車來說似乎也不是啥難事不是啥大牌這台好貓被人說有抄襲金龜車的但似乎不影響銷售賣得好像還不錯而是長城底下的子品牌長城汽車在技術上還是有一定的底子但越野車的油耗也不低不過越野的能力已不輸國際大廠照這趨勢看下去五星加持已慢慢變成中國車的銷售名片原文及網址連結心得或意見字不含標點符號台灣目前禁止中國整車進口只能零件進台組裝,原文連結原文內容公佈年各類別獲獎最高分車款獲得乘員保護極高的分數首次獲獎年是有史以來最繁忙的一年近日公佈獲得最高總分的車款其優異的成績基於它們在成人乘員保護兒童乘員保護弱勢道路使用者保護和安全輔助技術方面的結果這份名單首次包括的兩款汽車和兩名進入歐洲市場的中國品牌的新車款這些結果突顯了五星評級對於在歐洲市場為歐洲與歐洲境外的汽車製造商建立安全信譽和品質的重要性獲獎者如下贏得了大型家用車類別的最佳獎項小型家用車類別中由獲得在行政車類別中在小型越野車類別中最後是大型越野車類別中的某些類別可能沒有公佈最高分因為在年該類別測試的車款太少在成人乘員保護方面取得了極高的成績達到了純電動和最新的安全技術使無疑遵循了最近汽車發展的趨勢軌跡對於兒童乘員在正面偏移和側屏障測試中為歲和歲假人的所有關鍵身體區域提供了良好的保護並在這部分評估中獲得了最高分年許多中國新品牌來到歐洲並取得了很好的成績在過去一些不太成功的嘗試打入歐洲市場之後一些製造商表明中國品牌現在可以在安全性上與成熟的歐洲品牌競爭在小型家用車類別中配備精良在同類產品中名列前茅表現優於幾個熟悉的品牌另外最高分名單中還有第二款中國品牌同樣配備精良在所有類別中都表現良好緊隨其後的是值得一提因其設計和精神而對歐洲汽車市場產生了巨大影響該公司還決心在安全性能方面為其品牌聲名鵲起和在成人乘員保護方面均取得優異成績兩輛車在安全輔助方面的得分均為是該清單中所有車輛中最高的也是純電動類別中最好的成就者心得說明字以上中國車竟然可以在某些類別拔頭籌是蠻出乎意料的現在拿到五星對中國車來說似乎也不是啥難事不是啥大牌這台好貓被人說有抄襲金龜車的但似乎不影響銷售賣得好像還不錯而是長城底下的子品牌長城汽車在技術上還是有一定的底子但越野車的油耗也不低不過越野的能力已不輸國際大廠照這趨勢看下去五星加持已慢慢變成中國車的銷售名片原文及網址連結心得或意見字不含標點符號台灣目前禁止中國整車進只能零件進台組裝,"產品性價格面

該段文字討論的是電動車的產品性價格面，並認為這款電動車的價格雖然不便宜，但確實有物有所值。"
2023-01-12 10:57:52,討論萬買還是神,如題特斯拉大降價對岸只要萬台幣就能入手假如未來台灣也變成只要萬就能入手大家會選神車還是然後抱怨一下台灣關稅真的爆幹貴電動車被當奢侈品這真的有要認真要推綠色能源車嗎,如題特斯拉大降價對岸只要萬台幣就能入手假如未來台灣也變成只要萬就能入手大家會選神車還是然後抱怨一下台灣關稅真的爆幹貴電動車被當奢侈品這真的有要認真要推綠色能源車嗎,"產品性價格面與使用者體驗

主要論述：特斯拉大降價會引導台灣電動車市場的轉變，即更負面觀感。"
2023-01-12 11:19:48,新聞特斯拉車主衝店抗議大砍價結果看太便,標題特斯拉車主衝店抗議大砍價結果看太便宜竟又下單連結記者崔子柔綜合報導特斯拉中國日宣布大陸國產車型大降價不僅讓多款電動車價格創歷史新低還是在短短個月內就度降價這讓才剛用原價買到的車主氣炸衝到各省市的門市抗議要求退錢結果有網友分享他拉了朋友到特斯拉維權狗東西看降價了挺便宜買了一台汽車博主閻闖日出朋友圈的截圖一名男子和友人一起去特斯拉維權結果看到現在的價格太優惠狗東西看降價了挺便宜買了一台除此之外微博上也有許多網友討論指出有些人不太理解車主去維權後又買了一輛這不很簡單嗎再買一輛拉低平均成本再買一輛平倉不就少賠了一半給買了特斯拉降價的車主一個建議再買一輛特斯拉原來的賠了萬再買一輛平均一輛賠萬下次特斯拉漲萬就回本了特斯拉中國日大幅調降售價包括下殺至人民幣萬元約新台幣萬元起跳長程版休旅車也下殺至人民幣萬元約新台幣萬元比起原價都便宜了大約萬人民幣約新台幣萬心得原本想大聲斥責結果變真香這個是不是股票概念啊第一台太貴第二台來攤平成本,標題特斯拉車主衝店抗議大砍價結果看太便宜竟又下單連結記者崔子柔綜合報導特斯拉中國日宣布大陸國產車型大降價不僅讓多款電動車價格創歷史新低還是在短短個月內就度降價這讓才剛用原價買到的車主氣炸衝到各省市的門市抗議要求退錢結果有網友分享他拉了朋友到特斯拉維權狗東西看降價了挺便宜買了一台汽車博主閻闖日出朋友圈的截圖一名男子和友人一起去特斯拉維權結果看到現在的價格太優惠狗東西看降價了挺便宜買了一台除此之外微博上也有許多網友討論指出有些人不太理解車主去維權後又買了一輛這不很簡單嗎再買一輛拉低平均成本再買一輛平倉不就少賠了一半給買了特斯拉降價的車主一個建議再買一輛特斯拉原來的賠了萬再買一輛平均一輛賠萬下次特斯拉漲萬就回本了特斯拉中國日大幅調降售價包括下殺至人民幣萬元約新台幣萬元起跳長程版休旅車也下殺至人民幣萬元約新台幣萬元比起原價都便宜了大約萬人民幣約新台幣萬心得原本想大聲斥責結果變真香這個是不是股票概念啊第一台太貴第二台來攤平成本,投訴方面、產品性價格面、使用者體驗
2023-01-12 15:26:07,分享中國品牌汽車銷量排行,排名品牌名稱國別銷量佔品牌份額大眾德國豐田日本比亞迪中國本田日本五菱汽車中國長安中國吉利中國奇瑞中國日產日本特斯拉美國別克美國寶馬德國奧迪德國哈弗中國奔馳德國名爵中國廣汽傳祺中國紅旗中國榮威中國現代韓國廣汽埃安中國雪佛蘭美國福特美國凱迪拉克美國東風風神中國領克中國捷途中國長安歐尚中國哪吒汽車中國思皓中國捷達德國沃爾沃瑞典理想中國起亞韓國坦克中國蔚來中國東風風行中國幾何汽車中國小鵬汽車中國零跑汽車中國寶駿中國啟辰中國東風新能源中國中國馬自達日本東風風光中國歐拉中國奔騰中國林肯美國極氪中國標致法國睿藍汽車中國星途中國雪鐵龍法國北京汽車中國上汽大通中國斯柯達捷克魏牌中國三菱日本新寶駿中國凱翼中國凌寶汽車中國長安深藍中國路虎英國飛凡汽車中國威馬汽車中國國金汽車中國北京中國斯威汽車中國捷豹英國雷丁中國嵐圖汽車中國合創中國大運汽車中國創維汽車中國江淮中國東南中國禦捷新能源中國長安凱程中國野馬汽車中國鑫源中國東風富康中國思銘中國騰勢中國極狐中國北汽製造中國江鈴集團新能源中國中國重汽中國華晨新日中國海馬中國電動屋中國百智新能源中國小虎中國開瑞中國德國愛馳中國智己中國英菲尼迪日本天際汽車中國法國廣汽集團中國雲雀汽車中國美國謳歌日本理念中國阿維塔中國福汽啟騰中國雲度中國瑞風汽車中國五十鈴日本國機智駿中國一汽中國北汽昌河中國賽力斯中國其實像小鵬汽車排名現在內部也有名工程師差不多是華創當年頂峰時期的水準今年會不會走下坡未知一個車型差不多得賣一萬台才會回本比亞迪今年開始漲價囉現在西台灣想開你鈉只能用進口方式在中國眾多車廠競爭激烈不進步就是退步某個無法顯示的雜牌不是很重要不同客群還有被三缸害到應該是,排名品牌名稱國別銷量佔品牌份額大眾德國豐田日本比亞迪中國本田日本五菱汽車中國長安中國吉利中國奇瑞中國日產日本特斯拉美國別克美國寶馬德國奧迪德國哈弗中國奔馳德國名爵中國廣汽傳祺中國紅旗中國榮威中國現代韓國廣汽埃安中國雪佛蘭美國福特美國凱迪拉克美國東風風神中國領克中國捷途中國長安歐尚中國哪吒汽車中國思皓中國捷達德國沃爾沃瑞典理想中國起亞韓國坦克中國蔚來中國東風風行中國幾何汽車中國小鵬汽車中國零跑汽車中國寶駿中國啟辰中國東風新能源中國中國馬自達日本東風風光中國歐拉中國奔騰中國林肯美國極氪中國標致法國睿藍汽車中國星途中國雪鐵龍法國北京汽車中國上汽大通中國斯柯達捷克魏牌中國三菱日本新寶駿中國凱翼中國凌寶汽車中國長安深藍中國路虎英國飛凡汽車中國威馬汽車中國國金汽車中國北京中國斯威汽車中國捷豹英國雷丁中國嵐圖汽車中國合創中國大運汽車中國創維汽車中國江淮中國東南中國禦捷新能源中國長安凱程中國野馬汽車中國鑫源中國東風富康中國思銘中國騰勢中國極狐中國北汽製造中國江鈴集團新能源中國中國重汽中國華晨新日中國海馬中國電動屋中國百智新能源中國小虎中國開瑞中國德國愛馳中國智己中國英菲尼迪日本天際汽車中國法國廣汽集團中國雲雀汽車中國美國謳歌日本理念中國阿維塔中國福汽啟騰中國雲度中國瑞風汽車中國五十鈴日本國機智駿中國一汽中國北汽昌河中國賽力斯中國其實像小鵬汽車排名現在內部也有名工程師差不多是華創當年頂峰時期的水準今年會不會走下坡未知一個車型差不多得賣一萬台才會回本比亞迪今年開始漲價囉現在西台灣想開你鈉只能用進方式在中國眾多車廠競爭激烈不進步就是退步某個無法顯示的雜牌不是很重要不同客群還有被三缸害到應該是,"使用者體驗

主旨：小鵬汽車的排名和銷量。

內容：該文本討論了小鵬汽車的排名和銷量，並認為小鵬汽車的銷量在中國很高，但其工程水平還需進步。"
2023-01-12 21:27:14,討論該還納智捷一個公道了吧,新聞報導中國特斯拉大降價比母國美國便宜左右當初納智捷在中國比台灣便宜結果台灣人大罵現在特斯拉步入納智捷後塵為了最大的市場價格比母國便宜是合理的吧大家該和納智捷道個歉,新聞報導中國特斯拉大降價比母國美國便宜左右當初納智捷在中國比台灣便宜結果台灣人大罵現在特斯拉步入納智捷後塵為了最大的市場價格比母國便宜是合理的吧大家該和納智捷道個歉,產品性價格面
2023-01-13 09:44:02,問題該選誰,目前兩台車在猶豫有幾個點在猶豫售價約萬售價約萬主要疑問家裡透天可以充電這樣在外的超充會有問題嗎高速自動跟車穩定嗎兩台開年左右中古車殘值哪一台會比較慘老車的電池衰退也是個人蠻有疑慮的以下附上人權,目前兩台車在猶豫有幾個點在猶豫售價約萬售價約萬主要疑問家裡透天可以充電這樣在外的超充會有問題嗎高速自動跟車穩定嗎兩台開年左右中古車殘值哪一台會比較慘老車的電池衰退也是個人蠻有疑慮的以下附上人權,"使用者體驗、產品性價格面、安全性能面

主要疑問：

- 超充有問題嗎？
- 高速自動跟車穩定嗎？
- 古中車殘值如何？
- 電池衰退情況如何？"
2023-01-13 10:08:45,問題該選誰,除非你不出遠門台北到台中非計畫中的來往啦不然電車沒超充在外面就是笑死人如果你在意超充以外的東西我建議你直接買該品牌的油車不要買電車自虐特斯拉我覺得最能吹的就是他超充蓋的真他媽實在就是蓋爆但即使一直蓋了仍然不夠方便阿就沒加油站多啊在討論買什麼牌電車之前你出門有地方充嗎,除非你不出遠門台北到台中非計畫中的來往啦不然電車沒超充在外面就是笑死人如果你在意超充以外的東西我建議你直接買該品牌的油車不要買電車自虐特斯拉我覺得最能吹的就是他超充蓋的真他媽實在就是蓋爆但即使一直蓋了仍然不夠方便阿就沒加油站多啊在討論買什麼牌電車之前你出門有地方充嗎,使用者體驗
