artDate,artTitle,artContent,sentence,llm_class
2023-01-17 10:19:01,電車馬達為日本電產供應,影片放映速度建議調到倍原本還蠻希望是由台灣廠商例如富田供應結果影片中提到的馬達是比較貴的所以選擇日本產馬達排除價格因素推測可能富田目前供應特斯拉的馬達只是代工技術不是完全自研的只能代表富田的加工水準夠高但不能拿來賣給別人另外這篇也提到日本正在研發的超高轉馬達可以用相對較小的扭力達到相同的馬力體積跟使用的銅導線材料也會較少進而降低成本這似乎代表日系車廠走的是個不同的馬達路線之前看雖然馬力是但扭力相對偏小只有相較之下目前版本馬力多了等於是多了但是扭力多了幾乎是的增幅,影片放映速度建議調到倍原本還蠻希望是由台灣廠商例如富田供應結果影片中提到的馬達是比較貴的所以選擇日本產馬達排除價格因素推測可能富田目前供應特斯拉的馬達只是代工技術不是完全自研的只能代表富田的加工水準夠高但不能拿來賣給別人另外這篇也提到日本正在研發的超高轉馬達可以用相對較小的扭力達到相同的馬力體積跟使用的銅導線材料也會較少進而降低成本這似乎代表日系車廠走的是個不同的馬達路線之前看雖然馬力是但扭力相對偏小只有相較之下目前版本馬力多了等於是多了但是扭力多了幾乎是的增幅,使用者體驗、產品性價格面
2023-01-17 10:29:43,新聞收一輛特斯拉虧萬二手車商掛海報拒收,收一輛特斯拉虧萬二手車商掛海報拒收原文連結原文內容世界日報中國新聞組北京日電特斯拉近日跳水式降價導致中國多地車主維權被波及的還有二手車商近日廣州小錘二手車市場門口豎立不收特斯拉大幅標語引發輿論關注廣州二手車商溫先生稱特斯拉性價比並不足以支撐它的價格基本上收一輛車平均要虧萬人民幣下同到萬約萬台幣其貶值速度之快市場波動之大成為二手車商眼中的燙手山芋只有掛海報拒收上游新聞報導中國汽車流通協會近日發布年月中國汽車保值率研究報告數據顯示和保值率一年車齡下同分別為分列第和名而在年上半年還以以的成績各自在中型和中型車中排列第一對於如今特斯拉二手車的行情溫先生坦言如果有特斯拉的用戶找我收我依然是拒絕的包括收二手特斯拉車的同行基本上一台車要虧萬到萬在廣州最大的寶利捷二手車交易城裡一家比較大的主做特斯拉的二手車商已經做不下去了不少做特斯拉的車商都虧得比較多溫先生強調二手車跟別的商品不一樣它屬於流通性強的低毛利低風險商品現在的廣州二手車市場收一輛特斯拉平均虧萬到萬對於車商來說虧萬是很誇張的因為一台二手車的毛利一般在萬塊錢左右如果一台二手車虧萬到萬是其他車的兩三倍了以特斯拉頂配為例重慶南岸區從事二手車銷售的萬經理表示不好做不好做收車時特斯拉頂配新車價還在萬二手車一年多車齡能掛到萬左右去年月底官宣降價至萬二手車價也只能在萬到萬左右三個月不到新車價又跌到萬其二手價格只能掛到到萬左右萬經理還說像這種中型頂配版流轉速度本來就慢加上不斷地價格波動潛在二手車消費者都不敢買了這一台頂配車收來三個多月擺在這裡停起硬虧萬了心得說明特斯拉美國市場出現新車比二手車便宜的現象中國也出現車商拒收歐美和台灣二手車商會跟進嗎,收一輛特斯拉虧萬二手車商掛海報拒收原文連結原文內容世界日報中國新聞組北京日電特斯拉近日跳水式降價導致中國多地車主維權被波及的還有二手車商近日廣州小錘二手車市場門豎立不收特斯拉大幅標語引發輿論關注廣州二手車商溫先生稱特斯拉性價比並不足以支撐它的價格基本上收一輛車平均要虧萬人民幣下同到萬約萬台幣其貶值速度之快市場波動之大成為二手車商眼中的燙手山芋只有掛海報拒收上游新聞報導中國汽車流通協會近日發布年月中國汽車保值率研究報告數據顯示和保值率一年車齡下同分別為分列第和名而在年上半年還以以的成績各自在中型和中型車中排列第一對於如今特斯拉二手車的行情溫先生坦言如果有特斯拉的用戶找我收我依然是拒絕的包括收二手特斯拉車的同行基本上一台車要虧萬到萬在廣州最大的寶利捷二手車交易城裡一家比較大的主做特斯拉的二手車商已經做不下去了不少做特斯拉的車商都虧得比較多溫先生強調二手車跟別的商品不一樣它屬於流通性強的低毛利低風險商品現在的廣州二手車市場收一輛特斯拉平均虧萬到萬對於車商來說虧萬是很誇張的因為一台二手車的毛利一般在萬塊錢左右如果一台二手車虧萬到萬是其他車的兩三倍了以特斯拉頂配為例重慶南岸區從事二手車銷售的萬經理表示不好做不好做收車時特斯拉頂配新車價還在萬二手車一年多車齡能掛到萬左右去年月底官宣降價至萬二手車價也只能在萬到萬左右三個月不到新車價又跌到萬其二手價格只能掛到到萬左右萬經理還說像這種中型頂配版流轉速度本來就慢加上不斷地價格波動潛在二手車消費者都不敢買了這一台頂配車收來三個多月擺在這裡停起硬虧萬了心得說明特斯拉美國市場出現新車比二手車便宜的現象中國也出現車商拒收歐美和台灣二手車商會跟進嗎,"投訴方面

相關詞彙：客服人員態度差、解決問題"
2023-01-17 11:52:31,新聞特斯拉性能版煞車不性能網友,原文連結原文內容特斯拉性能版煞車不性能網友揭露超大卡鉗只是一個裝飾蓋子年月日週一上午電動車對比燃油引擎可以更容易達到性能升級因此不少人都相當在意自己的電動車擁有多少馬力輸出在加速表現上可以高人一等而通常性能版本的車款除了加速厲害以外煞車表現也會同步升級藉此創造出強大的操控特性不過近日有人發現他所購買的其煞車卡鉗是一個騙人的笑話因為外表看起來雖然有著碩大的卡鉗配置但是那只是一個花俏的蓋子在蓋子底下是一個尺寸更小的卡鉗讓人直呼特斯拉簡直就是在欺騙消費者這名車主在上面發佈了一段影片這段影片當中他們把的車輪卸下並且檢視煞車卡鉗結果發現眼睛所看到的卡鉗竟然是一個蓋子因此他把蓋子卸下之後發覺這輛車的煞車其實與版本的車型相同這意味著你花更多的錢購買了版本但是在煞車制動方面卻是一樣的充其量只是多了個紅色的外蓋這讓消費者的感受不是太好尤其是兩輛車的價差並不小而且用這種方式掩蓋車輛零配件的差異令人有些傻眼而其實在去年的時候特斯拉就已經宣佈他們更換的後卡鉗製造商比較舊的型號使用的是的煞車系統這可能是市場上最優秀的煞車廠商而在年月日之後生產的車輛則是使用的零配件原廠表示這樣的改變並不會讓車輛的性能有所差異而蓋上這個蓋子則是一種美觀上的設計但是根據這名車主的說法表示這個卡鉗跟車型上的一模一樣但是在碟盤部分則是厚了左右另外他還指出就連前方的煞車系統也跟的部件非常相似不過至少前煞還是來自於因此他認為這根本就不算是性能煞車特斯拉應該出面解釋才對心得說明字以上特黑產業鏈動得很厲害啊該名外國特黑原文買特斯拉又不是買他的卡鉗買的是買的是前瞻未來科技環保粗暴言論大可不必希望外國特黑不要顛倒是非黑白給你卡鉗就不錯了在那邊吵甚麼原文及網址連結心得或意見字不含標點符號,原文連結原文內容特斯拉性能版煞車不性能網友揭露超大卡鉗只是一個裝飾蓋子年月日週一上午電動車對比燃油引擎可以更容易達到性能升級因此不少人都相當在意自己的電動車擁有多少馬力輸出在加速表現上可以高人一等而通常性能版本的車款除了加速厲害以外煞車表現也會同步升級藉此創造出強大的操控特性不過近日有人發現他所購買的其煞車卡鉗是一個騙人的笑話因為外表看起來雖然有著碩大的卡鉗配置但是那只是一個花俏的蓋子在蓋子底下是一個尺寸更小的卡鉗讓人直呼特斯拉簡直就是在欺騙消費者這名車主在上面發佈了一段影片這段影片當中他們把的車輪卸下並且檢視煞車卡鉗結果發現眼睛所看到的卡鉗竟然是一個蓋子因此他把蓋子卸下之後發覺這輛車的煞車其實與版本的車型相同這意味著你花更多的錢購買了版本但是在煞車制動方面卻是一樣的充其量只是多了個紅色的外蓋這讓消費者的感受不是太好尤其是兩輛車的價差並不小而且用這種方式掩蓋車輛零配件的差異令人有些傻眼而其實在去年的時候特斯拉就已經宣佈他們更換的後卡鉗製造商比較舊的型號使用的是的煞車系統這可能是市場上最優秀的煞車廠商而在年月日之後生產的車輛則是使用的零配件原廠表示這樣的改變並不會讓車輛的性能有所差異而蓋上這個蓋子則是一種美觀上的設計但是根據這名車主的說法表示這個卡鉗跟車型上的一模一樣但是在碟盤部分則是厚了左右另外他還指出就連前方的煞車系統也跟的部件非常相似不過至少前煞還是來自於因此他認為這根本就不算是性能煞車特斯拉應該出面解釋才對心得說明字以上特黑產業鏈動得很厲害啊該名外國特黑原文買特斯拉又不是買他的卡鉗買的是買的是前瞻未來科技環保粗暴言論大可不必希望外國特黑不要顛倒是非黑白給你卡鉗就不錯了在那邊吵甚麼原文及網址連結心得或意見字不含標點符號,安全性能面
2023-01-17 12:11:19,新聞國內首例特斯拉突大降價車主認欺瞞求償,原文連結原文內容國內首例特斯拉突大降價車主認欺瞞求償遭駁人上訴又敗聯合報記者王宏舜台北即時報導美國特斯拉近期宣布大降價一口氣大降萬美元約新台幣萬元引發美國車主的不滿而台灣黃姓等名車主於年月至年月間陸續購買特斯拉電動車台灣特斯拉公司卻在年月大幅降低售價人認為遭欺瞞提損害賠償訴訟共要求返還萬元但一審敗訴台灣高等法院今駁回闕姓車主等人上訴台灣年前的大降價以車款降幅最大原本售價萬的車子一口氣降為萬元降幅達黃姓等名車主表示台灣特斯拉公司無預警降價害他們蒙受重大損失車商在降價前應經財務成本精算檢討決策及公告一般需數個月至半年但車商卻沒在簽約時揭露這個訊息明顯違反消費者保護法第條有關消費資訊的規定因此請求損害額倍計算的懲罰性賠償金名車主認為台灣特斯拉公司違反誠信原則車商決定大幅降價並非他們簽約時所能預料且因降價幅度太大超過一般市場合理預期備位聲明為減少價金並返還台灣特斯拉公司抗辯消保法第條應重視消費者之健康與安全應致力充實消費資訊的規定屬宣示性的行政指導並不是民法所定的保護他人之法律且消保法也沒要求企業經營者應向消費者揭露最低售價任何研議中或未確認的優惠方案措施或價格變動等資訊而求償者購買的車款已於年月日停產自然不在同年月日降價車款之列台灣特斯拉公司指人買車時價格和產品資訊都明確寫在官網上它們並未讓人和其他消費者有不同的交易模式或價格也沒有隱瞞當時的有效售價與優惠士林地院認為從美商特斯拉執行長馬斯克年月日的內部郵件來看他指出年月提到特斯拉系列車輛對大多數的人都太貴公司決定將全世界的銷售改為僅在線上銷售並將關閉實體店面減低銷售及行銷經費以實現今日宣告的價錢變動可見月仍在研商調價月日不僅台灣的車輛調整售價英國澳洲美國中華人民共和國也都降價因公平交易委員會曾立案調查未發現有違反公平交易法情事士院也持相同認定判台灣特斯拉免賠一審判決後羅姓葉姓闕姓車主不服而提上訴各自求償萬萬萬元另外名車主未上訴高院認為難以認定台灣特斯拉調降車輛售價有積極欺瞞消極隱匿重要交易資訊並無不公平交易行為人上訴無理由無法請求減少價金返還不當得利本件得上訴心得說明字以上既然是無預警降價又無法舉證車商與交易當下事先知情這樣很難告得成吧只能說買特斯拉要認知它的行銷策略,原文連結原文內容國內首例特斯拉突大降價車主認欺瞞求償遭駁人上訴又敗聯合報記者王宏舜台北即時報導美國特斯拉近期宣布大降價一氣大降萬美元約新台幣萬元引發美國車主的不滿而台灣黃姓等名車主於年月至年月間陸續購買特斯拉電動車台灣特斯拉公司卻在年月大幅降低售價人認為遭欺瞞提損害賠償訴訟共要求返還萬元但一審敗訴台灣高等法院今駁回闕姓車主等人上訴台灣年前的大降價以車款降幅最大原本售價萬的車子一氣降為萬元降幅達黃姓等名車主表示台灣特斯拉公司無預警降價害他們蒙受重大損失車商在降價前應經財務成本精算檢討決策及公告一般需數個月至半年但車商卻沒在簽約時揭露這個訊息明顯違反消費者保護法第條有關消費資訊的規定因此請求損害額倍計算的懲罰性賠償金名車主認為台灣特斯拉公司違反誠信原則車商決定大幅降價並非他們簽約時所能預料且因降價幅度太大超過一般市場合理預期備位聲明為減少價金並返還台灣特斯拉公司抗辯消保法第條應重視消費者之健康與安全應致力充實消費資訊的規定屬宣示性的行政指導並不是民法所定的保護他人之法律且消保法也沒要求企業經營者應向消費者揭露最低售價任何研議中或未確認的優惠方案措施或價格變動等資訊而求償者購買的車款已於年月日停產自然不在同年月日降價車款之列台灣特斯拉公司指人買車時價格和產品資訊都明確寫在官網上它們並未讓人和其他消費者有不同的交易模式或價格也沒有隱瞞當時的有效售價與優惠士林地院認為從美商特斯拉執行長馬斯克年月日的內部郵件來看他指出年月提到特斯拉系列車輛對大多數的人都太貴公司決定將全世界的銷售改為僅在線上銷售並將關閉實體店面減低銷售及行銷經費以實現今日宣告的價錢變動可見月仍在研商調價月日不僅台灣的車輛調整售價英國澳洲美國中華人民共和國也都降價因公平交易委員會曾立案調查未發現有違反公平交易法情事士院也持相同認定判台灣特斯拉免賠一審判決後羅姓葉姓闕姓車主不服而提上訴各自求償萬萬萬元另外名車主未上訴高院認為難以認定台灣特斯拉調降車輛售價有積極欺瞞消極隱匿重要交易資訊並無不公平交易行為人上訴無理由無法請求減少價金返還不當得利本件得上訴心得說明字以上既然是無預警降價又無法舉證車商與交易當下事先知情這樣很難告得成吧只能說買特斯拉要認知它的行銷策略,"投訴方面、產品性價格面、使用者體驗、安全性能面

**投訴方面：**服務差、態度不好

**產品性價格面：**便宜

**使用者體驗：**品質公差、電池低溫耗電快

**安全性能面：**電動車過熱、火燒車、爆炸、暴衝、失控"
2023-01-17 13:55:15,分享美國開箱,座標加州灣區喜歡旅遊而且偶爾要走雪地和爬山所以只考慮四輪傳動加上喜歡電車在待速和塞車時不會有震動且省油所以開始看油電車第一台車想要便宜耐用好養所以只考慮日系車候選名單有和最後四輪傳動油電預算不在乎後座空間的條件下加上喜歡一直線的尾燈就選擇了這款車事實上和是用同個底盤和引擎比長公分矮公分因為造型的緣故後車廂空間反而打折在日本叫美國買的都是日本進口五月訂車十月才交車原價稅前元被加了約塊的配件總價含稅美金約萬台幣配置有全套假皮椅駕駛電動記憶座椅前座加熱座椅電動腳踢尾門全頭尾燈但是沒有天窗和無線美國送年或免費保養第一年送遠端發動鎖門定位之後每年美我傻眼官網號稱油耗市區高速換算約等於每公升公里實際日常使用起來差不多油箱加侖公升儀表顯示滿油可以跑公里但里程焦慮的我們常常剩就想去加油聖誕連假跑了一趟公里的國家公園公路旅行遇到大風雪或路面溼滑微微結冰的地形開起來都還算穩油電車起步輕快但超車的時候覺得馬力不夠油門跟煞車都蠻線性的除了引擎開始介入的時候會感覺多加速一點最大的缺點就是輪胎噪音原廠配的是節能輪胎美國很多高速公路的路面不平高速行駛可以聽到明顯的輪胎和地面的摩擦聲音等輪胎用得差不多後換一組靜音胎後希望能夠改善第二個缺點是後車廂的空間相比是比較斜背的款式加上厚道的下巴使得行李箱地板比較高空間明顯小很多放三個大行李箱一個登機箱是極限了但因為好看所以這個缺點完全可以被接受第三個缺點是杯子架跟排檔的位置當初設計時可能只考慮到咖啡杯而沒有考慮到珍奶的杯子比較高所以在推排檔時經常被飲料杯卡住要把手軸抬高才有辦法換檔目前開了三個月里程公里開起來十分滿意而且這款車很少見不會在路上看到一堆一樣的車灣區最大眾的車還是小道消息說美國要停止進口了希望二手價不會確實很怪我就把它當比較好看的哈哈哈感謝就是之前試過成功率頗低感覺不太可靠,座標加州灣區喜歡旅遊而且偶爾要走雪地和爬山所以只考慮四輪傳動加上喜歡電車在待速和塞車時不會有震動且省油所以開始看油電車第一台車想要便宜耐用好養所以只考慮日系車候選名單有和最後四輪傳動油電預算不在乎後座空間的條件下加上喜歡一直線的尾燈就選擇了這款車事實上和是用同個底盤和引擎比長公分矮公分因為造型的緣故後車廂空間反而打折在日本叫美國買的都是日本進五月訂車十月才交車原價稅前元被加了約塊的配件總價含稅美金約萬台幣配置有全套假皮椅駕駛電動記憶座椅前座加熱座椅電動腳踢尾門全頭尾燈但是沒有天窗和無線美國送年或免費保養第一年送遠端發動鎖門定位之後每年美我傻眼官網號稱油耗市區高速換算約等於每公升公里實際日常使用起來差不多油箱加侖公升儀表顯示滿油可以跑公里但里程焦慮的我們常常剩就想去加油聖誕連假跑了一趟公里的國家公園公路旅行遇到大風雪或路面溼滑微微結冰的地形開起來都還算穩油電車起步輕快但超車的時候覺得馬力不夠油門跟煞車都蠻線性的除了引擎開始介入的時候會感覺多加速一點最大的缺點就是輪胎噪音原廠配的是節能輪胎美國很多高速公路的路面不平高速行駛可以聽到明顯的輪胎和地面的摩擦聲音等輪胎用得差不多後換一組靜音胎後希望能夠改善第二個缺點是後車廂的空間相比是比較斜背的款式加上厚道的下巴使得行李箱地板比較高空間明顯小很多放三個大行李箱一個登機箱是極限了但因為好看所以這個缺點完全可以被接受第三個缺點是杯子架跟排檔的位置當初設計時可能只考慮到咖啡杯而沒有考慮到珍奶的杯子比較高所以在推排檔時經常被飲料杯卡住要把手軸抬高才有辦法換檔目前開了三個月里程公里開起來十分滿意而且這款車很少見不會在路上看到一堆一樣的車灣區最大眾的車還是小道消息說美國要停止進了希望二手價不會確實很怪我就把它當比較好看的哈哈哈感謝就是之前試過成功率頗低感覺不太可靠,產品性價格面、使用者體驗、安全性能面
2023-01-17 23:11:00,討論開豪車跑業務觀感好還不好,因為個人的職業是比較屬於業務性質而且常常需要開車順便載客人這樣想問一下如我開雙奧迪特斯拉等進口到底是會讓對方感受到一定信任還是會覺得說車都開得比我好是不是噱客人噱很大才賺很大那如果是更高一階保時捷瑪莎拉蒂賓利麥拉倫之類的呢平心而論喔有什麼比較適合業務開的廠牌或車款呢,因為個人的職業是比較屬於業務性質而且常常需要開車順便載客人這樣想問一下如我開雙奧迪特斯拉等進到底是會讓對方感受到一定信任還是會覺得說車都開得比我好是不是噱客人噱很大才賺很大那如果是更高一階保時捷瑪莎拉蒂賓利麥拉倫之類的呢平心而論喔有什麼比較適合業務開的廠牌或車款呢,"使用者體驗

建議：考慮您的業務需求和客戶期望，並根據以下資訊選擇適合的車款：

**奧迪特斯拉：**
- 適合於商業行駛，具備良好的動力、性能和科技。
- 顧客通常會對其可靠性和安全感有信心。

**保時捷瑪莎拉蒂賓利麥拉倫：**
- 適合於高階企業，具備頂級的性能、科技和舒適性。
- 顧客通常會對其優質和品牌聲譽有信心。

**比較適合業務開的廠牌或車款：**

- **奧迪 Q7、Q8：**適合於大型企業，具備良好的空間和實用性。
- **波士頓馬車：**適合於業餘企業，具備良好的動力和油耗表現。
- **BMW 5 Series、6 Series：**適合於中級企業，具備卓越的性能和科技。

**注意事項：**

- 考慮您的預算和需求。
- 在做決策之前，請諮詢汽車專家或銷售人員。"
2023-01-18 03:50:44,問題純電車的續航力要到多少才算綽綽有餘,先不用想那麼遠啦特斯拉和福特都說過希望可以生產出訂價在萬美金以下的純電車要達到這個目標又要不虧損電池勢必不會太大顆價格才壓的下來剛查了一下在美國一般人平均上下班也才開英里我目前看過最鳥的量產電動車也有英里左右打個七八折早也是綽綽有餘至於說開長途那等到年再來煩惱啦這兩三年先想辨法普級先,先不用想那麼遠啦特斯拉和福特都說過希望可以生產出訂價在萬美金以下的純電車要達到這個目標又要不虧損電池勢必不會太大顆價格才壓的下來剛查了一下在美國一般人平均上下班也才開英里我目前看過最鳥的量產電動車也有英里左右打個七八折早也是綽綽有餘至於說開長途那等到年再來煩惱啦這兩三年先想辨法普級先,產品性價格面
2023-01-18 07:39:57,新聞收一輛特斯拉虧萬二手車商掛海報拒收,作者玫葡爾頓看板標題新聞收一輛特斯拉虧萬二手車商掛海報拒收時間收一輛特斯拉虧萬二手車商掛海報拒收原文連結發布時間記者署名世界日報中國新聞組北京日電原文內容特斯拉近日跳水式降價導致中國多地車主維權被波及的還有二手車商近日廣州小錘二手車市場門口豎立不收特斯拉大幅標語引發輿論關注廣州二手車商溫先生稱特斯拉性價比並不足以支撐它的價格基本上收一輛車平均要虧萬人民幣下同到萬約萬台幣其貶值速度之快市場波動之大成為二手車商眼中的燙手山芋只有掛海報拒收上游新聞報導中國汽車流通協會近日發布年月中國汽車保值率研究報告數據顯示和保值率一年車齡下同分別為分列第和名而在年上半年還以以的成績各自在中型和中型車中排列第一對於如今特斯拉二手車的行情溫先生坦言如果有特斯拉的用戶找我收我依然是拒絕的包括收二手特斯拉車的同行基本上一台車要虧萬到萬在廣州最大的寶利捷二手車交易城裡一家比較大的主做特斯拉的二手車商已經做不下去了不少做特斯拉的車商都虧得比較多溫先生強調二手車跟別的商品不一樣它屬於流通性強的低毛利低風險商品現在的廣州二手車市場收一輛特斯拉平均虧萬到萬對於車商來說虧萬是很誇張的因為一台二手車的毛利一般在萬塊錢左右如果一台二手車虧萬到萬是其他車的兩三倍了以特斯拉頂配為例重慶南岸區從事二手車銷售的萬經理表示不好做不好做收車時特斯拉頂配新車價還在萬二手車一年多車齡能掛到萬左右去年月底官宣降價至萬二手車價也只能在萬到萬左右三個月不到新車價又跌到萬其二手價格只能掛到到萬左右萬經理還說像這種中型頂配版流轉速度本來就慢加上不斷地價格波動潛在二手車消費者都不敢買了這一台頂配車收來三個多月擺在這裡停起硬虧萬了心得評論特斯拉二手車市場崩盤了是否也會連帶反映到公司股價上呢,作者玫葡爾頓看板標題新聞收一輛特斯拉虧萬二手車商掛海報拒收時間收一輛特斯拉虧萬二手車商掛海報拒收原文連結發布時間記者署名世界日報中國新聞組北京日電原文內容特斯拉近日跳水式降價導致中國多地車主維權被波及的還有二手車商近日廣州小錘二手車市場門豎立不收特斯拉大幅標語引發輿論關注廣州二手車商溫先生稱特斯拉性價比並不足以支撐它的價格基本上收一輛車平均要虧萬人民幣下同到萬約萬台幣其貶值速度之快市場波動之大成為二手車商眼中的燙手山芋只有掛海報拒收上游新聞報導中國汽車流通協會近日發布年月中國汽車保值率研究報告數據顯示和保值率一年車齡下同分別為分列第和名而在年上半年還以以的成績各自在中型和中型車中排列第一對於如今特斯拉二手車的行情溫先生坦言如果有特斯拉的用戶找我收我依然是拒絕的包括收二手特斯拉車的同行基本上一台車要虧萬到萬在廣州最大的寶利捷二手車交易城裡一家比較大的主做特斯拉的二手車商已經做不下去了不少做特斯拉的車商都虧得比較多溫先生強調二手車跟別的商品不一樣它屬於流通性強的低毛利低風險商品現在的廣州二手車市場收一輛特斯拉平均虧萬到萬對於車商來說虧萬是很誇張的因為一台二手車的毛利一般在萬塊錢左右如果一台二手車虧萬到萬是其他車的兩三倍了以特斯拉頂配為例重慶南岸區從事二手車銷售的萬經理表示不好做不好做收車時特斯拉頂配新車價還在萬二手車一年多車齡能掛到萬左右去年月底官宣降價至萬二手車價也只能在萬到萬左右三個月不到新車價又跌到萬其二手價格只能掛到到萬左右萬經理還說像這種中型頂配版流轉速度本來就慢加上不斷地價格波動潛在二手車消費者都不敢買了這一台頂配車收來三個多月擺在這裡停起硬虧萬了心得評論特斯拉二手車市場崩盤了是否也會連帶反映到公司股價上呢,投訴方面、產品性價格面、安全性能面、使用者體驗
2023-01-18 10:38:53,新聞國外特斯拉新車降幅最高台灣成,原文連結原文內容國外特斯拉新車降幅最高台灣成為唯三未降價國家文記者陳英傑在全球多個國家陸續調降旗下車款價格部分國家甚至調降金額高達萬元台幣引發已購車的車主不滿有粉絲整理出截至月各國家的降價幅度個國家裡只有包含台灣在內的個國家至今未調降售價臉書粉絲專頁知識家整理出截至年月全球車型的降價幅度一共列出個國家降幅最多的為墨西哥的其次為克羅埃西亞的丹麥的排第三多數國家都有以上的降幅即使生產地的德國也仍有然而在這個國家裡頭台灣香港與泰國至今都未調降售價台灣鄰近的韓國則有的降幅至於台灣是否會跟進降價台灣特斯拉先前回應表示目前並無調降售價的計畫心得說明字以上台灣有台灣的玩法賣不出去加價賣就對了沒有給你漲價就不錯還不快叩謝主隆恩,原文連結原文內容國外特斯拉新車降幅最高台灣成為唯三未降價國家文記者陳英傑在全球多個國家陸續調降旗下車款價格部分國家甚至調降金額高達萬元台幣引發已購車的車主不滿有粉絲整理出截至月各國家的降價幅度個國家裡只有包含台灣在內的個國家至今未調降售價臉書粉絲專頁知識家整理出截至年月全球車型的降價幅度一共列出個國家降幅最多的為墨西哥的其次為克羅埃西亞的丹麥的排第三多數國家都有以上的降幅即使生產地的德國也仍有然而在這個國家裡頭台灣香港與泰國至今都未調降售價台灣鄰近的韓國則有的降幅至於台灣是否會跟進降價台灣特斯拉先前回應表示目前並無調降售價的計畫心得說明字以上台灣有台灣的玩法賣不出去加價賣就對了沒有給你漲價就不錯還不快叩謝主隆恩,產品性價格面
