artDate,artTitle,artContent,sentence,llm_class
2023-01-19 01:55:15,討論特斯拉是被台灣市場慣壞的嗎,馬斯克賣車是當消費性電子一樣操作中國需求下降早就不是一兩個月的事情但還是硬拖到一月初才降價為啥就產能跟效率都是緩步爬升的所以需求放緩的同時還有很多訂單一時之間沒交完月底中國只剩下台左右北美則是沒有積累訂單那一月不降更待何時台灣我個人認為降價是必定的但啥時要降也是等特手上訂單交的差不多所以那些已經付的恐怕是穩穩要賠給馬斯克了因為現在還沒訂車的絕對是觀望不會下訂等降價等改款裝回雷達這兩點任一點都是很大的誘因那越多人觀望不下越多人賠給特斯拉訂單消化的速度就越慢那特就會越晚降價,馬斯克賣車是當消費性電子一樣操作中國需求下降早就不是一兩個月的事情但還是硬拖到一月初才降價為啥就產能跟效率都是緩步爬升的所以需求放緩的同時還有很多訂單一時之間沒交完月底中國只剩下台左右北美則是沒有積累訂單那一月不降更待何時台灣我個人認為降價是必定的但啥時要降也是等特手上訂單交的差不多所以那些已經付的恐怕是穩穩要賠給馬斯克了因為現在還沒訂車的絕對是觀望不會下訂等降價等改款裝回雷達這兩點任一點都是很大的誘因那越多人觀望不下越多人賠給特斯拉訂單消化的速度就越慢那特就會越晚降價,產品性價格面
2023-01-19 20:49:46,問題為什麼台灣國產車可以一直漲價啊,最近特斯拉降價的消息很熱門中國電車也跟著降價了甚至連接近價位的也有降價的消息出來結果反觀台灣國產車全部漲連根本沒什麼人想買的納智捷都漲不是啊到底為什麼啊不懂耶別人降價我們漲價到底是怎樣進口車要凹就算了國產車都被各種保護了為什麼台灣國產車可以一直漲價啊,最近特斯拉降價的消息很熱門中國電車也跟著降價了甚至連接近價位的也有降價的消息出來結果反觀台灣國產車全部漲連根本沒什麼人想買的納智捷都漲不是啊到底為什麼啊不懂耶別人降價我們漲價到底是怎樣進車要凹就算了國產車都被各種保護了為什麼台灣國產車可以一直漲價啊,產品性價格面
2023-01-19 23:54:47,新聞影片造假工程師爆料年拍攝是用演,原文連結原文內容如今電動車銷售龍頭最吸引人的功能之一便是駕駛輔助系統尤其早在年時就透過影片宣傳的強大甚至以駕駛放開雙手來強調便利性但總監卻爆料年的影片其實是假的早在年的宣傳影片中就出現一輛在城市郊區與高速公路上行駛並且能在紅燈時自動停下綠燈加速通過甚至標語中寫著駕駛是出於法律因素才必須坐在駕駛座實際上什麼都不必做此影片當時成功吸引許多消費者目光但隨著多起事故已經證實該系統仍屬於駕駛輔助範疇並未達到全自動駕駛同時總監指出年的宣傳影片其實是假的影片中的是在預定路線上使用地圖進行導航另外表示當時這段影片的拍攝過程不僅要事先規劃好路線甚至車內司機也有介入操作尤其是原本打算讓在沒有司機的情況下完成自動停車時其中一輛測試車直接撞上停車場的柵欄因此後來都由司機介入完成當初製作這段影片的目的解釋是要強調未來將具備的功能而非年就可以立即使用但影片公布後執行長卻直言已經能實現自動駕駛不需要司機干預甚至可以自動找到停車位心得說明字以上讓子彈多飛一會兒雖然我是電黑特黑但是我覺得這傢伙應該就是想紅而已,原文連結原文內容如今電動車銷售龍頭最吸引人的功能之一便是駕駛輔助系統尤其早在年時就透過影片宣傳的強大甚至以駕駛放開雙手來強調便利性但總監卻爆料年的影片其實是假的早在年的宣傳影片中就出現一輛在城市郊區與高速公路上行駛並且能在紅燈時自動停下綠燈加速通過甚至標語中寫著駕駛是出於法律因素才必須坐在駕駛座實際上什麼都不必做此影片當時成功吸引許多消費者目光但隨著多起事故已經證實該系統仍屬於駕駛輔助範疇並未達到全自動駕駛同時總監指出年的宣傳影片其實是假的影片中的是在預定路線上使用地圖進行導航另外表示當時這段影片的拍攝過程不僅要事先規劃好路線甚至車內司機也有介入操作尤其是原本打算讓在沒有司機的情況下完成自動停車時其中一輛測試車直接撞上停車場的柵欄因此後來都由司機介入完成當初製作這段影片的目的解釋是要強調未來將具備的功能而非年就可以立即使用但影片公布後執行長卻直言已經能實現自動駕駛不需要司機干預甚至可以自動找到停車位心得說明字以上讓子彈多飛一會兒雖然我是電黑特黑但是我覺得這傢伙應該就是想紅而已,安全性能面
2023-01-20 08:38:23,問題為什麼台灣國產車可以一直漲價啊,因為車商都有默契啦一家喊漲其他過幾天也漲雙是每年都漲或價格不變但是拔裝備幾年前特斯拉降價應該是因為剛來台灣其他車商沒有先和特講好默契特粉想要降價應該要寫信給美國總部或在馬斯克的推特留言開幹台灣車商只能影響台特高層沒資格和馬哈拉其他的慣例有進口商品在台灣售價大概就是外國的倍就連蝦皮上的淘寶貨價格也常常是淘寶定價的倍個人懷疑這是台灣貿易商留下來的慣例台灣的定價先以外國定價的兩倍為準,因為車商都有默契啦一家喊漲其他過幾天也漲雙是每年都漲或價格不變但是拔裝備幾年前特斯拉降價應該是因為剛來台灣其他車商沒有先和特講好默契特粉想要降價應該要寫信給美國總部或在馬斯克的推特留言開幹台灣車商只能影響台特高層沒資格和馬哈拉其他的慣例有進商品在台灣售價大概就是外國的倍就連蝦皮上的淘寶貨價格也常常是淘寶定價的倍個人懷疑這是台灣貿易商留下來的慣例台灣的定價先以外國定價的兩倍為準,"使用者體驗

這段文字主要針對特斯拉的價格政策進行討論，並認為特斯拉在台灣的定價方式存在一些問題。因此，這段文字的分類應為使用者體驗。"
2023-01-20 13:29:57,新聞驚險特斯拉蛇行秒國道遇右車突切險,原文連結原文內容驚險特斯拉蛇行秒國道遇右車突切險自撞記者洪浚緯攝影林亞男報導發佈時間最後更新時間有特斯拉新手車主花了近萬買最新剛上路不到一個月日前行駛國道最內側開自動輔助駕駛遇到右線有車輛和他同時要切入中線但對方突然加速車主直覺拉了方向盤卻讓車輛失控打滑驚險八秒鐘左搖右晃蛇行差點自撞分隔島專家提醒變換車道一定要確認左右沒車不要完全相信系統特斯拉車主想到往右切進中線但下一秒先抖動一下接著左偏再向右衝又差點撞上左側分隔島拉回又往右左搖右晃後才總算穩定下來最後繼續開在國道最內側但短短八秒鐘差點出車禍特斯拉車主姜先生左打一點點而已整個那個方向盤就是有一種外力好像幫我扭動然後就轉很多右邊好像它系統又介入很多然後又趕快再把它轉回來這一來一往車子打滑所幸沒被後車追撞也沒自撞事發在月日早上八點多國道一號南下泰山林口路段當時特斯拉和右側車幾乎平行右車加速左切中線等於兩台車同時匯入特斯拉車主姜先生我有稍微等它一下讓它自己作動可是我覺得有點害怕我就自己習慣上人的反射動作先轉方向盤我車上的水杯那些全部都什麼線啊全部都掉出來特斯拉車主花近萬買最新交車不到一個月當時有開自動輔助駕駛手也沒離開方向盤雖然有瞄到右側來車但還是差點出意外電動車發展促進協會顧問陳禹伯特斯拉發現有車要匯入車道它就回到原來的線道但是車主同時的抓了方向盤抓了太大力如果沒有車子再讓車輛變換車道如果旁邊有車的話不要讓自動輔助駕駛來擔這個風險因為它不是全自動駕駛專家說任何時候都能取消只要輕微動方向盤或碰一下煞車但提醒動作不能太大不然車輛可能失控另外年特斯拉曾有廣告宣傳自動駕駛但宣稱能判斷紅綠燈有道路自主行駛找停車位停車都被前軟體總監證實是人為干預路線事先設定非當時具備的水準雖然目前特斯拉都已經有這些功能但當時的不實廣告還是在電動車界引發討論心得說明字以上所以是駕駛和車子如果同時搶主控權就有可能失控的意思嗎像新聞中的案例如果駕駛已經操控方向盤了還不能像平常手動駕駛一樣得要輕輕碰,原文連結原文內容驚險特斯拉蛇行秒國道遇右車突切險自撞記者洪浚緯攝影林亞男報導發佈時間最後更新時間有特斯拉新手車主花了近萬買最新剛上路不到一個月日前行駛國道最內側開自動輔助駕駛遇到右線有車輛和他同時要切入中線但對方突然加速車主直覺拉了方向盤卻讓車輛失控打滑驚險八秒鐘左搖右晃蛇行差點自撞分隔島專家提醒變換車道一定要確認左右沒車不要完全相信系統特斯拉車主想到往右切進中線但下一秒先抖動一下接著左偏再向右衝又差點撞上左側分隔島拉回又往右左搖右晃後才總算穩定下來最後繼續開在國道最內側但短短八秒鐘差點出車禍特斯拉車主姜先生左打一點點而已整個那個方向盤就是有一種外力好像幫我扭動然後就轉很多右邊好像它系統又介入很多然後又趕快再把它轉回來這一來一往車子打滑所幸沒被後車追撞也沒自撞事發在月日早上八點多國道一號南下泰山林路段當時特斯拉和右側車幾乎平行右車加速左切中線等於兩台車同時匯入特斯拉車主姜先生我有稍微等它一下讓它自己作動可是我覺得有點害怕我就自己習慣上人的反射動作先轉方向盤我車上的水杯那些全部都什麼線啊全部都掉出來特斯拉車主花近萬買最新交車不到一個月當時有開自動輔助駕駛手也沒離開方向盤雖然有瞄到右側來車但還是差點出意外電動車發展促進協會顧問陳禹伯特斯拉發現有車要匯入車道它就回到原來的線道但是車主同時的抓了方向盤抓了太大力如果沒有車子再讓車輛變換車道如果旁邊有車的話不要讓自動輔助駕駛來擔這個風險因為它不是全自動駕駛專家說任何時候都能取消只要輕微動方向盤或碰一下煞車但提醒動作不能太大不然車輛可能失控另外年特斯拉曾有廣告宣傳自動駕駛但宣稱能判斷紅綠燈有道路自主行駛找停車位停車都被前軟體總監證實是人為干預路線事先設定非當時具備的水準雖然目前特斯拉都已經有這些功能但當時的不實廣告還是在電動車界引發討論心得說明字以上所以是駕駛和車子如果同時搶主控權就有可能失控的意思嗎像新聞中的案例如果駕駛已經操控方向盤了還不能像平常手動駕駛一樣得要輕輕碰,安全性能面
2023-01-20 15:28:44,新聞出師不利豐田想提高電動車,出師不利豐田想提高電動車銷量遇上前所未見的挑戰經濟日報編譯季晶晶綜合外電金融時報報導豐田汽車租賃業務服務部門的總裁警告全球最大車廠提升電動車銷售的努力正面臨前所未見的挑戰該公司很可能連續第二年未能達成已經訂得很低的目標豐田第一輛大規模生產的純電動車前景黯淡這款車月推出才幾周就被召回知情人士表示豐田將改革其電動車計畫不像競爭對手只仰賴電動車豐田的成長策略是推動油電混合動力車因為它認為基於電力限制和可負擔性的問題並非每個國家都能推廣電動車投資人向豐田施壓要求修正戰略出師不利加劇外界對在解決可能導致輪胎脫落的螺栓問題後該公司在月恢復生產受訪時說豐田的處境前所未見的困難召回使得上市偏離軌道他表示無法在第一年或次年達成豐田的年度銷售目標要在國內市場賣出輛日本之外這款電動車在美國歐洲和中國大陸也有售豐田也將重新檢視電動車製造流程使其更具成本效益雖然降低成本一直是豐田的強項但是東海東京證券資深分析師說豐田有可能不知道如何降低電動車的成本心得說明字以上當初吹牛吹很大說什麼特斯拉殺手首批台完售半天訂單就破張買高麗菜的概念一出手都給你賣就好了年電動車品牌銷售排名品牌總計輛電動車總市場品牌年度佔比總市場,出師不利豐田想提高電動車銷量遇上前所未見的挑戰經濟日報編譯季晶晶綜合外電金融時報報導豐田汽車租賃業務服務部門的總裁警告全球最大車廠提升電動車銷售的努力正面臨前所未見的挑戰該公司很可能連續第二年未能達成已經訂得很低的目標豐田第一輛大規模生產的純電動車前景黯淡這款車月推出才幾周就被召回知情人士表示豐田將改革其電動車計畫不像競爭對手只仰賴電動車豐田的成長策略是推動油電混合動力車因為它認為基於電力限制和可負擔性的問題並非每個國家都能推廣電動車投資人向豐田施壓要求修正戰略出師不利加劇外界對在解決可能導致輪胎脫落的螺栓問題後該公司在月恢復生產受訪時說豐田的處境前所未見的困難召回使得上市偏離軌道他表示無法在第一年或次年達成豐田的年度銷售目標要在國內市場賣出輛日本之外這款電動車在美國歐洲和中國大陸也有售豐田也將重新檢視電動車製造流程使其更具成本效益雖然降低成本一直是豐田的強項但是東海東京證券資深分析師說豐田有可能不知道如何降低電動車的成本心得說明字以上當初吹牛吹很大說什麼特斯拉殺手首批台完售半天訂單就破張買高麗菜的概念一出手都給你賣就好了年電動車品牌銷售排名品牌總計輛電動車總市場品牌年度佔比總市場,"投訴方面

原因：文本中指責豐田汽車租賃業務服務部門的總裁警告全球最大車廠提升電動車銷售的努力面臨前所未見的挑戰，並表示豐田很可能連續第二年未能達成已經訂得很低的目標。"
2023-01-22 15:09:04,分享年,首就獻給車版文略長且圖多前言一直以來都有一個手排敞篷車的夢可是能選擇且負擔得起的車也並不多雖然的也很靚麗可是並不會讓人很驚豔前年無意中看到某買了台就深深的被吸引住也就從那時候慢慢的在找二手車這種冷門的二手車真的不好找而且價格也都很高後來在彰化的一間車商入手這一輛年出廠的車里程數也僅僅只有公里出頭沒打錯真的只有花費回原廠將全車的油水都更換一遍總共花費左右另外來令片也有報價約不過因為還有一半的關係也就沒做更換前車主貼的隔熱紙是在是太黑兩側貼的透光率因此重貼前檔與兩側冰鑽也花保險費約初心得車長可以說是我看過最小的一台車還比她多了不過以我公分公斤的身材來開這台車雖然稍嫌點擁擠但腿部頭部的空間還算是很充裕雖然這台車的外型非常像一台超跑其實她只是用跟同顆引擎的缸車也讓平均的油耗有到左右原車匹再加上原廠加裝的機械增壓馬力也就僅有初的扭力加上追求極致的輕整車只有多公斤重使操控起來非常的靈活自年月入手到現在約行駛了多公里其中包括雲林恆春的單日來回不得不說腰真的非常的酸平常上下車可以說是躺著進去爬著出來很不方便而且因爲無助力的方向盤讓停車時非常的痛苦路感部分高情商說法是路感清晰反之則是顛的飛起是一台名副其實的爛路測試車每過一個小小的坑洞都可以讓我的方向盤抖來抖去而且都會以為有什麼零件從車上解體曾經以為特斯拉高速隔音已經很差了但這台車從四面八方的傳來聲響可以說是毫無隔音可言說了那麼多的缺點也不妨礙我喜歡她想要極致存粹的駕駛那就非這台車莫屬鮮少的電子配備令駕駛者可以完完全全的掌控在手中想熱血的時候也得益於低坐姿以及引擎就在身後轟轟作響同樣的車速下體感遠高於其他的車令人感到血脈賁張短軸距且前後皆是雙臂讓人在過彎的時候更加有信心其稀有性更是令她獨樹一格想悠閒的時候也可以敞著篷悠悠哉哉的行駛在海邊亦或是山上享受著微風徐徐的吹來可以說是兩者兼得下面就分享一些內裝外觀以及單純的曬照片無助力且無法調整的方向盤音響可以說是全車最豪華的配備速的手排毫無掩飾的鋁合金車架車內視角雖然是台中置後驅車但她並沒有前行李箱手動的敞篷下雨時就看熟練的速度了與同顆引擎基本上只拿來放蓬的後行李箱加裝的尾翼中出排氣管前後的胎不得不吐槽一下卡鉗非常之小單純曬照家族合照總結如果能接受其缺點那想要入手一台也不妨可以考慮一下這台小巧的萬內的車價搭配其外觀可說是非常的物超所值加上已停產令她更具有收藏的價值雖然邁向電動化的失去了對於輕的追求不過也希望此舉能重振這個載浮載沉且曾經與法拉利保時捷齊名的超跑車廠英國蓮花最後祝大家新年快樂每個人都買的起自己的,首就獻給車版文略長且圖多前言一直以來都有一個手排敞篷車的夢可是能選擇且負擔得起的車也並不多雖然的也很靚麗可是並不會讓人很驚豔前年無意中看到某買了台就深深的被吸引住也就從那時候慢慢的在找二手車這種冷門的二手車真的不好找而且價格也都很高後來在彰化的一間車商入手這一輛年出廠的車里程數也僅僅只有公里出頭沒打錯真的只有花費回原廠將全車的油水都更換一遍總共花費左右另外來令片也有報價約不過因為還有一半的關係也就沒做更換前車主貼的隔熱紙是在是太黑兩側貼的透光率因此重貼前檔與兩側冰鑽也花保險費約初心得車長可以說是我看過最小的一台車還比她多了不過以我公分公斤的身材來開這台車雖然稍嫌點擁擠但腿部頭部的空間還算是很充裕雖然這台車的外型非常像一台超跑其實她只是用跟同顆引擎的缸車也讓平均的油耗有到左右原車匹再加上原廠加裝的機械增壓馬力也就僅有初的扭力加上追求極致的輕整車只有多公斤重使操控起來非常的靈活自年月入手到現在約行駛了多公里其中包括雲林恆春的單日來回不得不說腰真的非常的酸平常上下車可以說是躺著進去爬著出來很不方便而且因爲無助力的方向盤讓停車時非常的痛苦路感部分高情商說法是路感清晰反之則是顛的飛起是一台名副其實的爛路測試車每過一個小小的坑洞都可以讓我的方向盤抖來抖去而且都會以為有什麼零件從車上解體曾經以為特斯拉高速隔音已經很差了但這台車從四面八方的傳來聲響可以說是毫無隔音可言說了那麼多的缺點也不妨礙我喜歡她想要極致存粹的駕駛那就非這台車莫屬鮮少的電子配備令駕駛者可以完完全全的掌控在手中想熱血的時候也得益於低坐姿以及引擎就在身後轟轟作響同樣的車速下體感遠高於其他的車令人感到血脈賁張短軸距且前後皆是雙臂讓人在過彎的時候更加有信心其稀有性更是令她獨樹一格想悠閒的時候也可以敞著篷悠悠哉哉的行駛在海邊亦或是山上享受著微風徐徐的吹來可以說是兩者兼得下面就分享一些內裝外觀以及單純的曬照片無助力且無法調整的方向盤音響可以說是全車最豪華的配備速的手排毫無掩飾的鋁合金車架車內視角雖然是台中置後驅車但她並沒有前行李箱手動的敞篷下雨時就看熟練的速度了與同顆引擎基本上只拿來放蓬的後行李箱加裝的尾翼中出排氣管前後的胎不得不吐槽一下卡鉗非常之小單純曬照家族合照總結如果能接受其缺點那想要入手一台也不妨可以考慮一下這台小巧的萬內的車價搭配其外觀可說是非常的物超所值加上已停產令她更具有收藏的價值雖然邁向電動化的失去了對於輕的追求不過也希望此舉能重振這個載浮載沉且曾經與法拉利保時捷齊名的超跑車廠英國蓮花最後祝大家新年快樂每個人都買的起自己的,"使用者體驗

主旨：作者對特斯拉手排敞篷車的ownership體驗。"
2023-01-23 08:34:17,討論特斯拉全球大降價只有台灣等三國沒講,上圖是全球特斯拉的降價表格只有台灣香港泰國沒有降價台灣的特斯拉價格好像也是名列前茅這等於說台灣的特斯拉價格又貴又沒降價是什麼原因造成特斯拉對台灣特別照顧是消費者慣壞了還是什麼原因坦白講有點扯,上圖是全球特斯拉的降價表格只有台灣香港泰國沒有降價台灣的特斯拉價格好像也是名列前茅這等於說台灣的特斯拉價格又貴又沒降價是什麼原因造成特斯拉對台灣特別照顧是消費者慣壞了還是什麼原因坦白講有點扯,"使用者體驗

該文本表示作者對特斯拉在台灣的價格政策感到困惑，認為特斯拉對台灣沒有特別照顧，而是因為消費者慣壞而沒有降低價格。"
2023-01-23 10:46:58,討論特斯拉全球大降價只有台灣等三國沒降,其實怪特斯拉在台灣沒降價不太對看看其他油車進口車很穩定的台灣比歐美貴快兩倍但台灣人都很習慣了特斯拉原本的溢價就比進口油車少很多了現在相對溢價變高只是比較接近油車的溢價而已所以與其怪特斯拉不降價不如怪政府的政策讓車商不夠競爭會不會降價根本不是成本的關係看中國就知道只要競爭激烈就會降價甚至賠錢賣也要殺紅眼去賣特斯拉是會跑的產品看其他的例子例如面板就知道只要工廠蓋了賠錢賣也是要賣因為不賣賠更多,其實怪特斯拉在台灣沒降價不太對看看其他油車進車很穩定的台灣比歐美貴快兩倍但台灣人都很習慣了特斯拉原本的溢價就比進油車少很多了現在相對溢價變高只是比較接近油車的溢價而已所以與其怪特斯拉不降價不如怪政府的政策讓車商不夠競爭會不會降價根本不是成本的關係看中國就知道只要競爭激烈就會降價甚至賠錢賣也要殺紅眼去賣特斯拉是會跑的產品看其他的例子例如面板就知道只要工廠蓋了賠錢賣也是要賣因為不賣賠更多,使用者體驗
2023-01-23 13:44:07,討論特斯拉全球大降價只有台灣等三國沒降,假設一台台特報關成本好了你三千個待交車車主損失台幣不交車台特的存貨成本是億起跳放著一天老馬就頭皮發麻一天跟他拼降價搞不好省個幾萬但抱歉這裡是台灣只有車子不夠貴的問題特是豪華車階級有錢人時間大於一切降不降價不在乎有車開才爽這年頭有錢人心態早變了沒有當盤子的問題只有你當不當得起的問題大家可以用每月掛牌數去推說如果車子賣不掉各代理商的存貨成本會有多可觀根本是天文數字你不買我不買明天降是確實發生過的以前雙奧迪歪什麼離譜的折扣怎沒有過時代變了各位老人醒醒吧外面有錢人真的變太多了咱們一起向上提升不要向下沈淪整天問降價,假設一台台特報關成本好了你三千個待交車車主損失台幣不交車台特的存貨成本是億起跳放著一天老馬就頭皮發麻一天跟他拼降價搞不好省個幾萬但抱歉這裡是台灣只有車子不夠貴的問題特是豪華車階級有錢人時間大於一切降不降價不在乎有車開才爽這年頭有錢人心態早變了沒有當盤子的問題只有你當不當得起的問題大家可以用每月掛牌數去推說如果車子賣不掉各代理商的存貨成本會有多可觀根本是天文數字你不買我不買明天降是確實發生過的以前雙奧迪歪什麼離譜的折扣怎沒有過時代變了各位老人醒醒吧外面有錢人真的變太多了咱們一起向上提升不要向下沈淪整天問降價,"使用者體驗

這段文字表達了作者對台特報關高價車款存貨成本高、影響使用體驗的觀點。"
2023-01-23 18:04:31,新聞特斯拉買十天就故障疑緊急煞車害電腦,原文連結原文內容特斯拉買十天就故障疑緊急煞車害電腦當機警民谷歌求解年月日週一下午男子剛買特斯拉上路十天開到一半突然故障卡在路中圖男子剛買特斯拉上路十天開到一半突然故障卡在路中圖不少人現在喜歡買電動車但若開到一半故障動彈不得需要推車時才會發現真的有夠重新北市一名李姓男子趁著農曆年前購入一輛特斯拉電動車才上路十天就突然在行進間失去動力導致車子停在馬路中央巡邏員警發現上前協助卻疑似因為車子啟動緊急剎車導致電腦當機電子手煞車也啟動想推也沒轍好在現場員警們及熱心民眾協助上網求解李姓男子才知道可以將車子變更為牽引模式解除電子手煞車順利將它推到路邊後等待原廠工程師排解歲李姓男子先前購買一輛白色特斯拉電動車但因為沒開多久車況還不熟日下午行經土城裕民裕生路附近時右轉到一半突然失去動力想重新啟動也沒有反應李姓男子當下也慌了不知道該如何是好就這樣坐在車內車子也卡在路中央這時巡邏員警剛好經過原先以為是車輛違停上前欲勸導才發現是故障了疑似是因為車輛偵測到行人啟動緊急煞車電子手煞車也拉起但電腦當機導致車子無法發動圖疑似是因為車輛偵測到行人啟動緊急煞車電子手煞車也拉起但電腦當機導致車子無法發動圖由於員警們對電動車也不熟悉當下就要求李姓男子將車子打入檔放手煞車這樣就能順利將車子推到安全位置沒想到怎麼操作都不行車輪就是鎖死推不動好在員警和現場熱心民眾急忙拿出手機上網求解這才發現李姓男子疑似是在右轉時車輛偵測到前方有行人才會啟動緊急剎車導致電腦當機若是想解除電子手剎車則是要將車子狀態變更為牽引模式將車子狀態改為牽引模式後電子手煞車才放下藉此推車圖將車子狀態改為牽引模式後電子手煞車才放下藉此推車圖員警和民眾協助推車圖員警和民眾協助推車圖事後李姓男子順利變更設定但因為電動車和轎車比起來多了電池重量重很多員警和熱心民眾協助推車將它移到安全位置後才聯繫原廠工程師到場協助排解對此李姓男子也頻頻向警方和民眾道謝表示自己牽車上路才十天因此很多東西都還是不熟悉還好有大家幫忙才沒造成事故意外心得說明,原文連結原文內容特斯拉買十天就故障疑緊急煞車害電腦當機警民谷歌求解年月日週一下午男子剛買特斯拉上路十天開到一半突然故障卡在路中圖男子剛買特斯拉上路十天開到一半突然故障卡在路中圖不少人現在喜歡買電動車但若開到一半故障動彈不得需要推車時才會發現真的有夠重新北市一名李姓男子趁著農曆年前購入一輛特斯拉電動車才上路十天就突然在行進間失去動力導致車子停在馬路中央巡邏員警發現上前協助卻疑似因為車子啟動緊急剎車導致電腦當機電子手煞車也啟動想推也沒轍好在現場員警們及熱心民眾協助上網求解李姓男子才知道可以將車子變更為牽引模式解除電子手煞車順利將它推到路邊後等待原廠工程師排解歲李姓男子先前購買一輛白色特斯拉電動車但因為沒開多久車況還不熟日下午行經土城裕民裕生路附近時右轉到一半突然失去動力想重新啟動也沒有反應李姓男子當下也慌了不知道該如何是好就這樣坐在車內車子也卡在路中央這時巡邏員警剛好經過原先以為是車輛違停上前欲勸導才發現是故障了疑似是因為車輛偵測到行人啟動緊急煞車電子手煞車也拉起但電腦當機導致車子無法發動圖疑似是因為車輛偵測到行人啟動緊急煞車電子手煞車也拉起但電腦當機導致車子無法發動圖由於員警們對電動車也不熟悉當下就要求李姓男子將車子打入檔放手煞車這樣就能順利將車子推到安全位置沒想到怎麼操作都不行車輪就是鎖死推不動好在員警和現場熱心民眾急忙拿出手機上網求解這才發現李姓男子疑似是在右轉時車輛偵測到前方有行人才會啟動緊急剎車導致電腦當機若是想解除電子手剎車則是要將車子狀態變更為牽引模式將車子狀態改為牽引模式後電子手煞車才放下藉此推車圖將車子狀態改為牽引模式後電子手煞車才放下藉此推車圖員警和民眾協助推車圖員警和民眾協助推車圖事後李姓男子順利變更設定但因為電動車和轎車比起來多了電池重量重很多員警和熱心民眾協助推車將它移到安全位置後才聯繫原廠工程師到場協助排解對此李姓男子也頻頻向警方和民眾道謝表示自己牽車上路才十天因此很多東西都還是不熟悉還好有大家幫忙才沒造成事故意外心得說明,安全性能面
