system_id,word,pos
16.0,原文,Na
16.0,連結,VC
16.0,///,FW
16.0,原文,Na
16.0,內容,Na
16.0,國道,Nc
16.0,電動車,Na
16.0,充電站,Nc
16.0,第三,Neu
16.0,期,Nf
16.0,準備,VF
16.0,招標,VA
16.0,個,Di
16.0,服務區,Nc
16.0,蓋座,VA
16.0,快充站,Nc
16.0,，,COMMACATEGORY
16.0,最,Dfa
16.0,低,VH
16.0,功率,Na
16.0,起跳,VA
16.0,國道,Nc
16.0,電動車,Na
16.0,充電站,Nc
16.0,準備,VC
16.0,第三,Neu
16.0,期,Nf
16.0,招標,VA
16.0,，,COMMACATEGORY
16.0,共計,VJ
16.0,個,Di
16.0,服務區,Nc
16.0,要,D
16.0,蓋座,VA
16.0,快充站,Nc
16.0,，,COMMACATEGORY
16.0,充電,VA
16.0,設備,Na
16.0,功率,Na
16.0,要求,VF
16.0,也,D
16.0,提高,VC
16.0,至,P
16.0,以上,Ncd
16.0,標案,Na
16.0,預計,VE
16.0,今年,Nd
16.0,三月份,Nd
16.0,招標,VA
16.0,，,COMMACATEGORY
16.0,九月,Nd
16.0,前,Ng
16.0,完成,VC
16.0,評選,VG
16.0,，,COMMACATEGORY
16.0,預計,VE
16.0,年,Nf
16.0,營運,Nv
16.0,///,FW
16.0,高公局,Nc
16.0,規劃,VC
16.0,年前,Nd
16.0,於,P
16.0,國道,Nc
16.0,沿線,Nc
16.0,所有,Neqa
16.0,服務區,Nc
16.0,要,D
16.0,設置,VC
16.0,共,Da
16.0,個,Nf
16.0,電動車,Na
16.0,充電,VA
16.0,車位,Na
16.0,，,COMMACATEGORY
16.0,分為,VG
16.0,三,Neu
16.0,階段,Na
16.0,三標案,Na
16.0,執行,VC
16.0,第,Neu
16.0,期,Nf
16.0,由,P
16.0,中興,VH
16.0,電工,Na
16.0,得標,VH
16.0,，,COMMACATEGORY
16.0,與,P
16.0,合作,VH
16.0,經營,VC
16.0,東山,Nc
16.0,清水,Nc
16.0,湖口,Nc
16.0,南北,Ncd
16.0,共,Da
16.0,四,Neu
16.0,站,VA
16.0,個,Nf
16.0,充電,VA
16.0,車位,Na
16.0,若,Cbb
16.0,再,D
16.0,加上,VC
16.0,前年,Nd
16.0,九月,Nd
16.0,西螺,Nc
16.0,北上,VA
16.0,加油站案,Na
16.0,的,DE
16.0,特爾,Nb
16.0,電力,Na
16.0,快充站,Nc
16.0,，,COMMACATEGORY
16.0,目前,Nd
16.0,國道,Nc
16.0,上,Ncd
16.0,服務,VC
16.0,中,Ng
16.0,的,DE
16.0,充電,VA
16.0,車位,Na
16.0,共計,VJ
16.0,個,Di
16.0,第二,Neu
16.0,期,Nf
16.0,標案,Na
16.0,為,VG
16.0,蘇澳,Nc
16.0,泰安,Nc
16.0,南北,Ncd
16.0,關西仁德,Nc
16.0,南北,Ncd
16.0,等,Cab
16.0,六,Neu
16.0,站,Nc
16.0,共,Da
16.0,個,Nf
16.0,充電,Nv
16.0,車位,Na
16.0,，,COMMACATEGORY
16.0,去年,Nd
16.0,月,Na
16.0,決標,VA
16.0,，,COMMACATEGORY
16.0,由,P
16.0,中興,VH
16.0,電工,Na
16.0,連莊,VH
16.0,，,COMMACATEGORY
16.0,現已,D
16.0,進入,VCL
16.0,建置,VC
16.0,階段,Na
16.0,，,COMMACATEGORY
16.0,今年,Nd
16.0,底,Ng
16.0,之前,Ng
16.0,會,D
16.0,啟用,VC
16.0,最後,Nd
16.0,波,Na
16.0,的,DE
16.0,第三,Neu
16.0,期,Nf
16.0,標案,Na
16.0,預計,VE
16.0,三月,Nd
16.0,進入,VCL
16.0,招標,VA
16.0,階段,Na
16.0,，,COMMACATEGORY
16.0,將,P
16.0,餘下,VJ
16.0,的,DE
16.0,所有,Neqa
16.0,服務區,Nc
16.0,納入,VJ
16.0,，,COMMACATEGORY
16.0,連,Cbb
16.0,興建,VC
16.0,中,Ng
16.0,的,DE
16.0,新,VH
16.0,營,Na
16.0,服務區,Nc
16.0,與,Caa
16.0,東草屯,Nc
16.0,休息站,Nc
16.0,也,D
16.0,涵蓋,VJ
16.0,在,P
16.0,內,Ncd
16.0,，,COMMACATEGORY
16.0,總計,Da
16.0,國道號,Nc
16.0,三號,Nc
16.0,五號,Nc
16.0,六號,Nc
16.0,共,Da
16.0,個,Nf
16.0,服務區,Nc
16.0,要,D
16.0,蓋座,VA
16.0,電動車,Na
16.0,快,D
16.0,充,VG
16.0,站,VA
16.0,，,COMMACATEGORY
16.0,每,Nes
16.0,站,Nc
16.0,規劃,VC
16.0,至,P
16.0,個,Nf
16.0,充電,VA
16.0,車位,Na
16.0,國道,Nc
16.0,服務區,Nc
16.0,電動車,Na
16.0,充電站,Nc
16.0,總表,Na
16.0,///,FW
16.0,在,P
16.0,招標,VA
16.0,說明會,Na
16.0,前夕,Nd
16.0,，,COMMACATEGORY
16.0,高公局,Nc
16.0,也,D
16.0,已,D
16.0,針對,P
16.0,當中,Ncd
16.0,七,Neu
16.0,個,Nf
16.0,服務區,Nc
16.0,列出,VC
16.0,充電站,Nc
16.0,建議,Na
16.0,設置,VC
16.0,位置,Na
16.0,，,COMMACATEGORY
16.0,可見,Dk
16.0,以下,Ncd
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,///,FW
16.0,根據,P
16.0,招標,VA
16.0,說明書,Na
16.0,，,COMMACATEGORY
16.0,第三,Neu
16.0,期,Nf
16.0,國道,Nc
16.0,快充站,Nc
16.0,看來,D
16.0,是,SHI
16.0,有,V_2
16.0,要求,VF
16.0,充電,VA
16.0,設備,Na
16.0,最,Dfa
16.0,低,VH
16.0,功率,Na
16.0,為,VG
16.0,，,COMMACATEGORY
16.0,這,Nep
16.0,點,Nf
16.0,比,P
16.0,前,Nes
16.0,二,Neu
16.0,期,Nf
16.0,開出來,VC
16.0,的,DE
16.0,規格,Na
16.0,都,D
16.0,要,D
16.0,高,VH
16.0,很多,Neqa
16.0,，,COMMACATEGORY
16.0,終於,D
16.0,有,V_2
16.0,跟上,VC
16.0,時代,Na
16.0,的,DE
16.0,感覺,Na
16.0,國道,Nc
16.0,充電站,Nc
16.0,收費,VD
16.0,標準,Na
16.0,不得,D
16.0,高於,VJ
16.0,服務區,Nc
16.0,以外,Ng
16.0,地區,Nc
16.0,的,DE
16.0,充電,VA
16.0,費率,Na
16.0,，,COMMACATEGORY
16.0,充電,VA
16.0,設備,Na
16.0,至少,Da
16.0,要,D
16.0,有,V_2
16.0,支,Nf
16.0,，,COMMACATEGORY
16.0,其他,Neqa
16.0,規格,Na
16.0,由,P
16.0,業者,Na
16.0,依,P
16.0,市場,Nc
16.0,判斷,VE
16.0,，,COMMACATEGORY
16.0,以及,Caa
16.0,充好,VC
16.0,不,D
16.0,走,VA
16.0,可,D
16.0,收,VC
16.0,佔用費,Na
16.0,等,Cab
16.0,，,COMMACATEGORY
16.0,這些,Neqa
16.0,規則,Na
16.0,都,D
16.0,繼續,VF
16.0,存在,VA
16.0,另外,Cbb
16.0,才,Da
16.0,剛,D
16.0,通過,VC
16.0,的,DE
16.0,停車場法,Na
16.0,有,V_2
16.0,保障,Na
16.0,充電,VA
16.0,專用,VI
16.0,車位,Na
16.0,，,COMMACATEGORY
16.0,這,Nep
16.0,在,P
16.0,國道,Nc
16.0,快充站,Nc
16.0,可以,D
16.0,怎麼,D
16.0,施行,VC
16.0,這,Nep
16.0,點,Na
16.0,目前,Nd
16.0,還,D
16.0,不,D
16.0,確定,VK
16.0,，,COMMACATEGORY
16.0,就,D
16.0,期待,VK
16.0,高公局,Nc
16.0,和,Caa
16.0,業者,Na
16.0,可以,D
16.0,起,VC
16.0,討論,VE
16.0,出,VC
16.0,個,Di
16.0,有效,VH
16.0,的,DE
16.0,管理,VC
16.0,辦法,Na
16.0,國道,Nc
16.0,服務區,Nc
16.0,電動車,Na
16.0,充電站,Nc
16.0,設置,VC
16.0,要點,Na
16.0,充電樁,Na
16.0,設置,VC
16.0,規格,Na
16.0,充電,Nv
16.0,設備,Na
16.0,最,Dfa
16.0,低,VH
16.0,輸出,VC
16.0,功率,Na
16.0,需,D
16.0,為,VG
16.0,以上,Ncd
16.0,充電樁,Na
16.0,，,COMMACATEGORY
16.0,充電,VA
16.0,設備,Na
16.0,至少,Da
16.0,座規,Na
16.0,格,Na
16.0,充電樁,Na
16.0,，,COMMACATEGORY
16.0,依,P
16.0,市場,Nc
16.0,需求,Na
16.0,增設,VC
16.0,其他,Neqa
16.0,規格,Na
16.0,如,P
16.0,或,Caa
16.0,",",COMMACATEGORY
16.0,視,P
16.0,實際,VH
16.0,服務,VC
16.0,需求,Na
16.0,提昇,VC
16.0,充電,VA
16.0,設備,Na
16.0,輸出,VC
16.0,功率,Na
16.0,充電樁,Na
16.0,充電,Nv
16.0,時間,Na
16.0,為,P
16.0,促進,VK
16.0,服務區,Nc
16.0,充電,Nv
16.0,車位,Na
16.0,使用,VC
16.0,周轉率,Na
16.0,，,COMMACATEGORY
16.0,充電樁,Na
16.0,提供,VD
16.0,電動,A
16.0,車輛,Na
16.0,充電,VA
16.0,服務,VC
16.0,時間,Na
16.0,，,COMMACATEGORY
16.0,以,P
16.0,不,D
16.0,超過,VJ
16.0,小時,Na
16.0,為,VG
16.0,原則,Na
16.0,充電樁,Na
16.0,用電,Na
16.0,由,P
16.0,提供,VD
16.0,電動,A
16.0,車輛,Na
16.0,充電,VA
16.0,服務,VC
16.0,之,DE
16.0,廠商,Na
16.0,自行,D
16.0,依,P
16.0,設置,VC
16.0,充電樁,Na
16.0,規劃,VC
16.0,之,DE
16.0,需求,Na
16.0,，,COMMACATEGORY
16.0,向,P
16.0,標的,Na
16.0,服務,VC
16.0,區,Nc
16.0,所在,Na
16.0,電力,Na
16.0,公司,Nc
16.0,申請,VF
16.0,專用,VI
16.0,電源,Na
16.0,充電樁,Na
16.0,建置,VC
16.0,設備,Na
16.0,應,D
16.0,特別,VH
16.0,注意,VK
16.0,行車,VA
16.0,安全,VH
16.0,不,D
16.0,影響,VC
16.0,原,A
16.0,停車場,Nc
16.0,之,DE
16.0,配置,Nv
16.0,進出,VCL
16.0,動線,Na
16.0,標誌,Na
16.0,識讀性,Na
16.0,及,Caa
16.0,四周,Ncd
16.0,環境,Na
16.0,亮度,Na
16.0,，,COMMACATEGORY
16.0,若,Cbb
16.0,有,V_2
16.0,必要,Na
16.0,，,COMMACATEGORY
16.0,需,D
16.0,考量,VE
16.0,增設,VC
16.0,照明,Nv
16.0,設施,Na
16.0,充電樁,Na
16.0,數量,Na
16.0,變更,VC
16.0,視,P
16.0,未來,Nd
16.0,電動車,Na
16.0,發展,VC
16.0,趨勢,Na
16.0,，,COMMACATEGORY
16.0,向,P
16.0,高公局,Nc
16.0,提出,VC
16.0,變更,Na
16.0,或,Caa
16.0,擴充,VC
16.0,申請,VF
16.0,核准,VE
16.0,後,Ng
16.0,變更,VC
16.0,之,DE
16.0,最後,Nd
16.0,還,D
16.0,有點,Dfa
16.0,，,COMMACATEGORY
16.0,是,SHI
16.0,第三,Neu
16.0,期,Nf
16.0,標案,Na
16.0,站數,Na
16.0,眾多,VH
16.0,，,COMMACATEGORY
16.0,因此,Cbb
16.0,高公局,Nc
16.0,是,SHI
16.0,採取,VC
16.0,個標案,Na
16.0,由,P
16.0,二,Neu
16.0,業者,Na
16.0,分配,VD
16.0,的,DE
16.0,做法,Na
16.0,，,COMMACATEGORY
16.0,得標,VH
16.0,優勝,VH
16.0,廠商,Na
16.0,獲得,VJ
16.0,中壢,Nc
16.0,西湖,Nc
16.0,南投,Nc
16.0,關廟,Nc
16.0,服務區,Nc
16.0,，,COMMACATEGORY
16.0,外加,VC
16.0,個,Di
16.0,東草屯,Nc
16.0,休息站,Nc
16.0,，,COMMACATEGORY
16.0,次優,VH
16.0,廠商,Na
16.0,則,D
16.0,是,SHI
16.0,拿到,VC
16.0,石碇,Nc
16.0,西螺,Nc
16.0,古坑,Nc
16.0,新營,Nc
16.0,服務區,Nc
16.0,也就是說,Dk
16.0,，,COMMACATEGORY
16.0,第三,Neu
16.0,期,Nf
16.0,國道,Nc
16.0,快,D
16.0,充站,VA
16.0,不管,Cbb
16.0,怎麼,D
16.0,標,VC
16.0,，,COMMACATEGORY
16.0,最,Dfa
16.0,後定,Na
16.0,會,D
16.0,出現,VH
16.0,二,Neu
16.0,家,Nf
16.0,不同,VH
16.0,的,DE
16.0,充電,VA
16.0,營運商,Na
16.0,的,DE
16.0,///,FW
16.0,心得,Na
16.0,/,FW
16.0,說明字,Na
16.0,以上,Ng
16.0,目前,Nd
16.0,國道,Nc
16.0,快,D
16.0,充,VJ
16.0,已,D
16.0,有,V_2
16.0,站,VA
16.0,共,Da
16.0,個,Nf
16.0,充電,VA
16.0,車位,Na
16.0,今年,Nd
16.0,底,Ng
16.0,之前,Ng
16.0,會,D
16.0,再,D
16.0,啟用,VC
16.0,站,VA
16.0,個,Di
16.0,充電,Nv
16.0,車位,Na
16.0,而,Cbb
16.0,即將,D
16.0,於,P
16.0,三月,Nd
16.0,招標,VA
16.0,的,DE
16.0,第三,Neu
16.0,期,Nf
16.0,標案,Na
16.0,將,D
16.0,會,D
16.0,有,V_2
16.0,站,Nc
16.0,，,COMMACATEGORY
16.0,預計,VE
16.0,~,FW
16.0,個,Nf
16.0,充電,VA
16.0,車位,Na
16.0,國道,Nc
16.0,快,D
16.0,充,VJ
16.0,的,DE
16.0,便利度,Na
16.0,真的,D
16.0,越來越,Dfa
16.0,好,VH
16.0,以,P
16.0,目前,Nd
16.0,大多數,Neqa
16.0,的,DE
16.0,純,VH
16.0,電車款,Na
16.0,充電,VA
16.0,效率,Na
16.0,來,D
16.0,說,VE
16.0,國道,Nc
16.0,休息站,Nc
16.0,上,Nes
16.0,個,Nf
16.0,廁所,Nc
16.0,分鐘,Nf
16.0,期間,Na
16.0,補進,VC
16.0,所,D
16.0,需,VK
16.0,電量,Na
16.0,不,D
16.0,是,SHI
16.0,問題,Na
16.0,只有,Cbb
16.0,少數,Neqa
16.0,小,VH
16.0,電池,Na
16.0,的,DE
16.0,都會,Nc
16.0,車款,Na
16.0,無法,D
16.0,達標,VJ
16.0,國道,Nc
16.0,休息站,Nc
16.0,快,D
16.0,充,VG
16.0,提供,VD
16.0,的,DE
16.0,便利度,Na
16.0,勢必,D
16.0,提升,VC
16.0,了,Di
16.0,消費者,Na
16.0,購買,VC
16.0,純,VH
16.0,電車,Na
16.0,的,DE
16.0,意願,Na
16.0,最近,Nd
16.0,有,V_2
16.0,特價,Na
16.0,活動,Na
16.0,有,V_2
16.0,需要,Na
16.0,的,DE
16.0,車主,Na
16.0,請,VF
16.0,不要,D
16.0,錯過,VJ
16.0,每,Nes
16.0,度,Nf
16.0,電,Na
16.0,享有,VJ
16.0,元,Nf
16.0,優惠,VJ
16.0,直到,P
16.0,//,FW
16.0,///,FW
208.0,先前,Nd
208.0,有,V_2
208.0,訂,VC
208.0,本來,D
208.0,月,Na
208.0,收到,VC
208.0,說,VE
208.0,月,Na
208.0,中,Ng
208.0,交車,VA
208.0,已,D
208.0,降價,VH
208.0,，,COMMACATEGORY
208.0,因故,D
208.0,我,Nh
208.0,想,VE
208.0,順延到,VC
208.0,下,Nes
208.0,個,Nf
208.0,季度,Nd
208.0,再,D
208.0,交,VD
208.0,車,Na
208.0,剛剛,D
208.0,收到,VC
208.0,電話,Na
208.0,說,VE
208.0,特斯拉,Nb
208.0,打算,VF
208.0,月底,Nd
208.0,把,P
208.0,停車,VA
208.0,輔助,VC
208.0,加回去,VC
208.0,，,COMMACATEGORY
208.0,問,VE
208.0,我,Nh
208.0,有沒有,D
208.0,意願,Na
208.0,在,P
208.0,這,Nep
208.0,批,Nf
208.0,交車,VA
208.0,沒有,D
208.0,說明,VE
208.0,是,SHI
208.0,硬體,Na
208.0,還是,Caa
208.0,軟體,Na
208.0,方案,Na
208.0,在,P
208.0,想,VE
208.0,是,SHI
208.0,不,D
208.0,是,SHI
208.0,最近,Nd
208.0,太多,Neqa
208.0,人,Na
208.0,順延,VB
208.0,了,Di
208.0,，,COMMACATEGORY
208.0,所以,Cbb
208.0,才,Da
208.0,會,D
208.0,有,V_2
208.0,這樣,Dfa
208.0,主動,VH
208.0,的,DE
208.0,意願,Na
208.0,徵詢,VE
208.0,猜測,VE
208.0,停車,VA
208.0,輔助,VC
208.0,與,Caa
208.0,降價,VH
208.0,還是,D
208.0,有,V_2
208.0,影響,Na
208.0,交,VD
208.0,車,Na
208.0,情況,Na
208.0,有,V_2
208.0,人,Na
208.0,有,V_2
208.0,收到,VC
208.0,這,Nep
208.0,個,Nf
208.0,訊息,Na
208.0,嗎,T
208.0,還,D
208.0,有沒有,D
208.0,進步,VH
208.0,的,DE
208.0,資訊,Na
240.0,電子,Na
240.0,廠商,Na
240.0,爭先,D
240.0,搶入,VCL
240.0,電動車,Na
240.0,，,COMMACATEGORY
240.0,索尼鴻海,Nc
240.0,高通,Nb
240.0,蘋果,Na
240.0,和,Caa
240.0,小米,Na
240.0,各,D
240.0,有,V_2
240.0,不同,VH
240.0,戰略,Na
240.0,原文,Na
240.0,連結,VC
240.0,///,FW
240.0,原文,Na
240.0,內容,Na
240.0,電動車,Na
240.0,本質,Na
240.0,似乎,D
240.0,不,D
240.0,完全,D
240.0,是,SHI
240.0,汽車,Na
240.0,，,COMMACATEGORY
240.0,電動車,Na
240.0,不再,D
240.0,是,SHI
240.0,汽車,Na
240.0,製造商,Na
240.0,稱霸,VH
240.0,的,DE
240.0,天下,Na
240.0,，,COMMACATEGORY
240.0,許多,Neqa
240.0,電子,Na
240.0,公司,Nc
240.0,正在,D
240.0,進軍,VCL
240.0,電動車,Na
240.0,領域,Na
240.0,，,COMMACATEGORY
240.0,有,V_2
240.0,些,Nf
240.0,公司,Nc
240.0,懷,VJ
240.0,著,Di
240.0,製造,VC
240.0,自己,Nh
240.0,電動車,Na
240.0,的,DE
240.0,雄心,Na
240.0,，,COMMACATEGORY
240.0,有些,Neqa
240.0,是,SHI
240.0,為,P
240.0,他人,Nh
240.0,製造,VC
240.0,的,DE
240.0,下,Nes
240.0,代,Na
240.0,聯網,Na
240.0,軟體,Na
240.0,密集型,Na
240.0,電動車,Na
240.0,，,COMMACATEGORY
240.0,並,Cbb
240.0,提供,VD
240.0,作業,Na
240.0,系統,Na
240.0,或,Caa
240.0,運算,VC
240.0,能力,Na
240.0,電子,Na
240.0,產業,Na
240.0,中,Ng
240.0,熱門,VH
240.0,的,DE
240.0,名字,Na
240.0,包含,VJ
240.0,索尼鴻海輝達,Nb
240.0,高通,Nb
240.0,蘋果,Na
240.0,和,Caa
240.0,谷歌,Nb
240.0,，,COMMACATEGORY
240.0,甚至,D
240.0,小米,Na
240.0,索尼,Nb
240.0,和,Caa
240.0,本田,Nb
240.0,的,DE
240.0,合資,VA
240.0,企業,Na
240.0,，,COMMACATEGORY
240.0,預計,VE
240.0,在,P
240.0,三,Neu
240.0,年,Nf
240.0,後,Ng
240.0,商品化,VHC
240.0,電動車,Na
240.0,，,COMMACATEGORY
240.0,如今,Nd
240.0,高通,Nb
240.0,在,P
240.0,運算,VC
240.0,能力,Na
240.0,的,DE
240.0,支援,VC
240.0,和,Caa
240.0,的,DE
240.0,進步,VH
240.0,投入,VC
240.0,之下,Ng
240.0,，,COMMACATEGORY
240.0,期望,VK
240.0,為,P
240.0,其,Nep
240.0,電動車,Na
240.0,帶來,VC
240.0,搭載,VC
240.0,運算,VC
240.0,能力,Na
240.0,，,COMMACATEGORY
240.0,以,P
240.0,實踐,VC
240.0,電動車,Na
240.0,成為,VG
240.0,行動,Na
240.0,產業,Na
240.0,的,DE
240.0,明星,Na
240.0,至於,P
240.0,鴻海,Nb
240.0,則,D
240.0,是,SHI
240.0,希望,VK
240.0,在,P
240.0,電動車,Na
240.0,產業,Na
240.0,上,Ncd
240.0,複製,VC
240.0,其,Nep
240.0,在,P
240.0,消費,Na
240.0,電子,Na
240.0,領域,Na
240.0,扮演,VC
240.0,的,DE
240.0,幕後,Nc
240.0,角色,Na
240.0,它,Nh
240.0,已經,D
240.0,建立,VC
240.0,了,Di
240.0,從,P
240.0,設計,VC
240.0,到,P
240.0,測試,VC
240.0,以及,Caa
240.0,製造,VC
240.0,的,DE
240.0,各,Nes
240.0,個,Nf
240.0,方面,Na
240.0,的,DE
240.0,電動車,Na
240.0,能力,Na
240.0,，,COMMACATEGORY
240.0,並,Cbb
240.0,聲稱,VE
240.0,到,P
240.0,年,Na
240.0,它,Nh
240.0,將,D
240.0,生產,VC
240.0,全球,Nc
240.0,的,DE
240.0,電動車,Na
240.0,例如,P
240.0,宣布,VE
240.0,鴻海,Nb
240.0,將,D
240.0,生產,VC
240.0,其,Nep
240.0,模型,Na
240.0,中國,Nc
240.0,除了,P
240.0,華為,Nb
240.0,已,D
240.0,與,P
240.0,中國,Nc
240.0,汽車,Na
240.0,製造商,Na
240.0,合作,VH
240.0,推出,VC
240.0,插電式,A
240.0,混合,VC
240.0,動力,Na
240.0,和,Caa
240.0,全,Neqa
240.0,電動車,Na
240.0,之外,Ng
240.0,，,COMMACATEGORY
240.0,科技,Na
240.0,公司,Nc
240.0,小米,Na
240.0,有望,VH
240.0,在,P
240.0,年憑,Na
240.0,藉著,P
240.0,想要,VE
240.0,學習,VC
240.0,特斯拉,Nb
240.0,轎車,Na
240.0,設計,Na
240.0,的,DE
240.0,概念,Na
240.0,而,Cbb
240.0,推出,VC
240.0,自己,Nh
240.0,品牌,Na
240.0,的,DE
240.0,電動車,Na
240.0,其實,D
240.0,，,COMMACATEGORY
240.0,小米,Na
240.0,汽車,Na
240.0,於,P
240.0,年,Na
240.0,就,D
240.0,已經,D
240.0,正式,VH
240.0,註冊,VA
240.0,，,COMMACATEGORY
240.0,旗下,Nc
240.0,並,Cbb
240.0,擁有,VJ
240.0,多,Neqa
240.0,名,Nf
240.0,研發,VC
240.0,團隊,Na
240.0,員工,Na
240.0,，,COMMACATEGORY
240.0,最近,Nd
240.0,完成,VC
240.0,了,Di
240.0,其,Nep
240.0,首,Nes
240.0,款,Nf
240.0,電動車,Na
240.0,車型,Na
240.0,的,DE
240.0,冬季,Nd
240.0,測試,VC
240.0,小米,Na
240.0,將,P
240.0,其,Nep
240.0,電動車,Na
240.0,的,DE
240.0,定位,Na
240.0,是,SHI
240.0,，,COMMACATEGORY
240.0,進入,VCL
240.0,特斯拉,Nb
240.0,小型,Na
240.0,電動車,Na
240.0,的,DE
240.0,價格,Na
240.0,的,DE
240.0,入門級,Na
240.0,車型,Na
240.0,，,COMMACATEGORY
240.0,也,D
240.0,擁有,VJ
240.0,和,P
240.0,蔚來,Nb
240.0,和,Caa
240.0,小鵬,Nb
240.0,等,Cab
240.0,性能,Na
240.0,和,Caa
240.0,尺寸,Na
240.0,致,VL
240.0,的,DE
240.0,高級,VH
240.0,轎車,Na
240.0,其中,Nep
240.0,，,COMMACATEGORY
240.0,入門級,Na
240.0,車型,Na
240.0,可能,D
240.0,採用,VC
240.0,伏特,Nf
240.0,充電,VA
240.0,架構,Na
240.0,，,COMMACATEGORY
240.0,使用,VC
240.0,的,DE
240.0,磷酸,Na
240.0,鐵鋰,Na
240.0,電池,Na
240.0,，,COMMACATEGORY
240.0,而,Cbb
240.0,高階,A
240.0,車型,Na
240.0,可,D
240.0,獲得,VJ
240.0,伏特,Nf
240.0,平台,Na
240.0,，,COMMACATEGORY
240.0,配備,VC
240.0,感測器,Na
240.0,和,Caa
240.0,輝達,Nb
240.0,的,DE
240.0,運算,VC
240.0,晶片,Na
240.0,，,COMMACATEGORY
240.0,並,Cbb
240.0,為,P
240.0,未來,Nd
240.0,自動,VH
240.0,駕駛,VC
240.0,做,VC
240.0,準備,VC
240.0,此外,Cbb
240.0,，,COMMACATEGORY
240.0,小米,Na
240.0,電動車,Na
240.0,的,DE
240.0,所有,Neqa
240.0,型號,Na
240.0,均,D
240.0,採用,VC
240.0,高通,Nb
240.0,汽車,Na
240.0,處理器,Na
240.0,，,COMMACATEGORY
240.0,並,Cbb
240.0,配備,VC
240.0,大型,Na
240.0,中央,Nc
240.0,觸控,VC
240.0,螢幕,Na
240.0,，,COMMACATEGORY
240.0,這,Nep
240.0,也,D
240.0,是,SHI
240.0,中國,Nc
240.0,新,D
240.0,推出,VC
240.0,電動車,Na
240.0,的,DE
240.0,典型,VH
240.0,特徵,Na
240.0,至於,P
240.0,蘋果,Na
240.0,，,COMMACATEGORY
240.0,其,Nep
240.0,電動車,Na
240.0,專案,Na
240.0,已經,D
240.0,以,P
240.0,不同,VH
240.0,程度,Na
240.0,研發,VC
240.0,了,Di
240.0,大約,Da
240.0,八,Neu
240.0,年,Nf
240.0,雖然,Cbb
240.0,有關,VJ
240.0,其,Nep
240.0,電動車,Na
240.0,的,DE
240.0,資訊,Na
240.0,仍舊,D
240.0,很少,VH
240.0,，,COMMACATEGORY
240.0,但,Cbb
240.0,蘋果,Na
240.0,公司,Nc
240.0,卻,D
240.0,已經,D
240.0,宣布,VE
240.0,其,Nep
240.0,下,Nes
240.0,代,Na
240.0,將,D
240.0,能夠,D
240.0,更,Dfa
240.0,像,VG
240.0,作業,Nv
240.0,系統,Na
240.0,樣,Na
240.0,工作,Na
240.0,，,COMMACATEGORY
240.0,並,Cbb
240.0,接管,VC
