artTitle,llm_class
情報國三撞防撞車,使用者體驗
轉錄晶片製造比汽車難台灣卻很強,使用者體驗
新聞上海車展中國電動車企人氣最旺但前,使用者體驗
新聞快訊竹北大遠百商圈驚見天坑特斯拉,新聞報導
電車特斯拉一日高雄台北來回電耗測試,使用者體驗
新聞萬天坑特斯拉報廢建商只丟句話,投訴方面、產品性價格面、安全性能面、使用者體驗
新聞萬天坑特斯拉報廢建商只丟句話,投訴方面
情報特斯拉庫存量創新高可能又要降價了,產品性價格面
討論特斯拉降價品牌往平價靠攏是好事啦,產品性價格面
新聞萬天坑特斯拉報廢建商只丟句話,使用者體驗
新聞扯高雄特斯拉硬切插隊被叭駕駛下車斥,投訴方面
討論特斯拉降價品牌往平價靠攏是好事啦,產品性價格面
新聞扯高雄特斯拉硬切插隊被叭駕駛下車斥,使用者體驗
情報年月份臺灣汽車市場銷售報告,產品性價格面
新聞男子持秒膠隨機亂黏門打不開特,投訴方面
心得特斯拉拖車勾安裝申請流程,產品性價格面
問題為什麼有些車子有鞭炮聲,安全性能面
新聞特斯拉的一系列降價戰略帶給電動車更多,產品性價格面
討論的是不是被低估了,使用者體驗
電車福特賣一台虧一台,產品性價格面
新聞特斯拉一體化壓鑄技術雖然省了成本降低,產品性價格面
電車特斯拉原廠中古車,產品性價格面
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限期,投訴方面、產品性價格面、安全性能面、使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
電車特斯拉原廠中古車,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,沒有包含有關賠償公司或原因的資訊，因此無法進行分類。
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
新聞萬特斯拉掉天坑租來的建商保險都不賠車商限,使用者體驗
問題特斯拉尾巴一撞到得賠萬,安全性能面
新聞免費超級充電限時回歸年不限里,產品性價格面
電車推出官方賽道套件,產品性價格面
新聞獨家特斯拉掉坑乙式車險不賠保險局與車主澄清,投訴方面
新聞獨家特斯拉掉坑乙式車險不賠保險局與車主澄清,安全性能面
情報特斯拉車主在超充站發生爭吵後槍擊,投訴方面
新聞快訊台中台死亡車禍特斯拉自撞,安全性能面
新聞快訊台特斯拉恐怖自撞釀死酒測結,安全性能面
新聞快訊台特斯拉恐怖自撞釀死酒測結,安全性能面
新聞快訊台特斯拉恐怖自撞釀死酒測結,安全性能面
新聞快訊台特斯拉恐怖自撞釀死酒測結,使用者體驗
新聞快訊台特斯拉恐怖自撞釀死酒測結,使用者體驗
討論的為什麼都沒有人酸,使用者體驗
新聞快訊台特斯拉恐怖自撞釀死酒測結,安全性能面
新聞快訊台特斯拉恐怖自撞釀死酒測結,安全性能面
問題為何沒有說特斯拉很鋁,使用者體驗
討論消防栓充電新解,使用者體驗
情報特斯拉行動充電用發電機,使用者體驗
討論大家怎麼看特斯拉的行動電源恰吉先生,使用者體驗
新聞香港採購比亞迪刀片電池率,產品性價格面
新聞全球新車銷售名單出爐穩坐冠軍寶座來勢,產品性價格面
討論幾歲買車可以自己決定嗎,使用者體驗
新聞保時捷找上特斯拉前隊友終於要認真打造,人工智慧交通運輸汽車科技
新聞全新入門純電休旅六月發表台,使用者體驗
問題強制險最高萬是否不夠了,使用者體驗
問題這台拖吊的特斯拉,安全性能面
新聞賓士執行長就算中國武力攻台賓士也不,使用者體驗
問題非原廠外放電裝置,使用者體驗
新聞特斯拉車款遭拒保國泰產險開第一槍,安全性能面
新聞國道自動駕駛還講電話追尾緩撞車,使用者體驗
新聞特斯拉車款遭拒保國泰產險開第一槍,使用者體驗
新聞特斯拉車款遭拒保國泰產險開第一槍,使用者體驗
問題強制險最高萬是否不夠了,安全性能面
新聞國一車連環撞人受傷特斯拉慘遭波及,安全性能面
新聞特斯拉於中國召回萬輛約年售出總數,安全性能面
新聞國道工程車與緩撞車遭撞多因用路人啟動,安全性能面
新聞特斯拉於中國召回萬輛約年售出總數,使用者體驗
轉錄台灣為什麼打造不出來汽車品牌,使用者體驗
新聞特斯拉停充電格不充男怒上,配套方面
新聞特斯拉停充電格不充男怒上,使用者體驗
情報老爹已售完明年請早,使用者體驗
討論里程表也有快樂表嗎,使用者體驗
討論撞到賓利真的要賠很多嗎,使用者體驗
新聞中國首季汽車出口超過日本成全球第一,使用者體驗
新聞中國首季汽車出口超過日本成全球第一,投訴方面
新聞中國首季汽車出口超過日本成全球第,使用者體驗
電車提振投資人信心特斯拉將嘗試打廣告賣車,投訴方面
新聞韓國售價出爐,產品性價格面
心得如果拿處理器比喻各家目前輔助駕駛核心,安全性能面
新聞知名傑克的露營車外借友人國道自撞,安全性能面
討論會變成車嗎,產品性價格面
問題泰國日系車銷量比台灣好嗎,使用者體驗
討論電車賣多少可以一統江湖啊,產品性價格面
新聞氫氣車台灣首次亮相未來加氫費,安全性能面、使用者體驗、產品性價格面、物流方面、投訴方面
菜單,投訴方面、物流方面、產品性價格面、安全性能面、使用者體驗
電車特斯拉的任意險,使用者體驗
電車產險公會研議中特斯拉等電動車將有費率,產品性價格面
電車特斯拉的任意險,產品性價格面
新聞隨著自動駕駛發展的成熟度離特斯拉推出,產品性價格面
新聞設充電樁未經大樓管委會同意電動車,安全性能面
新聞百大品牌聲譽排行榜揭曉居車廠,使用者體驗
新聞設充電樁未經大樓管委會同意電動車主私,使用者體驗
電車買了特斯拉年了還沒載過女生,使用者體驗
電車買了特斯拉年了還沒載過女生,使用者體驗
電車買了特斯拉年了還沒載過女生,使用者體驗
討論過歲還買會不切實際嗎,使用者體驗
討論油車最省油,使用者體驗
電車震撼合作福特年加入特斯拉充電規,產品性價格面
電車無充電樁兩年心得,使用者體驗
新聞第一季全球新車銷售王換人,產品性價格面
問題腳踏墊的質感與選擇,使用者體驗
新聞帶頭日本五大車廠呼籲電動車不,"
- 投訴方面：服務差、態度不好
- 物流方面：電動車等貨待久
- 配套方面：充電樁數量、維修站數量
- 產品性價格面：便宜、划算、昂貴等
- 安全性能面：電動車過熱、火燒車、爆炸、暴衝、失控等
- 使用者體驗：品質公差、電池低溫耗電快等"
新聞特斯拉驚傳大規模資料外洩馬斯克也受害,安全性能面、使用者體驗、產品性價格面
討論賣輸豐田怎麼想,使用者體驗
電車特斯拉買來要開多久賣掉換新好嗎,使用者體驗
新聞印尼政策領軍與泰國搶當汽車王國,產品性價格面和安全性能面。
討論日本的蛇行逼車剪線三寶,投訴方面
新聞安全與可靠兼具推薦款年輕人可購買新車,安全性能面
新聞福特充電採取與敵人特斯拉共舞戰略,產品性價格面
問題想詢問是否該換,使用者體驗
問題想詢問是否該換,使用者體驗
新聞電動車首奪冠全球最熱銷特斯拉超車豐,"
- 投訴方面：客服人員態度差
- 物流方面：維修零件等待久
- 配套方面：充電樁數量不足
- 產品性價格面：物有所值
- 安全性能面：失控
- 使用者體驗：電池低溫耗電快"
新聞國關西段小客車追撞緩撞車駕駛疑超車,使用者體驗
新聞中國超越日本成為汽車出口大國未來電,產品性價格面
新聞國道一號嘉義水上段特斯拉深夜衝破護欄,安全性能面
新聞新創電動車公司正面臨艱困的挑戰淘汰,投訴方面
情報年月份臺灣汽車市場銷售報告,投訴方面
新聞疑見路邊守望警車誤認測速特斯拉急,安全性能面
討論是怎麼賣爆的,使用者體驗
新聞再破紐柏林量產電車紀錄,產品性價格面
新聞首季全球最暢銷車寶座易主神車,產品性價格面
問題新手媽媽換車推薦,使用者體驗、安全性能面、產品性價格面
電動車崛起重創中國代銷量大跌,使用者體驗
分享,使用者體驗
新聞純電大軍台灣銷售持續奪冠,使用者體驗
問題新手媽媽換車推薦,使用者體驗
討論特斯拉會大賣不意外吧,產品性價格面
討論特斯拉會大賣不意外吧,使用者體驗
情報開到一半方向盤掉了特斯拉,使用者體驗
新聞中國面臨動力電池產能過剩危機寧德時代,投訴方面
新聞再破紐柏林量產電車紀錄,使用者體驗
新聞再破紐柏林量產電車紀錄,使用者體驗
新聞年是電動車新創公司由夢想轉變成惡,產品性價格面
問題花大錢買跑多元計程車划算嗎,產品性價格面
討論能分享捏著買但很開心的例子嗎,使用者體驗
討論能分享捏著買但很開心的例子嗎,使用者體驗
討論能分享捏著買但很開心的例子嗎,使用者體驗
新聞特斯拉車款遭拒保國泰產險開第一槍,使用者體驗
新聞電動車電池可能面臨年供應瓶頸的問題,使用者體驗
問車跟有人這樣比嗎,使用者體驗
討論認真說不違停很難嗎,使用者體驗
心得特斯拉方向盤試駕心得分享,使用者體驗
市調汽車車主市調座談會車馬費元,使用者體驗
新聞跟進福特加盟充電站北美規格呼,使用者體驗
情報電動車宣告將加入超充網路支,使用者體驗
新聞通用汽車宣布與特斯拉合作電動車將可共,產品性價格面
問題特斯拉的追撞車禍,安全性能面
新聞特斯拉自動輔助駕駛在美發生件車禍,安全性能面
討論特斯拉在美國現在只要,產品性價格面
討論特斯拉在美國現在只要,產品性價格面
討論特斯拉在美國現在只要,產品性價格面
分享第一個禮拜,使用者體驗
電車平價品牌的電車售價未來應該多少,產品性價格面、投訴方面
問題通勤車選擇,使用者體驗
電車二手殘值暴跌車主,產品性價格面
問題里程焦慮,使用者體驗
電車特斯拉的使用者體驗的佳與不佳,使用者體驗
問題和家庭車請益,使用者體驗
新聞風向變了制定標準的協會,投訴方面
新聞驚喜不斷限時推出指定車款套件升,產品性價格面
新聞風向變了制定標準的協會,使用者體驗
新聞驚喜不斷限時推出指定車款套件升,使用者體驗
新聞隨著通用和福特都將採用特斯拉充電站,產品性價格面
新聞利曼耐概念車,產品性價格面
新聞中國電動車的崛起可能引發下一個貿易戰,使用者體驗
新聞特斯拉全新入門電動車準備登場百萬,產品性價格面
電車特斯拉要賣便宜的車款為啥不創立副牌,產品性價格面
新聞要實踐自動駕駛感測器成本與研發出更,產品性價格面
新聞馬斯克特斯拉市值建立在自動駕駛基礎上,產品性價格面
討論特斯拉二手價崩盤該怎麼辦,產品性價格面
電車有段時間前的消息關於,使用者體驗
新聞馬斯克特斯拉市值建立在自動駕駛基礎上,使用者體驗
電車買電車結果一直被親戚朋友看衰怎麼辦,使用者體驗
問題純油油電還能活多久,產品性價格面
新聞全球汽車企業加速電池自主化生產追求,產品性價格面
心得特斯拉裝南港半熱熔,使用者體驗
新聞電池是美國科學家發現卻在中國發揚,使用者體驗
問題特斯拉沒有裝卡怎麼有辦法上網,產品性價格面
新聞現代電動車發生起半路斷電事故,使用者體驗
問題真的大嗎,使用者體驗
新聞,產品性價格面和使用者體驗
新聞公布新車品質排行榜倒數名全是電動車品牌,使用者體驗
心得特斯拉銀布遮陽簾,使用者體驗
心得特斯拉銀布遮陽簾,使用者體驗
情報野馬電動休旅測試車,產品性價格面
心得特斯拉銀布遮陽簾,使用者體驗
討論特斯拉選擇,使用者體驗、產品性價格面
心得特斯拉銀布遮陽簾,安全性能面
討論售車經驗分享,使用者體驗
討論充電樁開放讓電池充電大家說好不好,使用者體驗
新聞特斯拉到印度設廠對雙方都有利將給其他,使用者體驗
新聞車主無奈特斯拉車禍拖吊又撞進車,安全性能面、使用者體驗、物流方面
討論售車經驗分享,產品性價格面
情報特斯拉宣布將在加入,產品性價格面
情報特斯拉宣布將在加入,使用者體驗
新聞,使用者體驗
情報特斯拉宣布將在加入,使用者體驗
問題為什麼不能用,使用者體驗
討論售車經驗分享,產品性價格面
新聞馬斯克一語成讖美新創電動車申請破產,投訴方面
心得特斯拉銀布遮陽簾,安全性能面
新聞下一次大型網路駭客攻擊將可能是具有聯,安全性能面
心得特斯拉買賣不要透過二手車商,使用者體驗
新聞承認車廂用大量觸控設計失敗未來,使用者體驗
分享與電動車廣告因誤導消費,投訴方面
情報年月份臺灣汽車市場銷售報告,使用者體驗
新聞占用超充不充電遭提醒特斯拉車主竟囂張,投訴方面
新聞實踐自動駕駛感測器成本與研發出更先進,產品性價格面
新聞月豪華車買氣嚇嚇叫,產品性價格面
新聞跨界最大部勁階版萬好評,使用者體驗
新聞吉利換電式電動車曹操割鬚棄袍電池,使用者體驗
問題跟選擇,使用者體驗 + 產品性價格面 + 配套方面 + 物流方面
問題跟選擇,使用者體驗
心得一個半月使用分享,使用者體驗
心得簡易開箱,使用者體驗
討論特斯拉的全景天窗是不是熱爆,使用者體驗
討論特斯拉用料,安全性能面
新聞亞馬遜與合作投入電動貨運車隊進,產品性價格面
新聞股東擔憂追不上特斯拉豐田高層準,使用者體驗、產品性價格面、安全性能面、物流方面、投訴方面、配套方面
新聞股東擔憂追不上特斯拉豐田高層準,使用者體驗
新聞特斯拉可望今年實現全自駕台積電大功臣,產品性價格面
新聞賓士成為第一個使用的德國車廠,使用者體驗
問題希望科技執法可以到什麼程度,使用者體驗
新聞賓士成為第一個使用的德國車廠,使用者體驗
新聞賓士宣布加入特斯拉充電規格明年,產品性價格面
問題取消汽車關稅的條件是什麼,產品性價格面
分享馬斯克籲豐田採用充電標準轉,投訴方面
問題選車詢問,使用者體驗
新聞向特斯拉學習豐田將採用一體化壓鑄,產品性價格面
討論對岸車企的不降價聯盟,產品性價格面
討論對岸車企的不降價聯盟,產品性價格面
菜單,使用者體驗
新聞年底臺北車展參與品牌名單揭露展區僅在南港展館樓,使用者體驗
分享馬斯克籲豐田採用充電標準轉,使用者體驗
新聞減價戰才停天就反悔中國撤回承諾書首,產品性價格面和安全性能面。
新聞美國電動車銷售成長放緩庫存積壓考驗,產品性價格面
分享寧德時代透過新材料將充電效率提高分,產品性價格面、安全性能面、使用者體驗
新聞台中爆發特斯拉蹭電仔亂停車格還充電,投訴方面、物流方面、配套方面、產品性價格面、安全性能面、使用者體驗
新聞台中爆發特斯拉蹭電仔亂停車格還充電,使用者體驗
新聞亞馬遜與合作投入電動貨運車隊進,產品性價格面
電車縱切蕃薯能成功嗎,使用者體驗
分享充電超慢稱應加入,使用者體驗
電車有人考慮過嗎,使用者體驗
心得老車很高的比例不貼隔熱紙,使用者體驗
電車有人考慮過嗎,使用者體驗
分享美電動車特斯拉擴大領先現代超車通用,產品性價格面
電車有人考慮過嗎,使用者體驗
討論太快交車會沒嗎,使用者體驗
電車縱切蕃薯能成功嗎,使用者體驗
問題為什麼中國車不能進口來台,產品性價格面
問題為什麼中國車不能進口來台,使用者體驗
討論台灣的日產鐵粉沒那麼多是不是都被裕隆拖累的,使用者體驗
電車縱切蕃薯能成功嗎,配套方面
新聞終於等到了特斯拉開始生產,產品性價格面
新聞懷疑妻討客兄老公怒開特斯拉連衝,使用者體驗
新聞北美車廠召回次數榜公布福特起最多影響車輛達萬,產品性價格面
新聞加入充電陣營,使用者體驗
討論改色膜材質跟顏色特斯拉,使用者體驗
新聞加入充電陣營,使用者體驗
新聞全自駕前景證實已和大型車廠洽談授權,產品性價格面
問題太常見的車會壓低品牌價值印象嗎,使用者體驗
新聞日系車廠第一槍宣布加入特斯拉充,產品性價格面
電車特斯拉車主的品性都這麼低劣嗎,使用者體驗
電車特斯拉車主的品性都這麼低劣嗎,使用者體驗
新聞代休旅大陸,產品性價格面
新聞午後降豪大雨南投竹山交流道淹成黃河,使用者體驗
新聞特斯拉塑料油門踏板斷裂美國論,使用者體驗
新聞不只全新也出現行駛中失去動力情況,安全性能面
新聞不只全新也出現行駛中失去動力情況,使用者體驗
新聞竹山暴雨淹成黃泥河特斯拉突圍衝水,安全性能面
新聞竹山暴雨淹成黃泥河特斯拉突圍衝水,安全性能面
新聞美國電動車市場銷售數字雖亮麗卻暗藏危,產品性價格面
新聞沒錢付開特斯拉男拔走隔壁槍充電車,使用者體驗
情報特斯拉塑料油門踏板斷裂,使用者體驗
分享魔咒纏身門鎖故障全面停,使用者體驗
討論特斯拉塑料油門踏板斷裂,使用者體驗
東港慢充友善環境,使用者體驗
討論廢物遠光燈仔,使用者體驗
心得新款心得,使用者體驗、產品性價格面、安全性能面
問題依重量收費合理嗎,產品性價格面
討論除特斯拉還有塑膠油電門的萬豪車嗎,使用者體驗
新聞傳預售萬起台灣福特車型,產品性價格面
新聞特斯拉將允許轉移到新車上並將投資,使用者體驗
新聞沒錢付開特斯拉男拔走隔壁槍充電車,投訴方面
討論納智捷最大的問題是不是研發,產品性價格面
心得代試駕感想雜談,使用者體驗、產品性價格面、安全性能面、投訴方面
新聞福斯擬砸億美元入股小鵬汽車成第三大,產品性價格面
討論目前電動車最好的選擇是特斯拉嗎,產品性價格面
新聞賓士等七大車廠合資北美充電網路公司,產品性價格面、使用者體驗、安全性能面
新聞等大車,產品性價格面
新聞,安全性能面
電車電動車下個世代升級會是什麼,使用者體驗
新聞特斯拉的多樣化獲利來源讓其跳脫只有,產品性價格面
新聞特斯拉里程也是快樂錶傳馬斯克親,產品性價格面
菜單豪華版,使用者體驗
轉錄中國人車都開挺好的,使用者體驗
電車一年駕駛心得,使用者體驗
電車綜,使用者體驗
心得燈具為什麼不統一規範,使用者體驗
電車開箱,使用者體驗、產品性價格面、安全性能面、物流方面
新聞國際產業瑪莎拉蒂永不捲入價格戰,產品性價格面
新聞新版內建自動輔助導航自駕功能,使用者體驗
新聞比缺晶片還可怕馬斯克預言年內全球將面臨缺電危機,產品性價格面
新聞桃園八德女騎中間車道左轉遭直行特斯拉,安全性能面
新聞福特將回頭擁抱混和動力,產品性價格面、使用者體驗、物流方面
情報電動野馬售價,產品性價格面
討論野馬的品牌定位在哪,使用者體驗
新聞正式預售價萬起,產品性價格面
電車颱風天最強的車應該只剩下特斯拉了吧,使用者體驗
新聞中彰快速道路傳火燒車老國民神車燒成廢,安全性能面
心得自修課冷排超髒清理,使用者體驗
新聞特斯拉新一代傳月登場超,產品性價格面
電車試駕心得,使用者體驗、產品性價格面
新聞福特執行長解釋特斯拉為何強大車廠沒人,產品性價格面
新聞福特執行長解釋特斯拉為何強大車廠沒人,產品性價格面
新聞福特執行長解釋特斯拉為何強大車廠沒人,產品性價格面。
電車當初為什麼政府會放特斯拉進來,投訴方面
問題為什麼電動車要用馬力課稅啊,使用者體驗
新聞福特執行長解釋特斯拉為何強大車廠沒人,產品性價格面
情報中國上半年各品牌汽車銷售量,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,安全性能面
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗、投訴方面
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,投訴方面、產品性價格面、安全性能面、使用者體驗
新聞新聞轎車駕駛不讓人還嗆聲演,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
討論高里程該選油車還是電車,使用者體驗
新聞自動駕駛又惹禍國轎車衝撞緩撞,使用者體驗
討論在停紅綠燈的時候會跟阿婆買玉蘭花嗎,使用者體驗
討論高里程該選油車還是電車,使用者體驗
情報新一代特斯拉新台幣萬,使用者體驗
討論高里程該選油車還是電車,使用者體驗
情報新一代特斯拉新台幣萬,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,使用者體驗
新聞影特斯拉提前亮燈右轉仍與擦撞,安全性能面
討論高里程該選油車還是電車,使用者體驗
新聞福斯上半年德國電動車賣贏特斯拉,產品性價格面
討論高里程該選油車還是電車,使用者體驗
新聞國高架轎車猛撞緩撞車車頭爛毀滿地碎,安全性能面
新聞德國電動車前七個月銷量成績特斯拉遭逆轉賓士搶下,產品性價格面
討論納智捷走路線結果會很不一樣吧,使用者體驗
問題為什麼竹北可以這麼多特斯拉,使用者體驗、產品性價格面、配套方面
新聞特斯拉出現資安問題報廢的竟被,安全性能面、使用者體驗
心得試乘心得,產品性價格面、使用者體驗
問題為什麼竹北可以這麼多特斯拉,使用者體驗
問題為什麼竹北可以這麼多特斯拉,使用者體驗
心得遲到半年的心得文,使用者體驗、產品性價格面、安全性能面
問題哪些品牌有手機鑰匙,產品性價格面
新聞歐洲暢銷七大品牌只剩一個能打及日韓系品牌取而代之,產品性價格面
問題台特可能改引進充電規格嗎,使用者體驗
新聞年中國電動車佔全球比例達至,
轉錄台灣人會願意買中國製的車子嗎,使用者體驗
問題在台灣以後到底要開油車還是電車省,使用者體驗
問題在台灣以後到底要開油車還是電車省,產品性價格面
討論特斯拉將用巨型鑄造降低成本,使用者體驗
討論特斯拉將用巨型鑄造降低成本,使用者體驗
問題為什麼竹北可以這麼多特斯拉,使用者體驗
問題為什麼竹北可以這麼多特斯拉,使用者體驗
問題在台灣以後到底要開油車還是電車省,使用者體驗
問題在台灣以後到底要開油車還是電車省,產品性價格面
問題為什麼竹北可以這麼多特斯拉,使用者體驗、產品性價格面、物流方面、投訴方面
新聞一次就降價萬里程也跟著減,產品性價格面
分享最近的德國油價從臉友借轉的,使用者體驗
新聞瑞銀首拆解比亞迪海豹發現超越特斯拉,投訴方面
分享中國政府公文等外國品牌被限制進出機密場所,安全性能面
討論欸特斯拉拔掉排檔撥桿矯枉過正了吧,使用者體驗
討論欸特斯拉拔掉排檔撥桿矯枉過正了吧,法律方面（無法提供法律建議或罰款相關資訊）
新聞法澳等地發現大規模天然氫,"
1. 投訴方面
2. 物流方面
3. 配套方面
4. 產品性價格面
5. 安全性能面
6. 使用者體驗"
市調汽車車主市調訪問車馬費元,投訴方面
問題和電車每天都要充電嗎,使用者體驗
討論關於跟的抉擇天人交戰,使用者體驗
討論關於跟的抉擇天人交戰,使用者體驗
新聞中國超兇狠數據曝光,產品性價格面、安全性能面、使用者體驗
討論電動為什麼要抄襲神,使用者體驗
問題請問有人豐田出保過傳動軸嗎,安全性能面
討論近期到農曆年購車選擇障礙討論,使用者體驗
問題現在女生要做麼職業才開得起萬保時捷,使用者體驗
心得開箱,產品性價格面、使用者體驗、安全性能面
新聞國內充電規格一年後,產品性價格面
新聞進入電動車時代特斯拉和中國正席捲市,"
- 投訴方面：服務差、態度不好
- 物流方面：如電動車等貨待久、維修零件等待久
- 配套方面：如充電樁數量、維修站數量
- 產品性價格面：如便宜、划算、昂貴等
- 安全性能面：電動車過熱、火燒車、爆炸、暴衝、失控等
- 使用者體驗：品質公差、電池低溫耗電快等"
問題台灣怎麼沒人代理中國電動車,產品性價格面
討論今年是盤子元年嗎,使用者體驗
問題阿爾法怎麼變成座車,產品性價格面
問題路邊違停口罩遮車牌,使用者體驗
問題特斯拉的四驅跟的四驅一樣嗎,使用者體驗
心得,使用者體驗
討論特斯拉在台灣還算佛了吧,產品性價格面
新聞全新電動車技術曝光續航超過,產品性價格面
討論特斯拉會自己按喇叭還停不下來,安全性能面
問題有那些車子可以用鑰匙或發動引擎,使用者體驗
新聞中國旗艦電動車參加麋鹿測試被打回原形,使用者體驗
問題車禍對方已讀不回怎麼辦,投訴方面
