artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2024-04-08 20:24:04,新聞特斯拉車主注意電動車保單要來了風險,原文連結原文內容特斯拉車主注意電動車保單要來了風險列額外加保經濟日報記者廖珮君台北即時報導特斯拉等電動車保單今年將問世金管會核定電動車專屬保單參考條款七月起上路主險比照一般車險外電動車最關鍵的電池自燃及充電期間如充電樁爆炸等三大風險全列額外加保項目參考費率將在第季底前完成最快今年底前將有電動車保單問世產業者指出電動車三大關鍵風險全列額外加保項目保費恐不便宜如電動車最怕電池漏液一旦漏液就會起火燃燒一燒都度高溫噴水都滅不了直到車子燒盡幾乎等同全損是產險業最怕的風險但業者也說目前國內電動車仍是投保一般車險投保件數損率等資料有限各家參考費率可能會先以國外經驗值來估算很難判斷費率高低依金管會核定電動車保單專屬條款僅承保純電動車不含油電混合車主險比照一般車險包括甲乙丙式等車體險竊盜險意外險第三人責任險額外加保險種則有三項一車體險電池自燃附加條款是指單純電池自燃或爆炸導致車損二車體險充電期間附加條款是指車主在充電時充電樁爆炸造成車損三汽車第三人責任險充電期間附加條款是指充電時充電樁爆炸造成旁人旁車損失的賠償責任其中車體險電池自燃的車損若是因撞擊意外導致電池漏液自燃爆炸則屬主險的車體險範圍不能列除外責任如兩車相撞因導致電動車電池自燃爆炸果該車主若有投保丙式車碰車車體險時就可獲理賠但若只是車子停在那裡電池卻自燃爆炸就屬除外責任車主得額外加保電池自燃車體險否就無法獲得理賠台灣最熱賣的純電動車包括特斯拉奧迪等目前仍是投保一般車險屬燃油車條款產險業者希望純電動車專屬保單問世後可將純電動車納保才能真正提供合理對價和周延保障金管會也指出電動車與傳統汽車相較在結構面動能維修技術及風險態樣等四大項目都有顯著差異因此電動車損失頻率事故發生率損失幅度理賠金額已無法依循傳統汽車的評估方式認為推動電動車專屬保單有其必要性金管會表示推動電動車專屬保單有兩大效益一可區隔觀察與一般汽車損失率的經驗資料據以分析評估符合電動車的風險二累積新型態風險的統計值進而分別就電動車與一般燃油車提供合理對價及更周延保障公平對待不同風險的車種心得說明字以上如果依照美國的經驗那保費不便宜了特斯拉一體成型車體險大概也會高出其它電動車不少,原文連結原文內容特斯拉車主注意電動車保單要來了風險列額外加保經濟日報記者廖珮君台北即時報導特斯拉等電動車保單今年將問世金管會核定電動車專屬保單參考條款七月起上路主險比照一般車險外電動車最關鍵的電池自燃及充電期間如充電樁爆炸等三大風險全列額外加保項目參考費率將在第季底前完成最快今年底前將有電動車保單問世產業者指出電動車三大關鍵風險全列額外加保項目保費恐不便宜如電動車最怕電池漏液一旦漏液就會起火燃燒一燒都度高溫噴水都滅不了直到車子燒盡幾乎等同全損是產險業最怕的風險但業者也說目前國內電動車仍是投保一般車險投保件數損率等資料有限各家參考費率可能會先以國外經驗值來估算很難判斷費率高低依金管會核定電動車保單專屬條款僅承保純電動車不含油電混合車主險比照一般車險包括甲乙丙式等車體險竊盜險意外險第三人責任險額外加保險種則有三項一車體險電池自燃附加條款是指單純電池自燃或爆炸導致車損二車體險充電期間附加條款是指車主在充電時充電樁爆炸造成車損三汽車第三人責任險充電期間附加條款是指充電時充電樁爆炸造成旁人旁車損失的賠償責任其中車體險電池自燃的車損若是因撞擊意外導致電池漏液自燃爆炸則屬主險的車體險範圍不能列除外責任如兩車相撞因導致電動車電池自燃爆炸果該車主若有投保丙式車碰車車體險時就可獲理賠但若只是車子停在那裡電池卻自燃爆炸就屬除外責任車主得額外加保電池自燃車體險否就無法獲得理賠台灣最熱賣的純電動車包括特斯拉奧迪等目前仍是投保一般車險屬燃油車條款產險業者希望純電動車專屬保單問世後可將純電動車納保才能真正提供合理對價和周延保障金管會也指出電動車與傳統汽車相較在結構面動能維修技術及風險態樣等四大項目都有顯著差異因此電動車損失頻率事故發生率損失幅度理賠金額已無法依循傳統汽車的評估方式認為推動電動車專屬保單有其必要性金管會表示推動電動車專屬保單有兩大效益一可區隔觀察與一般汽車損失率的經驗資料據以分析評估符合電動車的風險二累積新型態風險的統計值進而分別就電動車與一般燃油車提供合理對價及更周延保障公平對待不同風險的車種心得說明字以上如果依照美國的經驗那保費不便宜了特斯拉一體成型車體險大概也會高出其它電動車不少,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2024-04-08 23:02:01,討論台灣福特還有搞頭,身為三任福特車主一個月電動馬駕駛經驗代現在進行式去年在美國開了快一個月的應該有人權來分享一下美國福特和台福的差別開兩年壞了電磁閥開兩年剛牽車就遇到遇到拉索異音之亂回原廠四五次原廠找不出問題最後還是自己找出來源解決幾年前在社團發文解決方式的就是我代開兩年到現在頭好壯壯不知道是不是進口的關係問題比較少另外在美國開一個月論軟體和充電便利性被在美國朋友的特斯拉按在地板上摩擦優點是續航里程其實跟顯示螢幕上幾乎一樣電動馬滿電可以跑大概公里左右還有一言不合就秒的加速真的爽我認為福特要把自己招牌砸到倒閉是不可能啦在美國跟一些福特車主聊天蠻多都是對福特這個品牌無感但對野馬和是發自內心的喜愛只要福特沒搞砸這兩塊福特在世界所有品牌中就還是會有他的一席之地電動的野馬和實在說不上成功去年在美國就有聽聞福特會調整策略走油電至於台福嗎老實說身為兩台車主對台福的後勤還是覺得有很大的進步空間像拉索異音可以原廠弄一個禮拜到頭來找不出問題還要我自己解決人生的兩台國產都曾進過維修廠反而進口的野馬完全沒問題而且保養基本上只比多貴了瓶機油的錢我實在是不知道問題出在哪另外安全性方面麻我親自幫大家試過了在高速被後方疲勞駕駛追撞翻車撞我的神整個柱都扁了駕駛還全身血我只有手輕微擦傷而已這是為什麼第二台我還是買的原因哈最後我想對台福說一手好牌也可以打成這樣台福加油點好嗎,身為三任福特車主一個月電動馬駕駛經驗代現在進行式去年在美國開了快一個月的應該有人權來分享一下美國福特和台福的差別開兩年壞了電磁閥開兩年剛牽車就遇到遇到拉索異音之亂回原廠四五次原廠找不出問題最後還是自己找出來源解決幾年前在社團發文解決方式的就是我代開兩年到現在頭好壯壯不知道是不是進的關係問題比較少另外在美國開一個月論軟體和充電便利性被在美國朋友的特斯拉按在地板上摩擦優點是續航里程其實跟顯示螢幕上幾乎一樣電動馬滿電可以跑大概公里左右還有一言不合就秒的加速真的爽我認為福特要把自己招牌砸到倒閉是不可能啦在美國跟一些福特車主聊天蠻多都是對福特這個品牌無感但對野馬和是發自內心的喜愛只要福特沒搞砸這兩塊福特在世界所有品牌中就還是會有他的一席之地電動的野馬和實在說不上成功去年在美國就有聽聞福特會調整策略走油電至於台福嗎老實說身為兩台車主對台福的後勤還是覺得有很大的進步空間像拉索異音可以原廠弄一個禮拜到頭來找不出問題還要我自己解決人生的兩台國產都曾進過維修廠反而進的野馬完全沒問題而且保養基本上只比多貴了瓶機油的錢我實在是不知道問題出在哪另外安全性方面麻我親自幫大家試過了在高速被後方疲勞駕駛追撞翻車撞我的神整個柱都扁了駕駛還全身血我只有手輕微擦傷而已這是為什麼第二台我還是買的原因哈最後我想對台福說一手好牌也可以打成這樣台福加油點好嗎,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面"",}",,
2024-04-09 02:08:58,問題想找萬以內最安靜的車,我真的會笑死明明有特斯拉的預算結果一堆人推納智捷是三小一個外銷爛到爆的車只能靠本土死忠粉硬撐還好意思推嗎這是死道友不死貧道的概念不要因為錢不是你出就在這邊亂搞一通欸萬預算買納智捷腦袋燒壞能買到純電技術頂尖特斯拉你給我推納智捷就好像有預算結果推一個真的太扯小心天打雷劈,我真的會笑死明明有特斯拉的預算結果一堆人推納智捷是三小一個外銷爛到爆的車只能靠本土死忠粉硬撐還好意思推嗎這是死道友不死貧道的概念不要因為錢不是你出就在這邊亂搞一通欸萬預算買納智捷腦袋燒壞能買到純電技術頂尖特斯拉你給我推納智捷就好像有預算結果推一個真的太扯小心天打雷劈,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2024-04-09 09:49:54,新聞前蘋果工程師啟動半自駕自撞慘死特,原文連結原文內容前蘋果工程師啟動半自駕自撞慘死特斯拉與家屬和解聯合報編譯徐榆涵即時報導一名前蘋果工程師年駕駛特斯拉車輛時啟用自動輔助駕駛模式結果發生自撞身亡意外特斯拉日與死者家屬達成庭外和解報導美國加州矽谷蘋果工程師黃沃特年月日駕駛特斯拉在北加州一條高速公路上結果車子失控撞上分隔島身亡美國國家運輸安全委員會調查發現在車輛自撞前曾開啟將近分鐘的自動輔助駕駛模式以時速英里約公里的速度偏離高速公路車道特斯拉日與黃沃特家屬達成和解但和解內容並未揭露特斯拉與黃沃特家屬代表也未對此回應心得說明字以上為什麼需要和解特斯拉是有怎樣的過錯之前家屬是提告自駕系統有缺陷現在應該改善很多了吧,原文連結原文內容前蘋果工程師啟動半自駕自撞慘死特斯拉與家屬和解聯合報編譯徐榆涵即時報導一名前蘋果工程師年駕駛特斯拉車輛時啟用自動輔助駕駛模式結果發生自撞身亡意外特斯拉日與死者家屬達成庭外和解報導美國加州矽谷蘋果工程師黃沃特年月日駕駛特斯拉在北加州一條高速公路上結果車子失控撞上分隔島身亡美國國家運輸安全委員會調查發現在車輛自撞前曾開啟將近分鐘的自動輔助駕駛模式以時速英里約公里的速度偏離高速公路車道特斯拉日與黃沃特家屬達成和解但和解內容並未揭露特斯拉與黃沃特家屬代表也未對此回應心得說明字以上為什麼需要和解特斯拉是有怎樣的過錯之前家屬是提告自駕系統有缺陷現在應該改善很多了吧,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-09 15:49:55,情報特斯拉要來台灣了,電科技的貼文特斯拉自動駕駛資料收集的車隊在台灣搜集資料中基本上這個車隊是幫搜集路況用來訓練使用的難道完整版的終於要來台灣開放了嗎,電科技的貼文特斯拉自動駕駛資料收集的車隊在台灣搜集資料中基本上這個車隊是幫搜集路況用來訓練使用的難道完整版的終於要來台灣開放了嗎,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2024-04-09 19:19:21,問題預算萬轎車推薦,目前開的是的當時只看了一款就下訂因此接觸過的車款蠻少的最近到了想要提高安全性的年紀想來詢問萬左右的推薦轎車我一週開三天市區道路上下班一個月往返新竹台北約兩趟幾個月會有一次長程旅行沒有育兒計畫不常載客所以不重視後座空間前座都是一般體型個人重視的條件依序為輔助駕駛車內人的安全性妥善率內裝不要太塑膠之前去看過馬三和皇冠覺得馬三不錯但內裝好像還好不知道有沒有更好的選擇特斯拉試駕後覺得很讚但爆預算想請問各位先進在這個預算帶有沒有推薦的車款或建議的賞車方向感激不盡,目前開的是的當時只看了一款就下訂因此接觸過的車款蠻少的最近到了想要提高安全性的年紀想來詢問萬左右的推薦轎車我一週開三天市區道路上下班一個月往返新竹台北約兩趟幾個月會有一次長程旅行沒有育兒計畫不常載客所以不重視後座空間前座都是一般體型個人重視的條件依序為輔助駕駛車內人的安全性妥善率內裝不要太塑膠之前去看過馬三和皇冠覺得馬三不錯但內裝好像還好不知道有沒有更好的選擇特斯拉試駕後覺得很讚但爆預算想請問各位先進在這個預算帶有沒有推薦的車款或建議的賞車方向感激不盡,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",""推薦車款"": [""馬三"",""皇冠"",""特斯拉""],""賞車方向"": ""輔助駕駛、安全性妥善率、內裝""}",,
2024-04-10 12:40:02,問題預算以內每日通勤公里車輛推薦,請問大家因工作需要每日通勤工作來回共公里單趟高速公路公里大概小時請問是否有推薦的車款目前看中現代油電家裡為透天可安裝電動車之充電樁也有考慮特斯拉但車價有點爆預算請問各位大大會如何選擇預算約以內平日上班以女性車主使用為主假日一家四口使用希望省點油錢安全為主謝謝感謝大家的建議補充說明因為工作地點鄰近在國郊區故沒有大眾交通工具可搭乘再者考量家庭因素不考慮租屋家裡位置上交流道分鐘以內所以還是以通勤需求作為本次購入第二台車的考量目前家人還有另一台汽油車謝謝請問是否有特斯拉其他電動車的車主可以提供實際駕駛心得謝謝,請問大家因工作需要每日通勤工作來回共公里單趟高速公路公里大概小時請問是否有推薦的車款目前看中現代油電家裡為透天可安裝電動車之充電樁也有考慮特斯拉但車價有點爆預算請問各位大大會如何選擇預算約以內平日上班以女性車主使用為主假日一家四使用希望省點油錢安全為主謝謝感謝大家的建議補充說明因為工作地點鄰近在國郊區故沒有大眾交通工具可搭乘再者考量家庭因素不考慮租屋家裡位置上交流道分鐘以內所以還是以通勤需求作為本次購入第二台車的考量目前家人還有另一台汽油車謝謝請問是否有特斯拉其他電動車的車主可以提供實際駕駛心得謝謝,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2024-04-10 13:54:41,問題預算以內每日通勤公里車輛推薦,也不用考慮新的沒有方向桿沒有排檔桿除了多了後排螢幕以及通風椅這兩項有感誘因其餘選舊款就很夠你用現在因為大改舊款值超級香下面一堆年的都在你的預算範圍左右省油錢省心保養現在至少前都免稅家有充電樁除了爽還是爽,也不用考慮新的沒有方向桿沒有排檔桿除了多了後排螢幕以及通風椅這兩項有感誘因其餘選舊款就很夠你用現在因為大改舊款值超級香下面一堆年的都在你的預算範圍左右省油錢省心保養現在至少前都免稅家有充電樁除了爽還是爽,"{""文章分類"": ""性價比方面"",""情緒"": ""正面""}",,
2024-04-10 16:37:26,討論特斯拉的這個操作竟然超越了老司機,自創虛擬實境真不錯已經可以有意識的判斷行人動態還會停等如不過馬路也會自動跟上遇到會車時也由判斷停讓夾鏈會車等近期特斯拉台灣的正在大量投放測試中相信也也快上線啦真期待傳統車廠加油不要讓面板只是面板只有程式制式的輔駕目前看起來最有希望的就啦可惜尚無聯網服務遠端遙控車況專有超充站雙牛馬蛙加油讓電池車變智能電車如果只是想加速貼背其實就沒差啦電池車都很快未來要打贏的低價策略就只能靠更強大的自駕和功能吧是嗎感覺上這是大陸裡比較中肯的了,自創虛擬實境真不錯已經可以有意識的判斷行人動態還會停等如不過馬路也會自動跟上遇到會車時也由判斷停讓夾鏈會車等近期特斯拉台灣的正在大量投放測試中相信也也快上線啦真期待傳統車廠加油不要讓面板只是面板只有程式制式的輔駕目前看起來最有希望的就啦可惜尚無聯網服務遠端遙控車況專有超充站雙牛馬蛙加油讓電池車變智能電車如果只是想加速貼背其實就沒差啦電池車都很快未來要打贏的低價策略就只能靠更強大的自駕和功能吧是嗎感覺上這是大陸裡比較中肯的了,"{""文章分類"":""使用者體驗"",""情緒"":""正面"",}",,
2024-04-11 07:14:40,新聞拜登中國的政策會讓中國汽車充斥美國市場美商務部已,其實資安就只是藉口阿舉個最簡單的例子華為設備從頭到尾也沒人能證實真的有資安風險但沒辦法中國做出來的東西有點便宜習大大又壞壞所以只能先掉不然市佔率太高影響到本土企業和國家基礎建設就有點麻煩或又像這種東西從頭到尾也沒人能證實有資安疑慮頂多就是很多人覺得低能影片會弱智化下一代但這件事情我是持懷疑的態度就是畢竟低能影片不存在的時代弱智也沒少到哪裡去你說那些跑酷拜託以前一堆屁孩早就玩瘋了好嗎直接玩跳火車遊戲摔死的回到電動車這議題什麼資安基本上都只是藉口而已主要原因還是中國在電動車真的是太強了美國靠一家在撐日本在這領域中完全被打趴在中國市場能存活下來的很像大逃殺遊戲裡面勝出的強者夠龜成本控制技巧夠好產品力強冷血無情市場判斷精準丟到一堆菜雞裡面隨便都屠殺偏偏中國又是全世界幾乎可以說軟體和第二強的國家台灣可能在某些部分勝過中國像是開發點麵線預算的部分主要是資訊和數據蒐集太方便了然後就被各種禁令完整且超有競爭力的供應鏈外加上極強的軟體實力工程師的各種爆肝搞出高速的換代和更新其實也超爆肝但是一家公司是一個國家都在爆肝就舉個例子好了中國車機系統大概是兩周就一次同一台歐系車國際板軟體大概是周一個穩定度還不輸功能性強很多我知道有人一定會很玻璃心說中國軟體和才沒那麼強抱歉對岸就是這麼強假如不強幹嘛設下一堆額外禁令其中多數的理由還是很模糊且沒有證據的狀態但你說要完全禁止中國電動車嗎這是另外一個層面的思考因為這樣說好了一個有競爭力的產品進入市場也不全然是壞事在合理的掌控下不要讓他獨佔對消費者和產業都是有益處的事實上中國也早就低頭了各種採購農產品買波音減少出口鋼鐵等等嘴巴很硬身體倒是很誠實啦美國車廠面對最大的問題其實是自己龐大的養老金退休金債務還漲了一波是要怎麼有競爭力呢爆肝就可以很快阿就跟一樣你爆肝輪就可以調整產線達到高良率和高效率也是爆肝爆出來的好嗎大哥我覺得你不用在這邊談這些啦其實你就把目前產品力展現給大家比較好很多人就靠偏見在建立價值觀的回到市場和競爭議題吧宗教戰爭其實那麼好化解就好了其實你不能這樣說這演算法能讓抖音那麼多人用就代表他走的方向是對的人家是面向市場的產品不是科學研究產品不過主題偏了這是車板啦抖音和宗教已經超出範疇惹,其實資安就只是藉阿舉個最簡單的例子華為設備從頭到尾也沒人能證實真的有資安風險但沒辦法中國做出來的東西有點便宜習大大又壞壞所以只能先掉不然市佔率太高影響到本土企業和國家基礎建設就有點麻煩或又像這種東西從頭到尾也沒人能證實有資安疑慮頂多就是很多人覺得低能影片會弱智化下一代但這件事情我是持懷疑的態度就是畢竟低能影片不存在的時代弱智也沒少到哪裡去你說那些跑酷拜託以前一堆屁孩早就玩瘋了好嗎直接玩跳火車遊戲摔死的回到電動車這議題什麼資安基本上都只是藉而已主要原因還是中國在電動車真的是太強了美國靠一家在撐日本在這領域中完全被打趴在中國市場能存活下來的很像大逃殺遊戲裡面勝出的強者夠龜成本控制技巧夠好產品力強冷血無情市場判斷精準丟到一堆菜雞裡面隨便都屠殺偏偏中國又是全世界幾乎可以說軟體和第二強的國家台灣可能在某些部分勝過中國像是開發點麵線預算的部分主要是資訊和數據蒐集太方便了然後就被各種禁令完整且超有競爭力的供應鏈外加上極強的軟體實力工程師的各種爆肝搞出高速的換代和更新其實也超爆肝但是一家公司是一個國家都在爆肝就舉個例子好了中國車機系統大概是兩周就一次同一台歐系車國際板軟體大概是周一個穩定度還不輸功能性強很多我知道有人一定會很玻璃心說中國軟體和才沒那麼強抱歉對岸就是這麼強假如不強幹嘛設下一堆額外禁令其中多數的理由還是很模糊且沒有證據的狀態但你說要完全禁止中國電動車嗎這是另外一個層面的思考因為這樣說好了一個有競爭力的產品進入市場也不全然是壞事在合理的掌控下不要讓他獨佔對消費者和產業都是有益處的事實上中國也早就低頭了各種採購農產品買波音減少出鋼鐵等等嘴巴很硬身體倒是很誠實啦美國車廠面對最大的問題其實是自己龐大的養老金退休金債務還漲了一波是要怎麼有競爭力呢爆肝就可以很快阿就跟一樣你爆肝輪就可以調整產線達到高良率和高效率也是爆肝爆出來的好嗎大哥我覺得你不用在這邊談這些啦其實你就把目前產品力展現給大家比較好很多人就靠偏見在建立價值觀的回到市場和競爭議題吧宗教戰爭其實那麼好化解就好了其實你不能這樣說這演算法能讓抖音那麼多人用就代表他走的方向是對的人家是面向市場的產品不是科學研究產品不過主題偏了這是車板啦抖音和宗教已經超出範疇惹,"{""文章分類"": ""安全性方面"",""情緒"": ""複雜"",}",,
2024-04-11 15:06:20,情報特斯拉開始在歐洲上架了,特斯拉開始在歐洲某些國家上架了長續航後驅版本的比利時特斯拉的的購買頁面續航里程公里加速秒最高時速另外如果沒意外的話長續航後驅應該就是使用其他版本有沒有跟進還不知道但是應該沒意外都會跟進換成,特斯拉開始在歐洲某些國家上架了長續航後驅版本的比利時特斯拉的的購買頁面續航里程公里加速秒最高時速另外如果沒意外的話長續航後驅應該就是使用其他版本有沒有跟進還不知道但是應該沒意外都會跟進換成,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2024-04-12 02:25:58,討論中國汽車有資安疑慮嗎,員工分享上傳到的車內攝影車內鏡頭被破解有片睇黑客放出多段車廂內影片笑死人某些中國黑真的下作這種都是資安問題不會有哪一家車商會希望自家上傳的影片被流出中國車黑抓到就一鍋黑在那無腦臭可憐啊,員工分享上傳到的車內攝影車內鏡頭被破解有片睇黑客放出多段車廂內影片笑死人某些中國黑真的下作這種都是資安問題不會有哪一家車商會希望自家上傳的影片被流出中國車黑抓到就一鍋黑在那無腦臭可憐啊,"{""文章分類"": ""安全性方面"",""情緒"": ""負面""}",,
2024-04-12 08:42:11,新聞開啟自動輔助駕駛還是撞了國道追,特斯拉車主群有一份撞緩撞車的統計名單上面前三品牌是第一和並列第二你說的理論根本不存在除了特斯拉以外另一個沒撞過的品牌是也是利用全視覺去辨識雷達的辨識距離比較短我看過幾支豐田撞緩撞車的影片都是煞車燈先亮但還是煞不住撞上去所以我個人是站在高速公路要擺三角錐這一派一定會有人出來靠北說三角錐誰來收做一支機械手臂不就好了撞這麼多台緩撞車都能做多少支機械手臂了另外我建議有輔助駕駛的車主不要用經濟胎半熱熔裝起來吵一點但煞車距離短一點可以救你的車看清楚我有說機械手臂沒,特斯拉車主群有一份撞緩撞車的統計名單上面前三品牌是第一和並列第二你說的理論根本不存在除了特斯拉以外另一個沒撞過的品牌是也是利用全視覺去辨識雷達的辨識距離比較短我看過幾支豐田撞緩撞車的影片都是煞車燈先亮但還是煞不住撞上去所以我個人是站在高速公路要擺三角錐這一派一定會有人出來靠北說三角錐誰來收做一支機械手臂不就好了撞這麼多台緩撞車都能做多少支機械手臂了另外我建議有輔助駕駛的車主不要用經濟胎半熱熔裝起來吵一點但煞車距離短一點可以救你的車看清楚我有說機械手臂沒,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-12 12:07:44,電車道路測試超越億英里自駕壟斷,應該是最近交車即配送試用讓大規模道路測試使用者數據暴增也即將到達級別自駕目前還有的和百度但礙於無法聯網沒辦法大量且即時的蒐集使用者數據相信離台灣特斯拉開放的日子越來越近了趕快上線吧目前輔駕體驗良好開在一般道路如遇狀況也隱隱感到方向盤在微調修正大家加油競爭吧加油加油有夢最美笑他傻瓜好吧有限區域的也算他有好了是的幹大事前要頂住被人嘲笑的勇氣,應該是最近交車即配送試用讓大規模道路測試使用者數據暴增也即將到達級別自駕目前還有的和百度但礙於無法聯網沒辦法大量且即時的蒐集使用者數據相信離台灣特斯拉開放的日子越來越近了趕快上線吧目前輔駕體驗良好開在一般道路如遇狀況也隱隱感到方向盤在微調修正大家加油競爭吧加油加油有夢最美笑他傻瓜好吧有限區域的也算他有好了是的幹大事前要頂住被人嘲笑的勇氣,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",,
2024-04-12 14:02:16,電車道路測試超越億英里自駕壟斷,自動駕駛離現在太遙遠了暫時開放的機會不大但是有個東西現在很常見了好一點的車都有就是自動停車跟遙控前進後退有些自動停車可以下車讓車子自己去停那如果自動停車的跟遙控前進後退的過程發生事故是誰要負責呢車上沒有人的話有之前的案例嗎,自動駕駛離現在太遙遠了暫時開放的機會不大但是有個東西現在很常見了好一點的車都有就是自動停車跟遙控前進後退有些自動停車可以下車讓車子自己去停那如果自動停車的跟遙控前進後退的過程發生事故是誰要負責呢車上沒有人的話有之前的案例嗎,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-12 15:44:00,問題自駕跟智慧駕駛為什麼只討論電車,小弟覺得因為自動駕駛研發大本營新創都在加州或是中國像是華為然後剛好這兩個又是電車大本營所以會這樣聯繫假如今天自動駕駛的大本營新創都在德國歐洲那就會跟油車綁在一起了,小弟覺得因為自動駕駛研發大本營新創都在加州或是中國像是華為然後剛好這兩個又是電車大本營所以會這樣聯繫假如今天自動駕駛的大本營新創都在德國歐洲那就會跟油車綁在一起了,"{""文章分類"":""安全性方面"",""情緒"":""中性"",}",,
