artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2024-04-13 11:29:54,電車撞壞冷卻管卻要換大電池,就電池模組的冷卻塑膠接頭損壞如果以高標準來講自然是整個模組換掉會比較安心要單獨修那個接頭原廠沒提供樣的服務不過國外的外厰是有在修的成本不算工時只算材料費可能就台幣幾百塊而已吧這種東西就像你買了台貴鬆鬆的進口車開沒公里半路變速箱就跳怪手回原廠要他處理他會要你換一棵新的變速箱但如果去外厰他幫你把變速箱解體裡面可能換個零件彈簧或是閥體給他鎖緊就搞定了材料成本可能也是幾百塊不到但只開公里的新車就看你能不能接受給外厰這樣搞了特斯拉外厰維修這塊就看台灣有哪家廠商有能力做起來囉,就電池模組的冷卻塑膠接頭損壞如果以高標準來講自然是整個模組換掉會比較安心要單獨修那個接頭原廠沒提供樣的服務不過國外的外厰是有在修的成本不算工時只算材料費可能就台幣幾百塊而已吧這種東西就像你買了台貴鬆鬆的進車開沒公里半路變速箱就跳怪手回原廠要他處理他會要你換一棵新的變速箱但如果去外厰他幫你把變速箱解體裡面可能換個零件彈簧或是閥體給他鎖緊就搞定了材料成本可能也是幾百塊不到但只開公里的新車就看你能不能接受給外厰這樣搞了特斯拉外厰維修這塊就看台灣有哪家廠商有能力做起來囉,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2024-04-13 23:20:56,新聞陸電動車疑偷拍女車主禁畫面瘋傳,原文連結原文內容陸電動車疑偷拍女車主禁畫面瘋傳業者急回應已報警中國電動車近期的研發技術不斷讓人驚艷其先進的技術以及相對便宜的售價都讓特斯拉相形失色他們的造車技術幾乎讓海內外震驚不過日前有中國電動車品牌爆發了爭議他們似乎透過車內鏡頭蒐集車主的隱私該隱私內容甚至在網路上瘋傳讓許多人質疑該品牌是否注重用戶的隱私根據南方都市報的報導指出有網友上傳一張疑似女車主在車內自的照片且照片下方還清楚出現高合汽車的廠徽時間與車型等資料這位網友質疑到車內鏡頭的數據應該都存在本地為何會被發至雲端消息曝光之後不少網友質疑高合汽車洩漏了車主的隱私而高合汽車再官方對外聲明車主社團和各社交媒體中散播車內鏡頭照片洩漏事件絕對不存在官方獲取或洩漏相關圖片從後台技術或法律上都無法遠程拿到車主影像高合汽車強調他們會保護好用戶的隱私和任何相關資料車機的數據會滿足國家資訊安全的要求也請大眾不要相信謠言對於造謠以及侵犯用戶私密訊息的行為已經報警和採取必要的法律手段以保護品牌不受到謠言的侵害另外也有聲音傳出車內的影像來源其實是車主自己錄製影片出現的資訊極有可能是駕駛自己錄製與高合汽車的數據資料沒有太多關係然而此事件無論如何都對品牌產生負面影響尤其該品牌目前身處於破產邊緣營運困難中又爆出爭議事件無疑是對前景雪上加霜心得說明字以上為什麼很少車廠鏡頭對油門跟煞車我很想知道那些爆衝的車輛到底是踩錯還是原廠故障如果對車內的不知道鏡頭可不可以貼起來,原文連結原文內容陸電動車疑偷拍女車主禁畫面瘋傳業者急回應已報警中國電動車近期的研發技術不斷讓人驚艷其先進的技術以及相對便宜的售價都讓特斯拉相形失色他們的造車技術幾乎讓海內外震驚不過日前有中國電動車品牌爆發了爭議他們似乎透過車內鏡頭蒐集車主的隱私該隱私內容甚至在網路上瘋傳讓許多人質疑該品牌是否注重用戶的隱私根據南方都市報的報導指出有網友上傳一張疑似女車主在車內自的照片且照片下方還清楚出現高合汽車的廠徽時間與車型等資料這位網友質疑到車內鏡頭的數據應該都存在本地為何會被發至雲端消息曝光之後不少網友質疑高合汽車洩漏了車主的隱私而高合汽車再官方對外聲明車主社團和各社交媒體中散播車內鏡頭照片洩漏事件絕對不存在官方獲取或洩漏相關圖片從後台技術或法律上都無法遠程拿到車主影像高合汽車強調他們會保護好用戶的隱私和任何相關資料車機的數據會滿足國家資訊安全的要求也請大眾不要相信謠言對於造謠以及侵犯用戶私密訊息的行為已經報警和採取必要的法律手段以保護品牌不受到謠言的侵害另外也有聲音傳出車內的影像來源其實是車主自己錄製影片出現的資訊極有可能是駕駛自己錄製與高合汽車的數據資料沒有太多關係然而此事件無論如何都對品牌產生負面影響尤其該品牌目前身處於破產邊緣營運困難中又爆出爭議事件無疑是對前景雪上加霜心得說明字以上為什麼很少車廠鏡頭對油門跟煞車我很想知道那些爆衝的車輛到底是踩錯還是原廠故障如果對車內的不知道鏡頭可不可以貼起來,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-14 10:37:57,討論功能比較強還是特斯拉,現在車幾乎都有智慧巡航功能其中公認最強的應該就屬的和特斯拉的自駕系統各位大神車主輪功能比較強還是特斯拉呢或是其實有其他更強的牌子呢,現在車幾乎都有智慧巡航功能其中公認最強的應該就屬的和特斯拉的自駕系統各位大神車主輪功能比較強還是特斯拉呢或是其實有其他更強的牌子呢,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",""智慧巡航功能"": {""特斯拉自駕系統"": ""公認最強"",""其他牌子"": ""有更強的牌子""}}",,
2024-04-14 11:38:47,問題,請問一下因為家裡有需求想要買一台想問近期有什麼優惠嗎或者什麼時候台灣會有的謝謝,請問一下因為家裡有需求想要買一台想問近期有什麼優惠嗎或者什麼時候台灣會有的謝謝,"{""文章分類"":""服務方面"",""情緒"":""正面"",""優惠資訊"":null,""優惠時間"":null}",,
2024-04-14 12:20:40,討論六關西車聚,感謝房間哥發起車聚本來我打算八點準時到結果修車修太晚過來路上電不夠又要充電到的時候已經點了本來以為自己是最晚到結果還有比我晚的這次現場看到大改外觀超原廠引擎蓋沒打開根本不知道有改結果引擎蓋也是卡崩再來是兩台車牌北宜快車鴨現在鴨滿街都是我是說各大山路這一年跑山遇到新款日系車十台有九台豐田剩下一台馬自達不討論因為開玩笑的新款馬自達扣除真的少跟新款比例大概我雖然太晚到但據現場鄉民敘述新跟也是的比例這次比較神奇的是瑞典車都比英國車還要多不是說在台灣英國車賣很好嗎怎麼一台都沒看到車版果然是反指標另外特斯拉只有我一台看來各位老闆都賺錢換車了只有我沒賺以上是我的心得補上一張,感謝房間哥發起車聚本來我打算八點準時到結果修車修太晚過來路上電不夠又要充電到的時候已經點了本來以為自己是最晚到結果還有比我晚的這次現場看到大改外觀超原廠引擎蓋沒打開根本不知道有改結果引擎蓋也是卡崩再來是兩台車牌北宜快車鴨現在鴨滿街都是我是說各大山路這一年跑山遇到新款日系車十台有九台豐田剩下一台馬自達不討論因為開玩笑的新款馬自達扣除真的少跟新款比例大概我雖然太晚到但據現場鄉民敘述新跟也是的比例這次比較神奇的是瑞典車都比英國車還要多不是說在台灣英國車賣很好嗎怎麼一台都沒看到車版果然是反指標另外特斯拉只有我一台看來各位老闆都賺錢換車了只有我沒賺以上是我的心得補上一張,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面""}",,
2024-04-14 17:53:00,討論功能比較強還是特斯拉,的很強啦加減速細膩車道維持也不錯車道偏移在台灣介入有點突兀大家也知道台灣的標線有時候過個路口就歪掉例如走這條就蠻常被扯不然就是外側車道要閃臨停但扯回來的力道真的很大好幾次覺得會被拉去撞分隔島國外也有類似我想應該不是我的問題所以速限的地方我會按兩下切成關掉車道維持不過我看可以用下拉選單快速關閉車道維持了應該不至於這麼麻煩,的很強啦加減速細膩車道維持也不錯車道偏移在台灣介入有點突兀大家也知道台灣的標線有時候過個路就歪掉例如走這條就蠻常被扯不然就是外側車道要閃臨停但扯回來的力道真的很大好幾次覺得會被拉去撞分隔島國外也有類似我想應該不是我的問題所以速限的地方我會按兩下切成關掉車道維持不過我看可以用下拉選單快速關閉車道維持了應該不至於這麼麻煩,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-14 20:41:10,問題台灣汽車關稅到底抽多重,某車商台積電這兩家公司誰才是真正的台灣之光某車商一直都比台積電賺錢這才叫先進技術吧在台灣被保護的很好除了某一年被金管會害到外要是開放中國車還不跟你拼命不要說啦免得被說什麼資安問題放個中國進來加關稅電動車免貨物稅萬萬萬萬這還不血流成河業者還不跟你拼命不下兩岸統一的難度吧,某車商台積電這兩家公司誰才是真正的台灣之光某車商一直都比台積電賺錢這才叫先進技術吧在台灣被保護的很好除了某一年被金管會害到外要是開放中國車還不跟你拼命不要說啦免得被說什麼資安問題放個中國進來加關稅電動車免貨物稅萬萬萬萬這還不血流成河業者還不跟你拼命不下兩岸統一的難度吧,"{""文章分類"":""性價比方面"",""情緒"":""負面"",}",,
2024-04-15 00:40:27,討論社區可以充電要買純電還是,純電如比較有科技感純電行駛的效率更好電池容量更大純電行駛效率較差不知道車子放著沒開掉電會不會更兇好處就是可以油電出遠門不用找地方充電社區如果可以充電選哪種較好,純電如比較有科技感純電行駛的效率更好電池容量更大純電行駛效率較差不知道車子放著沒開掉電會不會更兇好處就是可以油電出遠門不用找地方充電社區如果可以充電選哪種較好,"{""文章分類"": ""性價比方面"",""情緒"": ""正面"",}",,
2024-04-15 13:37:24,討論歐洲港口成為比亞迪大型停車場,年度比亞迪在中國國內藉由政府補助發動價格戰擠下特斯拉並憑著強推的內需銷量霸榜世界銷售冠軍品牌市佔率圖引上半年度全球電車品牌市佔統計還查不到全年度的以合計僅以計那段時間看新聞都一度以為特斯拉被徹底打趴搭配特斯拉股價一路走跌的訊息想說該不會特斯拉真的一無是處從此一去不復返雖然當時沒有細看相關新聞查證分析但只覺得中國明明整體經濟情勢不好要靠補助削價競爭和疲軟的內需市場是能霸榜撐多久另外查詢年上半年度比亞迪市佔分析可見所謂的市佔銷量霸榜真的是靠中國國內補助撐出來的其中中國市場佔比歐美相加不足再查詢中國電動車戰略補助據歐洲調查估計年度光是針對比亞迪擴充市場之政府直接戰略性補貼中國國內製造已達億歐元之譜粗估年比亞迪全球銷售萬輛純電油電來估等於比亞迪電車在銷售端平均每台新車售價可直接折扣近萬台幣在年間比亞迪在歐洲市場的價格優勢不只來自於中國政府直接補貼德國政府為了推廣電車也針對德國境內銷售的電車不限品牌每輛一律補助歐元後逐降至歐元約每車萬台幣可能德國發現間接成了中國傾銷電車的幫凶前述補助方案已於年底直接喊停當然也要比較一下比亞迪外銷市場稅率目前歐洲若懲罰惡意傾銷關稅會到美國關稅若懲罰惡意傾銷關稅會到前面整理這麼多資訊比較分析是因為上週開始有新聞揭露比亞迪市佔龍頭的假象比亞迪能在市佔攻頂成功主因當然是中國在舉國之力補助內銷市場撐起但在歐美市場已陸續有反傾銷壟斷市場及祭出懲罰性關稅的調查傳出而踢到鐵板另外就是前有後有小米夾擊殘殺不知道接下來誰才是中國政府的真愛持續扶持補助莫忘年度比亞迪在歐洲新車銷售幅度增比排不上榜連都輸現在到歐洲各大汽車輸運港口一看比亞迪電動車新車庫存塞爆歐洲各大港口把人家港口當停車場傾舉國之力補助要擴充歐美市場賣不動就是賣不動還落得一個產能過剩的口實自由時報比利時安特衛普布魯日港經濟日報比利時澤布呂赫港非凡新聞德國布萊梅港以下整理中國車商針對比亞迪頹勢敗象的辯解歐洲貨運司機大缺工你車有賣得動的話會有數十萬輛的車塞爆人家各大港口嗎是誰給你的勇氣跟中國本土下那麼多單來的歐洲港口逐步限縮新車入港註冊數量就已經被你塞爆了叫你不要再進還一直來歐洲政府取消電車補助你要不要順便嫌自己中國政府傾銷補助不夠力一台車賣不掉你可以改賣都是特斯拉把貨運司機卡光了笑死生不出兒子怪厝邊變相證實特斯拉在歐洲賣得比你好補充結論本文排除電車市場走勢漲緩與否之討論本文排除特斯拉應對削價競爭之策略與公司股價前景之分析不管什麼車擺在港口曬太陽吹海風個月我是不敢買啦會不會歐洲擺著賣不掉又運去其他市場當新車賣,年度比亞迪在中國國內藉由政府補助發動價格戰擠下特斯拉並憑著強推的內需銷量霸榜世界銷售冠軍品牌市佔率圖引上半年度全球電車品牌市佔統計還查不到全年度的以合計僅以計那段時間看新聞都一度以為特斯拉被徹底打趴搭配特斯拉股價一路走跌的訊息想說該不會特斯拉真的一無是處從此一去不復返雖然當時沒有細看相關新聞查證分析但只覺得中國明明整體經濟情勢不好要靠補助削價競爭和疲軟的內需市場是能霸榜撐多久另外查詢年上半年度比亞迪市佔分析可見所謂的市佔銷量霸榜真的是靠中國國內補助撐出來的其中中國市場佔比歐美相加不足再查詢中國電動車戰略補助據歐洲調查估計年度光是針對比亞迪擴充市場之政府直接戰略性補貼中國國內製造已達億歐元之譜粗估年比亞迪全球銷售萬輛純電油電來估等於比亞迪電車在銷售端平均每台新車售價可直接折扣近萬台幣在年間比亞迪在歐洲市場的價格優勢不只來自於中國政府直接補貼德國政府為了推廣電車也針對德國境內銷售的電車不限品牌每輛一律補助歐元後逐降至歐元約每車萬台幣可能德國發現間接成了中國傾銷電車的幫凶前述補助方案已於年底直接喊停當然也要比較一下比亞迪外銷市場稅率目前歐洲若懲罰惡意傾銷關稅會到美國關稅若懲罰惡意傾銷關稅會到前面整理這麼多資訊比較分析是因為上週開始有新聞揭露比亞迪市佔龍頭的假象比亞迪能在市佔攻頂成功主因當然是中國在舉國之力補助內銷市場撐起但在歐美市場已陸續有反傾銷壟斷市場及祭出懲罰性關稅的調查傳出而踢到鐵板另外就是前有後有小米夾擊殘殺不知道接下來誰才是中國政府的真愛持續扶持補助莫忘年度比亞迪在歐洲新車銷售幅度增比排不上榜連都輸現在到歐洲各大汽車輸運港一看比亞迪電動車新車庫存塞爆歐洲各大港把人家港當停車場傾舉國之力補助要擴充歐美市場賣不動就是賣不動還落得一個產能過剩的實自由時報比利時安特衛普布魯日港經濟日報比利時澤布呂赫港非凡新聞德國布萊梅港以下整理中國車商針對比亞迪頹勢敗象的辯解歐洲貨運司機大缺工你車有賣得動的話會有數十萬輛的車塞爆人家各大港嗎是誰給你的勇氣跟中國本土下那麼多單來的歐洲港逐步限縮新車入港註冊數量就已經被你塞爆了叫你不要再進還一直來歐洲政府取消電車補助你要不要順便嫌自己中國政府傾銷補助不夠力一台車賣不掉你可以改賣都是特斯拉把貨運司機卡光了笑死生不出兒子怪厝邊變相證實特斯拉在歐洲賣得比你好補充結論本文排除電車市場走勢漲緩與否之討論本文排除特斯拉應對削價競爭之策略與公司股價前景之分析不管什麼車擺在港曬太陽吹海風個月我是不敢買啦會不會歐洲擺著賣不掉又運去其他市場當新車賣,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2024-04-16 08:04:27,新聞電槍線太短車再挪過來些充電車格又遭,原文連結原文內容又有電動車車主被其他人硬拔充電槍車主劉先生把車子停在一處免費慢充停車場原本想說晚上停車到隔天早上電力剛好充飽沒想到凌晨點多就被別人搶電哨兵模式清楚拍下搶電男子因為電槍不夠長挪了好幾次車直到壓到地上白線才停止隨後刷卡啟用充電後就離開白色轎車停進車格男子從旁邊拉來充電槍等等線不夠長於是上車再挪離旁邊更近一些往地上看輪胎已經壓到車格線了耶不說還以為是充電樁設計問題事發在台中大肚區一處免費停車場原來男子拿的是隔壁車格的充電槍當事車主劉先生早上起來的時候想說奇怪車子的電怎麼沒有滿因為正常來講照它跑的話應該就是會充滿電我比較在意的是正常來講那是別人在使用的東西其實你本來就不能把它拔掉劉先生日晚上點多停車在這邊充電算好充電大約小時日一早要離開怎麼電力只有檢查哨兵模式原來充電槍已經在凌晨點多就被拔走了因為是全場免費拔掉電槍需要重新過卡才能重新啟用哨兵模式清楚拍到男子硬拔劉先生的電槍後刷完卡快速離開當事車主劉先生我不知道他的想法是怎樣而且重點是他還是充了個小時就離開就像我剛剛講的充電要過卡嘛那是不是要離開的時候幫我過卡我就不會那麼生氣記者林莉開電車想要充電如果你找到的是免費停車場被拔槍影響的可能是觀感問題但如果你找到的是這種需要付費的不只會被譴責還會觸法畢竟現在電費調漲你充電我付錢安餒母丟吧違規行徑還可能造成別車因此受損得賠更多律師詹右辰硬拔他人充電槍造成車輛受損可能構成刑法條毀損罪另外因此使該車主負擔充電費等於是竊取該車主付費應得的電可能涉及刑法條竊盜罪弄壞裝置就是毀損罪除了萬的罰金最高可處年徒刑偷拔充電槍犯竊盜罪你可能會被關年為了貪一時方便害得自己吃官司可就得不償失心得說明字以上台中原來還有免費充電停車場有哨兵模式應該是特斯拉吧充電的時候不是可以鎖住充電槍怎麼會被拔走原文及網址連結心得或意見字不含標點符號,原文連結原文內容又有電動車車主被其他人硬拔充電槍車主劉先生把車子停在一處免費慢充停車場原本想說晚上停車到隔天早上電力剛好充飽沒想到凌晨點多就被別人搶電哨兵模式清楚拍下搶電男子因為電槍不夠長挪了好幾次車直到壓到地上白線才停止隨後刷卡啟用充電後就離開白色轎車停進車格男子從旁邊拉來充電槍等等線不夠長於是上車再挪離旁邊更近一些往地上看輪胎已經壓到車格線了耶不說還以為是充電樁設計問題事發在台中大肚區一處免費停車場原來男子拿的是隔壁車格的充電槍當事車主劉先生早上起來的時候想說奇怪車子的電怎麼沒有滿因為正常來講照它跑的話應該就是會充滿電我比較在意的是正常來講那是別人在使用的東西其實你本來就不能把它拔掉劉先生日晚上點多停車在這邊充電算好充電大約小時日一早要離開怎麼電力只有檢查哨兵模式原來充電槍已經在凌晨點多就被拔走了因為是全場免費拔掉電槍需要重新過卡才能重新啟用哨兵模式清楚拍到男子硬拔劉先生的電槍後刷完卡快速離開當事車主劉先生我不知道他的想法是怎樣而且重點是他還是充了個小時就離開就像我剛剛講的充電要過卡嘛那是不是要離開的時候幫我過卡我就不會那麼生氣記者林莉開電車想要充電如果你找到的是免費停車場被拔槍影響的可能是觀感問題但如果你找到的是這種需要付費的不只會被譴責還會觸法畢竟現在電費調漲你充電我付錢安餒母丟吧違規行徑還可能造成別車因此受損得賠更多律師詹右辰硬拔他人充電槍造成車輛受損可能構成刑法條毀損罪另外因此使該車主負擔充電費等於是竊取該車主付費應得的電可能涉及刑法條竊盜罪弄壞裝置就是毀損罪除了萬的罰金最高可處年徒刑偷拔充電槍犯竊盜罪你可能會被關年為了貪一時方便害得自己吃官司可就得不償失心得說明字以上台中原來還有免費充電停車場有哨兵模式應該是特斯拉吧充電的時候不是可以鎖住充電槍怎麼會被拔走原文及網址連結心得或意見字不含標點符號,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-16 10:39:12,討論特斯拉會變成汽車界的嗎,感覺目前特斯拉越來越有的既視感是產業的先行者享有先行的紅利在競爭者還沒起來前公司賺了一波慢慢的競爭者技術追上來了開始削價競爭卻因為種種問題可能會走上後路例如改版過慢例如外型推出後年外型幾乎沒變動這在同價位豪車帶的雙油車上幾乎是不可能發生的事情強迫消費者適應改變開車習慣拿掉排檔桿方向燈改按鍵式同價位雙擁有的雷達測距拿掉改視覺測距想要改變消費者習慣卻沒有蘋果的實力自動駕駛老闆給的期限一直跳票毫無誠信可言之前從功能型手機轉換成智慧型手機時選對陣營當初第一支手機就選擇三星看來這次因為厭惡傳統車廠的車機軟體太爛太過於依賴剛從雙跳到特斯拉可能會是第一次選錯陣營了,感覺目前特斯拉越來越有的既視感是產業的先行者享有先行的紅利在競爭者還沒起來前公司賺了一波慢慢的競爭者技術追上來了開始削價競爭卻因為種種問題可能會走上後路例如改版過慢例如外型推出後年外型幾乎沒變動這在同價位豪車帶的雙油車上幾乎是不可能發生的事情強迫消費者適應改變開車習慣拿掉排檔桿方向燈改按鍵式同價位雙擁有的雷達測距拿掉改視覺測距想要改變消費者習慣卻沒有蘋果的實力自動駕駛老闆給的期限一直跳票毫無誠信可言之前從功能型手機轉換成智慧型手機時選對陣營當初第一支手機就選擇三星看來這次因為厭惡傳統車廠的車機軟體太爛太過於依賴剛從雙跳到特斯拉可能會是第一次選錯陣營了,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2024-04-16 17:09:16,新聞百萬特斯拉車頭全毀搶黃燈撞救護車未禮,原文連結原文內容百萬特斯拉車頭全毀搶黃燈撞救護車未禮讓恐要負責新竹縣竹北市今天上午時許一輛載有傷患正在執勤的民間救護車開啟警示燈及警鳴器慢行通過光明六路與博愛街紅燈直行時一輛百萬特斯拉疑因未注意當場撞上並波及路邊停放車輛所幸駕駛和救護車上人員都僅有輕傷送醫已無大礙警方表示救護車有優先路權不受紅綠燈指示拘束該特斯拉為搶黃燈發生交通事故恐要負責竹北警分局指出今天上午時分接獲通報光明六路與博愛街口有車禍事故警方趕抵時現場為一輛救護車與特斯拉電動車碰撞救護車由博愛街往南方向紅燈逆向直行通過路口特斯拉由光明六路往東方向通過路口雙方於路口碰撞碰撞後特斯拉波及路邊停放車輛雙方輕微傷勢送醫無礙新竹縣警察局交通隊表示經調查救護車當時正在執行救護勤務車上載有傷患並依規定開啟警示燈警鳴器有優先路權不受紅綠燈指示拘束特斯拉駕駛依規定聽到警鳴器時需先讓救護車先過但卻搶黃燈直接通行如未禮讓救護車通車而發生交通事故須要負責任交通隊強調雖本案救護車不受紅綠燈指示拘束但不代表救護車可以不注意往來的車輛以及行人的安全如救護車駕駛未注意綠燈方向來車可能有過失不能因此而免責心得說明字以上搶黃燈發生車禍案例不少而且判賠金額也都不低大家請小心黃燈這件影片看起來車速都不快但是都被一台車視線死角駕駛人看到黃燈時若還沒超過停止線就應該先減速並在停止線後方停下倘若黃燈亮起已超過停止線則應注意注意左右來車快速通過路口,原文連結原文內容百萬特斯拉車頭全毀搶黃燈撞救護車未禮讓恐要負責新竹縣竹北市今天上午時許一輛載有傷患正在執勤的民間救護車開啟警示燈及警鳴器慢行通過光明六路與博愛街紅燈直行時一輛百萬特斯拉疑因未注意當場撞上並波及路邊停放車輛所幸駕駛和救護車上人員都僅有輕傷送醫已無大礙警方表示救護車有優先路權不受紅綠燈指示拘束該特斯拉為搶黃燈發生交通事故恐要負責竹北警分局指出今天上午時分接獲通報光明六路與博愛街有車禍事故警方趕抵時現場為一輛救護車與特斯拉電動車碰撞救護車由博愛街往南方向紅燈逆向直行通過路特斯拉由光明六路往東方向通過路雙方於路碰撞碰撞後特斯拉波及路邊停放車輛雙方輕微傷勢送醫無礙新竹縣警察局交通隊表示經調查救護車當時正在執行救護勤務車上載有傷患並依規定開啟警示燈警鳴器有優先路權不受紅綠燈指示拘束特斯拉駕駛依規定聽到警鳴器時需先讓救護車先過但卻搶黃燈直接通行如未禮讓救護車通車而發生交通事故須要負責任交通隊強調雖本案救護車不受紅綠燈指示拘束但不代表救護車可以不注意往來的車輛以及行人的安全如救護車駕駛未注意綠燈方向來車可能有過失不能因此而免責心得說明字以上搶黃燈發生車禍案例不少而且判賠金額也都不低大家請小心黃燈這件影片看起來車速都不快但是都被一台車視線死角駕駛人看到黃燈時若還沒超過停止線就應該先減速並在停止線後方停下倘若黃燈亮起已超過停止線則應注意注意左右來車快速通過路,"{  ""文章分類"": ""安全性方面"",  ""情緒"": ""負面"",}",,
2024-04-17 08:18:46,討論車子外觀是不是算蠻好看的,這車的尾巴在晚上是看起來像但我個人主觀意識認為很普通上週鄉民關西車聚我本來很期待可以看到或納但現場一台都沒看到值這麼高的車在車板討論這麼熱烈的車竟然沒鄉民開來車聚這讓我很震驚唯一的裕隆竟然是以前特斯拉討論很熱烈的時候每次都有鄉民開來車聚還可以一起開跳舞功能的討論量和實際銷量不成正比呀大家是還在觀望嗎底燈哥以前還不是開出現,這車的尾巴在晚上是看起來像但我個人主觀意識認為很普通上週鄉民關西車聚我本來很期待可以看到或納但現場一台都沒看到值這麼高的車在車板討論這麼熱烈的車竟然沒鄉民開來車聚這讓我很震驚唯一的裕隆竟然是以前特斯拉討論很熱烈的時候每次都有鄉民開來車聚還可以一起開跳舞功能的討論量和實際銷量不成正比呀大家是還在觀望嗎底燈哥以前還不是開出現,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面""}",,
