artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2024-04-17 11:45:28,問題加州買車選擇請益,小弟下個月要去美國預計待年家庭成員大小目前在考慮的是跟考慮的點是加州油價全美最高加州治安不好有哨兵模式比較不會被偷相較油車較少的價格目前蠻甜的好像可以不知道年內的二手車是否建議年後電池還在保固內因為家裡有跟所以比較熟悉建議售價起不知道在美國買車有沒有在折扣的妥善率人在國外能少一事是一事比較低調二手車也可以接受但感覺是比較深的功課不知道要去哪下手比較好懇請各位公分年薪的大大提供建議感激不盡謝謝各位熱心的建議推文有提到的車款我也會去研究一下,小弟下個月要去美國預計待年家庭成員大小目前在考慮的是跟考慮的點是加州油價全美最高加州治安不好有哨兵模式比較不會被偷相較油車較少的價格目前蠻甜的好像可以不知道年內的二手車是否建議年後電池還在保固內因為家裡有跟所以比較熟悉建議售價起不知道在美國買車有沒有在折扣的妥善率人在國外能少一事是一事比較低調二手車也可以接受但感覺是比較深的功課不知道要去哪下手比較好懇請各位公分年薪的大大提供建議感激不盡謝謝各位熱心的建議推文有提到的車款我也會去研究一下,"{""文章分類"":""性價比方面"",""情緒"":""正面"",}",,
2024-04-17 15:14:40,新聞特斯拉超派一條管子破裂維修要價萬,特斯拉超派一條管子破裂維修要價萬車主心臟漏一拍我要換車了就在全球特斯拉宣布大裁員之際台灣特斯拉的維修爭議再添一筆林姓科技公司老闆日前開著特斯拉出門行經中山高時輾過不明掉落物事後發現底盤前方的大電池冷卻液管破裂豈料回到原廠維修除了被告知該狀況無法保固也不能單換冷卻液管必須更換整套大電池組由於要價萬元相當於車價的三分之一讓林老闆直嘆心臟漏一拍我要換車了對此記者根據台灣特斯拉官網致電詢問總公司客服人員表示會代為轉告相關負責人士再行回覆然記者遲遲未接獲特斯拉相關人士回覆記者另私下詢問特斯拉內部員工對方表示目前特斯拉沒有發言人制度因此拒絕具名據他了解林老闆的不只是冷卻液管受損也有傷到大電池至於是否要換整套大電池組服務中心會有專業判斷因為每宗個案的狀況都不一樣實在沒有辦法給出一個明確的答案但特斯拉服務中心一定會根據個案選擇最好的處理方式對此林老闆反駁原廠態度很強硬至今一通電話也沒有真不知後續怎麼處理豈料林老闆取車準備返家時驚見車頭下方地面滿是藍綠色的液體那種情況當然不能開車上路我就叫人把車子拖到特斯拉原廠原廠告訴我連接大電池的冷卻液管有破損不過不能單獨更換必須換掉整個大電池組至少要花萬元我就問這是合理的嗎真的不能只換管子嗎開車難免都會碾到東西那個冷卻液管就在輪子正後方如果這麼脆弱當初設計車子的時候怎麼不加強防護有夠瞎面對維修我感覺就是原廠說了算真的是很不合理林老闆氣憤地說他事後上網發問才知道自己不是第一個遇到冷卻液管破裂得換整組大電池的受害者實在不曉得特斯拉為什麼遲遲不改善這種兩光設計除了台灣出現冷卻液管破裂苦主調查中國韓國都有特斯拉車主如同林老闆一樣開車時輾到石頭等異物導致異物彈飛打到冷卻管液同樣被原廠告知得換整組大電池要價也是貴森森的萬元林老闆日前將此事件至特斯拉台灣車主群粉專立刻引發熱烈討論多數網友認為壞管子換電池太誇張要買車的建議先緩緩不然三不五時一條水管要花萬換電池特斯拉原廠真的是很扯管子破掉要換整顆電池好像油車水管破了要換掉整顆引擎我也是特斯拉年的老車主了對特斯拉一直都非常滿意也很挺特但看到這案例真的很傻眼如果最後真的不能單獨修理冷卻管而要自費換掉整顆電池的話那真的太不合理了這設計嚴重有問題針對這點完全挺不下去挺樓主既然都已經很明顯違反比例原則了看要不要去找消保官求助問看有無公權力介入的可能畢竟把事情搞越大應該越有利心得保險公司推給特斯拉特斯拉推給保險公司在台灣買特斯拉可能要買到甲式才有保障吧,特斯拉超派一條管子破裂維修要價萬車主心臟漏一拍我要換車了就在全球特斯拉宣布大裁員之際台灣特斯拉的維修爭議再添一筆林姓科技公司老闆日前開著特斯拉出門行經中山高時輾過不明掉落物事後發現底盤前方的大電池冷卻液管破裂豈料回到原廠維修除了被告知該狀況無法保固也不能單換冷卻液管必須更換整套大電池組由於要價萬元相當於車價的三分之一讓林老闆直嘆心臟漏一拍我要換車了對此記者根據台灣特斯拉官網致電詢問總公司客服人員表示會代為轉告相關負責人士再行回覆然記者遲遲未接獲特斯拉相關人士回覆記者另私下詢問特斯拉內部員工對方表示目前特斯拉沒有發言人制度因此拒絕具名據他了解林老闆的不只是冷卻液管受損也有傷到大電池至於是否要換整套大電池組服務中心會有專業判斷因為每宗個案的狀況都不一樣實在沒有辦法給出一個明確的答案但特斯拉服務中心一定會根據個案選擇最好的處理方式對此林老闆反駁原廠態度很強硬至今一通電話也沒有真不知後續怎麼處理豈料林老闆取車準備返家時驚見車頭下方地面滿是藍綠色的液體那種情況當然不能開車上路我就叫人把車子拖到特斯拉原廠原廠告訴我連接大電池的冷卻液管有破損不過不能單獨更換必須換掉整個大電池組至少要花萬元我就問這是合理的嗎真的不能只換管子嗎開車難免都會碾到東西那個冷卻液管就在輪子正後方如果這麼脆弱當初設計車子的時候怎麼不加強防護有夠瞎面對維修我感覺就是原廠說了算真的是很不合理林老闆氣憤地說他事後上網發問才知道自己不是第一個遇到冷卻液管破裂得換整組大電池的受害者實在不曉得特斯拉為什麼遲遲不改善這種兩光設計除了台灣出現冷卻液管破裂苦主調查中國韓國都有特斯拉車主如同林老闆一樣開車時輾到石頭等異物導致異物彈飛打到冷卻管液同樣被原廠告知得換整組大電池要價也是貴森森的萬元林老闆日前將此事件至特斯拉台灣車主群粉專立刻引發熱烈討論多數網友認為壞管子換電池太誇張要買車的建議先緩緩不然三不五時一條水管要花萬換電池特斯拉原廠真的是很扯管子破掉要換整顆電池好像油車水管破了要換掉整顆引擎我也是特斯拉年的老車主了對特斯拉一直都非常滿意也很挺特但看到這案例真的很傻眼如果最後真的不能單獨修理冷卻管而要自費換掉整顆電池的話那真的太不合理了這設計嚴重有問題針對這點完全挺不下去挺樓主既然都已經很明顯違反比例原則了看要不要去找消保官求助問看有無公權力介入的可能畢竟把事情搞越大應該越有利心得保險公司推給特斯拉特斯拉推給保險公司在台灣買特斯拉可能要買到甲式才有保障吧,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2024-04-17 21:48:32,新聞鴻海納智捷還有長續航大電池將推,原文標題鴻海納智捷還有長續航大電池將推出續航力原文連結發布時間記者署名記者徐煜展綜合報導原文內容記者徐煜展綜合報導台北國際車用電子展於南港日熱鬧開場鴻海於現場展出多款熱門電動車以而接下來除了將有量產計劃外納智捷也有望今年推出長續航版納智捷目前上市款車型採用單馬達後驅電池組續航力事實上以前身規格參考本就有大電池與長續航版規劃另外從特殊隱藏模式就能發現大電池版本存在量產大電池版本有望打鐵趁熱搶在今年推出以鴻海目前動向來看表定今年第季推出量產電動車納智捷日前也曝光註冊新車名相信這者有不少關聯雙方將再度合作為台灣國產電動車帶來更多新選擇心得評論雖然不太好聽但是看起來還不錯至少外型有跟上中國電動車裕隆法說直接碾雅特斯拉三月台大家看好嗎,原文標題鴻海納智捷還有長續航大電池將推出續航力原文連結發布時間記者署名記者徐煜展綜合報導原文內容記者徐煜展綜合報導台北國際車用電子展於南港日熱鬧開場鴻海於現場展出多款熱門電動車以而接下來除了將有量產計劃外納智捷也有望今年推出長續航版納智捷目前上市款車型採用單馬達後驅電池組續航力事實上以前身規格參考本就有大電池與長續航版規劃另外從特殊隱藏模式就能發現大電池版本存在量產大電池版本有望打鐵趁熱搶在今年推出以鴻海目前動向來看表定今年第季推出量產電動車納智捷日前也曝光註冊新車名相信這者有不少關聯雙方將再度合作為台灣國產電動車帶來更多新選擇心得評論雖然不太好聽但是看起來還不錯至少外型有跟上中國電動車裕隆法說直接碾雅特斯拉三月台大家看好嗎,"{""文章分類"": ""性價比方面"",""情緒"": ""中性"",}",,
2024-04-18 08:39:29,情報目前全省停止安排交車,佛心廠商今天開盤買爆裕隆不像特斯拉更新要你自己下載我大納智傑有心優質廠商交車前軟體主動安裝最新版本特斯拉公差範圍廣更新要自己來管子破要換整個電池模組聽完特斯拉新聞還是買爆我大納智傑比較安心續航里程太多人測試都是足夠使用北高沒問題,佛心廠商今天開盤買爆裕隆不像特斯拉更新要你自己下載我大納智傑有心優質廠商交車前軟體主動安裝最新版本特斯拉公差範圍廣更新要自己來管子破要換整個電池模組聽完特斯拉新聞還是買爆我大納智傑比較安心續航里程太多人測試都是足夠使用北高沒問題,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2024-04-18 11:53:23,討論特斯拉在紐約曼哈頓的表現,上看到國外網友分享的影片最新的在曼哈頓塞車時段分鐘介入完整版這個混亂程度比起台灣有過之而無不及各種不依標線行駛的車輛夾縫中穿梭的腳踏車和滑板車在馬路中央的行人沒想到自動駕駛還能從容應對不知道台灣什麼時候才有機會開放,上看到國外網友分享的影片最新的在曼哈頓塞車時段分鐘介入完整版這個混亂程度比起台灣有過之而無不及各種不依標線行駛的車輛夾縫中穿梭的腳踏車和滑板車在馬路中央的行人沒想到自動駕駛還能從容應對不知道台灣什麼時候才有機會開放,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-18 12:26:57,新聞特斯拉超派金害車主沒叭叭,特斯拉超派金害車主沒叭叭乙式車險理賠恐飛了發布時間社會中心綜合報導林姓科技公司老闆駕駛特斯拉途中意外被不明掉落物砸壞大電池冷卻液管原廠維修費要價萬元購買乙式車險的他原以為保險會理賠沒想到因為這個意外相當無感導致他沒按喇叭也沒手動輕觸螢幕的行車記錄器圖示因此拿不出證據申請出險保險公司拒絕理賠面對這起無妄之災林老闆求助無門相當無奈除了特斯拉原廠超派保險公司態度也十分強硬直言因為沒有錄到不明掉落物的影像林老闆沒有資格申請出險甚至質疑或許是車體或電池本身的問題特斯拉內建的行車記錄器設定每小時循環錄影若要存檔除了自動還有手動和按喇叭開啟自動模式時行車系統偵測到碰撞等事件時就會儲存當下影像但特斯拉官網強調請勿過度依賴行車記錄器自動錄製所有重大安全事故至於手動和按喇叭模式就得親力親為輕觸螢幕行車紀錄器圖示或按喇叭行車記錄器就會將分鐘前發生的情況儲存為錄影片段不過一名特斯拉車主表示有時候原廠行車記錄器會很模糊甚至錄不到該錄的真的讓人頭疼所以我常建議行家自己花錢外加個行車記錄器這樣會比較安心林老闆說由於當時輾過不明掉落物只有聽到蹦蹦兩聲也不知道冷卻液管會遭波及所以沒有想到要按喇叭記錄影像現在真的無法確定在什麼時間什麼路段壓到那個掉落物頭很痛林老闆雖然已經報案但因為拿不出證據申請出險保險公司拒絕理賠調查台灣一名特斯拉車主和林老闆一樣都是冷卻液管破裂苦主不過卻獲得乙式車險多萬元的理賠意外當天車主瞧見前方有一個比拳頭還大的不明掉落物車一過就聽到很大的撞擊聲接著不到一分鐘就出現動力限制最後整輛車死當事後原廠檢查發現冷卻液管破裂但由於冷卻液管是焊死在大電池上所以得換整套要價約萬元還好我有錄到那個不明掉落物保險公司有理賠目前台灣電動車的車險方案主要比照油車但保險費較貴且願意承保的保險公司並不多月日金管會總算正式核定電動車專屬保險加模式也就是除了電動車專屬的車體險本身另外搭配車體險電池自燃附加條款車體險充電期間附加條款及汽車第三人責任保險充電期間附加條款等個加保商品電動車專屬保險費率將在月底前公布月日正式啟動心得剛伸手下去摸發現原廠軟護板的塑膠卡扣不知道掉多久了還左右兩塊的都掉了虧我年初回廠檢查技師還說底盤沒問題組裝跟後勤真是有夠爛,特斯拉超派金害車主沒叭叭乙式車險理賠恐飛了發布時間社會中心綜合報導林姓科技公司老闆駕駛特斯拉途中意外被不明掉落物砸壞大電池冷卻液管原廠維修費要價萬元購買乙式車險的他原以為保險會理賠沒想到因為這個意外相當無感導致他沒按喇叭也沒手動輕觸螢幕的行車記錄器圖示因此拿不出證據申請出險保險公司拒絕理賠面對這起無妄之災林老闆求助無門相當無奈除了特斯拉原廠超派保險公司態度也十分強硬直言因為沒有錄到不明掉落物的影像林老闆沒有資格申請出險甚至質疑或許是車體或電池本身的問題特斯拉內建的行車記錄器設定每小時循環錄影若要存檔除了自動還有手動和按喇叭開啟自動模式時行車系統偵測到碰撞等事件時就會儲存當下影像但特斯拉官網強調請勿過度依賴行車記錄器自動錄製所有重大安全事故至於手動和按喇叭模式就得親力親為輕觸螢幕行車紀錄器圖示或按喇叭行車記錄器就會將分鐘前發生的情況儲存為錄影片段不過一名特斯拉車主表示有時候原廠行車記錄器會很模糊甚至錄不到該錄的真的讓人頭疼所以我常建議行家自己花錢外加個行車記錄器這樣會比較安心林老闆說由於當時輾過不明掉落物只有聽到蹦蹦兩聲也不知道冷卻液管會遭波及所以沒有想到要按喇叭記錄影像現在真的無法確定在什麼時間什麼路段壓到那個掉落物頭很痛林老闆雖然已經報案但因為拿不出證據申請出險保險公司拒絕理賠調查台灣一名特斯拉車主和林老闆一樣都是冷卻液管破裂苦主不過卻獲得乙式車險多萬元的理賠意外當天車主瞧見前方有一個比拳頭還大的不明掉落物車一過就聽到很大的撞擊聲接著不到一分鐘就出現動力限制最後整輛車死當事後原廠檢查發現冷卻液管破裂但由於冷卻液管是焊死在大電池上所以得換整套要價約萬元還好我有錄到那個不明掉落物保險公司有理賠目前台灣電動車的車險方案主要比照油車但保險費較貴且願意承保的保險公司並不多月日金管會總算正式核定電動車專屬保險加模式也就是除了電動車專屬的車體險本身另外搭配車體險電池自燃附加條款車體險充電期間附加條款及汽車第三人責任保險充電期間附加條款等個加保商品電動車專屬保險費率將在月底前公布月日正式啟動心得剛伸手下去摸發現原廠軟護板的塑膠卡扣不知道掉多久了還左右兩塊的都掉了虧我年初回廠檢查技師還說底盤沒問題組裝跟後勤真是有夠爛,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-18 14:19:45,討論有無真的差很多嗎,特斯拉從以及年底之後的開始做到真正的加速踏板全放之後車子會減速一直到停止然後會自動住連上下坡也是會自動住跟這種比較起來還要按按鈕或是踩煞車的根本就不是頂多只能叫做按鈕煞車連我的也是要多踩一下煞車才還有其他家也是跟特斯拉一樣只要放開加速踏板就能一路自動減速到停的嗎,特斯拉從以及年底之後的開始做到真正的加速踏板全放之後車子會減速一直到停止然後會自動住連上下坡也是會自動住跟這種比較起來還要按按鈕或是踩煞車的根本就不是頂多只能叫做按鈕煞車連我的也是要多踩一下煞車才還有其他家也是跟特斯拉一樣只要放開加速踏板就能一路自動減速到停的嗎,"{""文章分類"":""安全性方面"",""情緒"":""負面"",}",,
2024-04-18 17:19:06,新聞成功開發變色車少不了元太神助功,原文連結原文內容連年指名與元太合作開發變色車有望為車內耗能減少元太科技提供全球吹起彩色電子紙旋風元太創辦人何壽川談到客戶笑得闔不攏嘴個個是領域裡的大咖如今元太也要自秀實力根據本刊掌握元太總部旁新廠預計在月日股東會展示未來將設置會說話寫字的彩色電子紙牆面何壽川說過去的黑白電子紙主要供閱讀使用現在的彩色電子紙各產業都用得到他以建築業為例說明以前貼大理石磁磚要挖礦現在用電子紙就能做到同樣效果美國加州已將電子紙應用在車牌違規沒繳罰款的車主車牌會變色反黑不能上路本刊調查元太逐漸走出客戶去庫存影響準備搶食彩色電子紙商機新廠將重兵發展大尺寸電子紙顯示器企圖以成本優勢挑戰液晶顯示器市場計畫在月日股東會展示未來可能會選一面牆利用彩色電子紙變成會說話會寫字的牆何壽川說這個想法來自與元太合作年開發變色車的這幾年何壽川埋頭研究從醣找出低碳永續的解方意外在這樁合作案發現天氣酷熱時車體變白反光寒冷時變黑吸熱車內耗能減少決定利用自家新廠做大市場秀彩色電子紙最新技術心得說明字以上沒想到電子紙還能應用在車子上會變色真的帥不是實用性但證明科技的力量元太電子紙這樣的技術厲害在可以用在曲面上吧可運用範圍大像建築的外牆也行現在品牌要越創新越有料吧像特斯拉也是走很前衛的外觀之後還會有什麼顛覆一般思維的車款,原文連結原文內容連年指名與元太合作開發變色車有望為車內耗能減少元太科技提供全球吹起彩色電子紙旋風元太創辦人何壽川談到客戶笑得闔不攏嘴個個是領域裡的大咖如今元太也要自秀實力根據本刊掌握元太總部旁新廠預計在月日股東會展示未來將設置會說話寫字的彩色電子紙牆面何壽川說過去的黑白電子紙主要供閱讀使用現在的彩色電子紙各產業都用得到他以建築業為例說明以前貼大理石磁磚要挖礦現在用電子紙就能做到同樣效果美國加州已將電子紙應用在車牌違規沒繳罰款的車主車牌會變色反黑不能上路本刊調查元太逐漸走出客戶去庫存影響準備搶食彩色電子紙商機新廠將重兵發展大尺寸電子紙顯示器企圖以成本優勢挑戰液晶顯示器市場計畫在月日股東會展示未來可能會選一面牆利用彩色電子紙變成會說話會寫字的牆何壽川說這個想法來自與元太合作年開發變色車的這幾年何壽川埋頭研究從醣找出低碳永續的解方意外在這樁合作案發現天氣酷熱時車體變白反光寒冷時變黑吸熱車內耗能減少決定利用自家新廠做大市場秀彩色電子紙最新技術心得說明字以上沒想到電子紙還能應用在車子上會變色真的帥不是實用性但證明科技的力量元太電子紙這樣的技術厲害在可以用在曲面上吧可運用範圍大像建築的外牆也行現在品牌要越創新越有料吧像特斯拉也是走很前衛的外觀之後還會有什麼顛覆一般思維的車款,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",,
2024-04-18 18:41:20,分享特斯拉底盤事件不具名原廠詳細回應,以下為車友在群分享的內容轉述我們認真負責的最帥青海店銷售顧問的話大家這起事件引起了社團較多人的關注我這幾天也有請教了原廠技師以及公司的資深夥伴和大家做一些分享和宣導一還原事件其實任何的車子遇到底盤敲擊都有一定的機率會造成部件損壞而這位客人敲擊到的位置並非如大家所說的只是冷卻水管事實上如果只是冷卻水管是可以修復而不需要更換整塊大電池的這位客人撞擊到的位置並不是單一位置而已至於實際損傷內容基於顧客保護原則我可能不便把細節分享給大家其實機率並不高但這件事情之所以會令人感到害怕最主要還是那個萬的費用完全能夠理解各位的擔憂但事實上並不是單一電池就報價萬他是挫傷了很多地方加上檢修工時才會有這個報價的而這個費用正好是或遇上追撞車禍傷了後尾車廂加雙後葉子板版的原廠修復報價價格或者遇上前車蓋內引擎潰縮的總成修復費用真的不是文章說到的那樣石頭點一下就花萬可以確定的是發生這種事的機率目前是年來萬台車裡面第二次相較於任何車子在時速的高速公路上發生車禍撞擊導致損毀並且保險償還金額的數字高於萬的數字機率其實低非常多二如何避免我們完全能夠理解這件事可能會非常駭人會為此想要保護底盤不過假如遇到了類似的事件最應該做的正確流程是聽到異響後盡速尋找並停靠安全路邊報案請警方協助確認並開立三聯單證明立刻按下行車紀錄器存檔按鍵並同時用手機錄影存檔撥電話給保險業務告知此事並確認後續申請保險流程至於最近大家常說安裝下護版其實反而是最不建議的行為站在原廠以及保險的角度假如發生了這樣的事件假如沒有行車紀錄器可以佐證但卻同時使用了非原廠的保護措施那麼原廠是絕對不會溝通關於保固的處理而保險也有可能因使用外場非認證之防護產品導致傷害擴散判定車主有一定責任判定不全部出險的話這樣對車主反而是傷害最大的安全宣導一輔助駕駛的目的是讓我們更輕鬆並且更安全的駕駛他特斯拉雖然安全性高方便性也高但是真的不要再使用輔助駕駛的時候睡覺或者太過於信任他就目前為止特斯拉的輔助駕駛在台灣都還是以人監控為主就法律上而言遇上車禍或者任何事故都是車主須負全責的喔二不檢討被害人整件事件目前都還在溝通並找出最好的做法之中尚未定案也請大家理性討論與溝通尊重有不同立場的其他人三我們台灣特斯拉原廠會在近期發展出電池模組化維修的技術可以有信心的說會在各位的年保固期間內就完成這樣的任務如果里程數很高的請等等我們,以下為車友在群分享的內容轉述我們認真負責的最帥青海店銷售顧問的話大家這起事件引起了社團較多人的關注我這幾天也有請教了原廠技師以及公司的資深夥伴和大家做一些分享和宣導一還原事件其實任何的車子遇到底盤敲擊都有一定的機率會造成部件損壞而這位客人敲擊到的位置並非如大家所說的只是冷卻水管事實上如果只是冷卻水管是可以修復而不需要更換整塊大電池的這位客人撞擊到的位置並不是單一位置而已至於實際損傷內容基於顧客保護原則我可能不便把細節分享給大家其實機率並不高但這件事情之所以會令人感到害怕最主要還是那個萬的費用完全能夠理解各位的擔憂但事實上並不是單一電池就報價萬他是挫傷了很多地方加上檢修工時才會有這個報價的而這個費用正好是或遇上追撞車禍傷了後尾車廂加雙後葉子板版的原廠修復報價價格或者遇上前車蓋內引擎潰縮的總成修復費用真的不是文章說到的那樣石頭點一下就花萬可以確定的是發生這種事的機率目前是年來萬台車裡面第二次相較於任何車子在時速的高速公路上發生車禍撞擊導致損毀並且保險償還金額的數字高於萬的數字機率其實低非常多二如何避免我們完全能夠理解這件事可能會非常駭人會為此想要保護底盤不過假如遇到了類似的事件最應該做的正確流程是聽到異響後盡速尋找並停靠安全路邊報案請警方協助確認並開立三聯單證明立刻按下行車紀錄器存檔按鍵並同時用手機錄影存檔撥電話給保險業務告知此事並確認後續申請保險流程至於最近大家常說安裝下護版其實反而是最不建議的行為站在原廠以及保險的角度假如發生了這樣的事件假如沒有行車紀錄器可以佐證但卻同時使用了非原廠的保護措施那麼原廠是絕對不會溝通關於保固的處理而保險也有可能因使用外場非認證之防護產品導致傷害擴散判定車主有一定責任判定不全部出險的話這樣對車主反而是傷害最大的安全宣導一輔助駕駛的目的是讓我們更輕鬆並且更安全的駕駛他特斯拉雖然安全性高方便性也高但是真的不要再使用輔助駕駛的時候睡覺或者太過於信任他就目前為止特斯拉的輔助駕駛在台灣都還是以人監控為主就法律上而言遇上車禍或者任何事故都是車主須負全責的喔二不檢討被害人整件事件目前都還在溝通並找出最好的做法之中尚未定案也請大家理性討論與溝通尊重有不同立場的其他人三我們台灣特斯拉原廠會在近期發展出電池模組化維修的技術可以有信心的說會在各位的年保固期間內就完成這樣的任務如果里程數很高的請等等我們,"{""文章分類"": ""安全性方面"",""情緒"": ""正面""}",,
2024-04-19 16:26:05,問題特斯拉車禍後報廢的準則,特斯拉因為製程和一般油車不同好像是一體成型的去年竹北的天坑車子吊起來看好像沒怎樣最後就報廢請問特斯拉出了車禍是不是就要有報廢的打算有人可能分享特斯拉報廢的準則嗎,特斯拉因為製程和一般油車不同好像是一體成型的去年竹北的天坑車子吊起來看好像沒怎樣最後就報廢請問特斯拉出了車禍是不是就要有報廢的打算有人可能分享特斯拉報廢的準則嗎,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2024-04-19 21:56:02,問題柏林廠的換了嗎,柏林廠的換了嗎台特今天通知要交車了如果柏林廠的還沒換的話我就想直接交車了不想再等了,柏林廠的換了嗎台特今天通知要交車了如果柏林廠的還沒換的話我就想直接交車了不想再等了,"{""文章分類"":""車輛交付方面"",""情緒"":""正面"",}",,
2024-04-20 10:35:46,情報特斯拉全系降價美國官網,特斯拉美國官網顯示特斯拉價格下調至美元長續航版價格下調至美元高性能版價格下調至美元,特斯拉美國官網顯示特斯拉價格下調至美元長續航版價格下調至美元高性能版價格下調至美元,"{""文章分類"": ""性價比方面"",""情緒"": ""正面"",}",,
2024-04-20 14:13:15,問題該跟誰,後方如果這樣鈑金凹痕跟誰求償你如果是後方車主被困在車陣中無法離開你會如何處理,後方如果這樣鈑金凹痕跟誰求償你如果是後方車主被困在車陣中無法離開你會如何處理,"{""文章分類"":""安全性方面"",""情緒"":""負面"",}",,
